"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"BCA",0.662238983509556,-0.43388809864683,0.126885163227883,0.186449951322511,-0.182621933578042,0.000621336113384925,-0.0268301778605296,0.206117614099676,-0.0752855766940658,0.055010434313015,-0.0585904733631113,0.0379648123602728,-0.00262078967854743,0.0887418140930757,0.0441193788176827,0.000927365563790916,0.0026584664975798,0.000581456248990756,6.88643673601711e-06,-1.81300152736493e-07
"KC",-0.172181619889426,0.0522500535950883,-0.126868115802942,0.169828243216125,-0.0901848186417257,-0.545965012081551,0.329820183364406,-0.130522534431565,0.0686802974668483,0.0709138377405412,0.00230203425793291,-0.0620284935850092,-0.0369239005339615,-0.0794718834729959,0.0497679144644107,0.000107940995461626,0.00523879515396066,8.32826124601047e-05,4.94277895350068e-05,-7.0618584652467e-07
"KG",0.0788728807720949,0.0761319123245047,-0.363166313771063,-0.0310268242060094,0.0448775938422867,0.00412874306551664,0.398383136417776,0.0983912811123901,0.0269228747990901,-0.0679062936917107,-0.0906971995748478,0.124846900811204,0.133593918110455,0.0975981094724242,-0.13164263675059,-0.0235911419235835,0.00173937606367239,0.000807101252721672,-7.03642373812176e-05,5.6817554673126e-06
"KI",0.0801341358097236,-0.0105310420219307,-0.027433768463293,-0.0862834431533439,-0.110606636879285,0.577443750396118,-0.18284471267761,-0.00338773756271847,-0.145051892151038,0.156633674861767,-0.0945978239910136,-0.0979234324734569,0.0465187097590209,-0.117225706204429,0.00376609001302866,0.0219708581110456,-0.0112133009373808,-0.00099805688848354,-0.000117148321155496,-2.71503128977838e-06
"LE",-0.928968831229929,-0.180448243794405,-0.0623497439806222,0.109117185282296,-0.0822892947217852,-0.0441248204336253,-0.0152295727720684,0.0627261869653684,-0.0754908908442048,0.00482919271326529,0.00781081237798959,-0.0189132120432035,0.00126758797861279,-0.0179376254673646,-0.00801993554635432,6.40349167647109e-05,-0.000951205228266472,-8.69223458181562e-05,1.61804857311485e-05,-4.55384842482813e-07
"OPENK",0.205664951157645,0.140400077424461,0.185680554442812,-0.498222841863203,-0.231890426099971,0.334896818981494,-0.140616348618109,0.0937966510627234,0.102996495367136,-0.156665648136527,-0.00348589261285831,0.0716410934732644,0.0230196237662647,0.103331384151181,-0.00237561375359737,-0.00290201031680327,0.00420438367266998,0.000293318443146897,-7.81631675501393e-05,3.09357031404627e-06
"POP",-0.930780597048979,-0.203006530241363,-0.0855565132398888,0.109326738011928,-0.0721523738707638,-0.0459015915476861,-0.0165858606004573,0.032257528593319,-0.0440151847333876,0.0302467115063948,0.00741756509348821,-0.00999221722911255,0.000400635076691836,-0.00950869395068345,-0.00392020559550825,5.58401258229663e-05,-0.000347969143921181,-1.90452069911226e-05,1.05540826191576e-05,6.57140062172164e-08
"RGDPCH",-0.241811484371309,-0.0758185337394938,0.57376544861817,-0.292990960241565,0.0911550820804064,-0.00899767109064348,-0.24499643578425,-0.0900289629580633,-0.191821348020193,-0.0622281267135609,0.0441867822501193,0.105670366523552,0.0282957640758616,0.088704643634622,-0.0371599779502096,-0.00258224586960432,-0.00372977763021941,0.000294499554710164,-0.000450821053800081,1.06025109976046e-05
"RGDPL",-0.2420361890366,-0.0758114977466386,0.573397520981585,-0.292968693858244,0.0914359768171324,-0.00978155717758563,-0.244818643410215,-0.0902945216876339,-0.192184276920745,-0.0620631916454862,0.0442552008611616,0.105862413381916,0.0284394086474919,0.0887561282898296,-0.0370701948092832,-0.00309296687810266,-0.00298884653378844,0.000268252120473882,0.000477505314841489,-7.21274260076286e-06
"RGDPL2",-0.245555307400573,-0.0763373314276958,0.569497298872843,-0.292258089135032,0.0972062079404641,-0.0194846878082888,-0.246733746759839,-0.0900634783779735,-0.194090655713737,-0.0597043888381005,0.0436491651915484,0.105371471409965,0.0283595181955754,0.0886081149340252,-0.0363879717279271,-0.00765846728648329,0.00136155196488102,0.000168201983979507,-8.29393854058218e-05,2.62956955158377e-06
