"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"BCA",0.67674149500437,-0.468447637145669,0.145044075759619,0.227958098668767,-0.232239099539475,0.000838177530472322,-0.0399917962748787,0.314773936224132,-0.121204383461578,0.0952535269965119,-0.121721346632235,0.0797581020167464,-0.00691220736655369,0.257239328271964,0.135049674541974,0.0109372250907838,0.0517015825910762,0.162414463424197,0.0070629451709579,-0.00250626513606005
"KC",-0.176125475207222,0.0560167935809912,-0.144929057049058,0.207716400199114,-0.113661833970732,-0.719267463007799,0.481488359896934,-0.199897668060114,0.112528743156598,0.128173380551602,0.00491488163193651,-0.137932543044464,-0.0959648881200186,-0.228609131402631,0.150906070488501,0.00169512575665486,0.104647063359611,0.023573182138336,0.0435644118148251,-0.0155301903931916
"KG",0.0805519034096355,0.0818517291917214,-0.416182113308029,-0.0379883548041174,0.0579553716376381,0.0060912569851843,0.583152110764496,0.151814677463628,0.0431833674485139,-0.123343059762466,-0.179234457960278,0.277031229266082,0.34948584749196,0.280049258677878,-0.399789086562067,-0.289755239133944,0.0354095052059587,0.228508042551131,-0.0613159358900977,0.121314418823005
"KI",0.0819616384331099,-0.0115846818222088,-0.0315547695904193,-0.104711113498357,-0.140738910046109,0.7605522578373,-0.267864426931699,-0.00477559180769887,-0.23271306870284,0.28207289796897,-0.185964999603924,-0.217873408099192,0.124244244398881,-0.335958732396962,0.0125013405114035,0.271217552462286,-0.222439173168773,-0.28239349142394,-0.102001206828027,-0.0577921728150106
"LE",-0.950424436395811,-0.194408321864182,-0.0713052596987244,0.133406625927899,-0.10435760717601,-0.0566451854602072,-0.0222845541734255,0.0920987082997871,-0.116206348054348,0.0191365387571724,0.0167403497552399,-0.0431853088170784,0.00425741467539031,-0.0431500668191913,-0.0237278444425103,0.00138660527889206,-0.0188826989332975,-0.0243226752028093,0.0137499590229773,-0.0074917579193333
"OPENK",0.210391794859028,0.151741032327624,0.212569192316291,-0.60695138423461,-0.295281278801569,0.441330768151159,-0.205781232122811,0.14464557789591,0.164888094148427,-0.283225879247819,-0.00678630152387793,0.159614055602046,0.0604286567543361,0.296457500561099,-0.0070815484896636,-0.0352042007571574,0.0828350660300388,0.0829726822937826,-0.0676729445993113,0.0661071809327238
"POP",-0.95095189278015,-0.215252834153829,-0.0979207822465409,0.132501845471431,-0.0918573176028714,-0.0625099692965901,-0.0238453047950089,0.0574840664975181,-0.0776651297551273,0.0500952694902425,0.0149730700279842,-0.0227366505969696,-0.000199381412252205,-0.0317182863484244,-0.0113663059751854,-0.000375538352411667,-0.0106868735551224,-0.00997558447559034,0.0109129152580513,-0.000740075393957364
"RGDPCH",-0.247331400817913,-0.0822982224397598,0.658338479085499,-0.357353609145292,0.117821999309137,-0.010741563765561,-0.358442976922758,-0.138575970316828,-0.309110770623629,-0.112547257973042,0.0882850222048588,0.233419976745263,0.0782159062226159,0.252507520690944,-0.10983902040465,-0.0479692387591266,-0.039532341775205,0.0675016950370623,-0.0175492840000641,0.0426129339406012
"RGDPL",-0.247548595688596,-0.0823274351828748,0.657915537805293,-0.357186723652011,0.118099904254394,-0.0123697071123511,-0.358261920264286,-0.138768626804476,-0.309139650101308,-0.112647189880835,0.0884476871174405,0.233732533349253,0.0780402323860806,0.25317018941904,-0.110188731441143,-0.0495951414166095,-0.037974781590363,0.0680351909324487,-0.0154001226937637,0.0425958957950667
"RGDPL2",-0.251188889290852,-0.0833353372985124,0.654178316370961,-0.356138742159514,0.124049616567108,-0.0265335397066974,-0.359263553778289,-0.138166791429608,-0.308822798197469,-0.109780807005376,0.086756719982585,0.235332024413004,0.0734749709955975,0.255313025001056,-0.113778497838397,-0.0640827988188711,-0.025239111444793,0.0703899435514884,-0.016770746524107,0.0434975116035092
"BCAperRGDPL",0.628040871358034,-0.443697589362767,0.17735060519556,0.297460119667123,-0.244059748529983,0.022615478058434,-0.0594199048174239,0.318622694638772,-0.133359591872036,0.0504015790904195,-0.174370387784021,0.0113988381306924,-0.00433042029563078,0.308242860725899,0.127821670464372,0.0160252281650422,0.0595538753268736,0.150463409239283,0.020509187059418,0.0139608626346851
"KCxRGDPL",-0.424596966390226,-0.0829569340734907,0.716427204655875,-0.240209743081,0.164515308672785,-0.316644122556397,-0.121514740774046,-0.182027686012641,-0.230851071478374,-0.0105723603848086,0.0385475681247021,0.139214894061866,0.0678408720108544,0.0854308157678828,-0.0697009182193474,-0.0462613829490774,-0.00503178986416009,0.0465025237503562,-0.0028359578023351,0.0283225365017355
"KGxRGDPL",-0.241618754222208,-0.113118613942395,0.373905112177385,-0.392381173553914,0.259417361989426,0.105637379372937,0.25593618505542,0.0181040821083253,-0.2412510695886,-0.232531067825831,0.00448825970645436,0.376517079166919,0.202908351075414,0.450702860717684,-0.242113377045057,-0.231646188224205,-0.00787288166922897,0.236551666305173,-0.0795137773547249,0.140238140497377
"KIxRGDPL",-0.149114744938945,-0.0704604799731983,0.548364210344892,-0.371304718698182,0.0175946140421555,0.340663936603997,-0.442761494448326,-0.13827134214214,-0.39070705760261,-0.0217242081025293,0.06619642876455,0.0895527886405959,0.235085041708766,0.104568715682974,-0.0392291031853567,0.133968970376191,-0.15797104763704,-0.080120230745491,-0.0479490853952457,0.0200586778011941
"KCxRGDPLxPOP",-0.991525881826834,0.00949085294172257,-0.0200076404821048,0.0554859722636237,-0.030763882254534,-0.0754119747700031,-0.000264939478774275,0.0508906660322531,-0.0657967863498848,0.0351458155110814,0.0146921080784416,-0.00381443881606885,0.0124028261764195,-0.022994205504761,-0.00207243578631522,0.00725118973505886,-0.0146372732014186,-0.0210056056610538,0.0071387617102949,0.00750728841552057
"KGxRGDPLxPOP",-0.976150344541054,-0.0981686734415802,-0.0872635283285392,-0.00321731621068343,-0.00824741543044717,-0.110802964430804,0.00822916970680763,0.104433264249053,-0.0827502989645588,0.0497280024478868,-0.00999532267710628,0.00434440153190081,0.0179283252797885,0.0143224577150101,0.0115821925170499,-0.0083515285236574,-0.0209796210451418,-0.0101957142847478,0.0150000835070307,0.0335116557918218
"KIxRGDPLxPOP",-0.96174966514641,-0.0218163669607915,0.0277567081720207,0.144544888369743,-0.0965279631660294,0.0215010400288711,-0.0135430429335984,0.0388974655167311,-0.133451668517504,0.0400196353536688,0.0859919100375223,-0.118376488909137,0.0358436999986081,-0.0381526875203035,-0.0687083183698148,0.0145160537701335,-0.0377906532544456,-0.0769845735129294,0.00688109646338857,-0.0439268116994147
"RGDPCHxPOP",-0.988004848970571,-0.0212845929453101,-0.00844963067079399,0.0806228802973883,-0.0491729248458071,-0.0576136202305304,-0.00551823498444981,0.0615568310914225,-0.0843990069183481,0.0384403778479957,0.02585169417263,-0.0231716063112021,0.017617545928695,-0.0159238685029361,-0.0101563850211456,0.00237349417279976,-0.0224687984710492,-0.0289320347007709,0.00875795938541637,-0.000538781141336499
"RGDPLxPOP",-0.98802243792583,-0.0215799773007106,-0.00883794355451583,0.0802612273602771,-0.0489539102304391,-0.0579231076514709,-0.00557769699745995,0.0617698274709607,-0.0843556179707312,0.0384742118043798,0.0255587409626416,-0.0229911644089732,0.0175781590765422,-0.0158044964829058,-0.00990246504475489,0.00222795682627082,-0.0224332301456998,-0.0287070696077023,0.00899283287675643,9.21971487469841e-05
