"","BCA","KC","KG","KI","LE","OPENK","POP","RGDPCH","RGDPL","RGDPL2","BCAperRGDPL","KCxRGDPL","KGxRGDPL","KIxRGDPL","KCxRGDPLxPOP","KGxRGDPLxPOP","KIxRGDPLxPOP","RGDPCHxPOP","RGDPLxPOP","RGDPL2xPOP","sig_0","sig_1","sig_2","sig_3","sig_4","sig_5","sig_6","sig_7","sig_8","sig_9","sig_10","sig_11","sig_12","sig_13","sig_14","sig_15","sig_16","sig_17","sig_18","sig_19","sig_20","sig_21","sig_22","sig_23","sig_24","sig_25","sig_26","sig_27","sig_28","sig_29","sig_30","sig_31","sig_32","sig_33","sig_34","sig_35","sig_36","sig_37","sig_38","sig_39","sig_40","sig_41","sig_42","sig_43","sig_44","sig_45","sig_46","sig_47","sig_48","sig_49","sig_50","sig_51","sig_52","sig_53","sig_54","sig_55","sig_56","sig_57","sig_58","sig_59","sig_60","sig_61","sig_62","sig_63","sig_64","sig_65","sig_66","sig_67","sig_68","sig_69","sig_70","sig_71","sig_72"
"BCAperRGDPL",0.988970160794052,-0.227289609638948,-0.0250974338680874,0.0624962931656342,-0.43785181085567,0.112974942616059,-0.445209600381157,-0.0786433589826577,-0.07883887228028,-0.0819525387262369,1,-0.22805329239864,-0.105524729447687,-0.0255946364764756,-0.592821537384872,-0.538639829925173,-0.527637374145545,-0.558669008993395,-0.558612834201406,-0.55847131890285,-0.179769069935159,0.0972349062585967,-0.329034817896732,-0.0961863233913669,0.0444632770040618,-0.218355121641014,0.076087987549813,-0.449690489316787,-0.00913682866542152,0.022998692969764,0.0785249013293146,-0.351562230631409,0.0866359292315358,-0.141159996503797,-0.0949714144505712,0.0366736791932951,0.000255170587852408,0.0448411977661657,0.00645391293500934,0.0371866699321182,-0.034641402162655,-0.44478082899147,0.0563203564763713,-0.532140612335649,0.00256010406512677,0.104937525243329,-0.32920885526146,0.0159778208528431,0.00900636105435441,0.0853060282424159,-0.0841366438060799,0.0174442525944252,0.153794174033042,-0.495108757597465,0.0330776816239369,0.0313963109825519,0.0245953407254264,0.0296769976279589,-0.227965938168903,0.000759515320194198,0.093052357948478,-0.0213004361237248,-0.403660481733063,0.0748515638235097,-0.182930748523029,0.0039865269049371,0.0479060549046088,-0.278997984604494,-0.0761040759620058,0.032725118184856,-0.038269906326008,0.023443864075145,0.0532047916862039,-0.10320611804757,0.0572589291825666,-0.164968819499759,-0.000264974695616494,0.0520706010481642,-0.455226383441885,0.053597414872078,-0.00339711473353118,-0.169108357234467,0.0280994126720146,-0.0505983628337744,-0.0347724159572675,0.0272161709184136,0.098046033778663,-0.165765072251147,0.00646888170902143,-0.0468823359923605,0.0854675665349764,-0.132231516664706,-0.0971408797362785
"KCxRGDPL",-0.243679128737742,0.0257691238451227,-0.32335703566509,-0.265367759518101,0.343636308142711,0.0200456951125952,0.330516945359723,0.874726653967745,0.875167061984205,0.879561540044124,-0.22805329239864,1,0.6033605330791,0.633117769562958,0.415302773473375,0.394434021944409,0.388327055156757,0.412351807697148,0.41229058636814,0.411682713228058,0.383214585579263,0.0518412773040724,0.326429105451467,0.421894173086824,-0.135909240109285,0.331486855121856,-0.0626775388720702,0.325584869705499,-0.00466773467964861,-0.120494256354654,0.379913310796923,0.347668141079537,0.136870276935643,0.325801913093282,0.467862359487922,-0.249911256834374,-0.0129040760147333,0.304313474411358,-0.232080711733121,-0.00377474719105186,0.153629060862996,0.347321597913528,-0.0797077122565314,0.321393163068669,-0.0762755026484358,0.368310598521126,0.345445442237019,-0.311187070815681,-0.0268081727018809,0.195989907897563,0.331823700884191,-0.107143084048659,0.260575777538033,0.344004537654892,-0.110399333715296,-0.222760480611189,-0.155544833672068,0.0268035685670673,0.0783614396707183,-0.114595725987586,0.125908285138149,0.274929843019158,0.336350724096718,0.0651780669634842,0.317868303089127,-0.237851260063434,0.104343559087006,0.269822391164481,0.369109114148431,-0.070595122144745,-0.0837837759508033,-0.106687058108723,0.00547363450682327,0.099727649136717,-0.0128096213477119,0.281046735302359,-0.0892743532072438,0.447928484706725,0.382331523480814,-0.0124267186649465,0.241086478465574,0.307007253206713,-0.105995373940341,0.0133040241108429,0.115922396145623,0.0025545292654686,0.346844741551026,0.347870538187153,0.0662318371659441,0.179889625552439,0.218764466526299,0.373619481627513,0.494923896275448
"KGxRGDPL",-0.105366600497136,-0.315744736774511,0.379271868218518,-0.216360513721484,0.13366384928185,0.364418197112891,0.121548280727856,0.688242451907687,0.688532834586258,0.688889536290864,-0.105524729447687,0.6033605330791,1,0.517607425104092,0.194420240761847,0.222019190635423,0.153736133979091,0.190626918563075,0.190702428373781,0.191718560196965,0.214530675425243,0.146257585006837,0.143620205461387,0.244853323627185,-0.0242631949993258,0.203940333489751,0.0547208218682917,0.145382642667754,0.073149664104385,-0.0278517294161612,0.305967800260413,0.146910829073489,0.189980834749952,0.154277672784688,0.274108783212135,-0.0811436010478157,0.143992661643578,0.168115372036612,-0.163265248481076,0.0508163067619392,0.189677446278696,0.164624403231493,0.0324578889169196,0.156139442854605,-0.0889292028130181,0.298259706141172,0.161844940220052,-0.171498354389663,0.178777726120653,0.252293195449085,0.188971820198133,-0.010325208905999,0.254248156444165,0.149639896235438,-0.0477824795293957,-0.0793360785308749,0.103937294985798,0.0436331190368145,0.0724135722865909,-0.082715231935802,0.168813566375115,0.165320077545444,0.137492592261519,0.180580169884941,0.131189357003452,-0.193018527329438,0.165304814965382,0.205742741949567,0.232654865776586,-0.0563627476855384,0.00667963465367318,0.126397288646996,0.0114061191289403,0.101744764143457,0.0879958542393504,0.115373785674639,-0.109099461435403,0.323828482477261,0.159987266440852,0.146039080697666,0.180882084250546,0.122046212418422,0.0734059675993064,0.118866658840667,0.087896161083711,0.118015849241273,0.281299212689059,0.161781588283227,0.12186959877081,0.0936170138132563,0.223029591849804,0.194220557851455,0.29045049541206
"KIxRGDPL",-0.0408945928185561,-0.660220574260508,-0.395729821359691,0.435133289368895,0.0824255705301954,0.502729566001142,0.0598818290267259,0.876263501533433,0.875417526549035,0.867864756668035,-0.0255946364764756,0.633117769562958,0.517607425104092,1,0.108538005748299,0.0852078550648476,0.164580914752278,0.121717198977287,0.121528908395164,0.119697626705453,0.122976288955992,0.225912740951131,0.0338523832761163,0.164319296141646,0.101315056674669,0.178270077617785,0.104673836484315,0.0271440285306336,0.140844720875841,0.0869650398673148,0.328313500275383,0.0502902678361537,0.292573378369086,0.0425612720904891,0.208833662132649,-0.0356199045437016,0.232963885577508,0.195670364197579,-0.0833358871820735,0.14238346104995,0.280464759610495,0.0731751473501426,0.0564782730612568,0.0336860738419646,0.0796841910447873,0.34062431195154,0.122263030977395,-0.140415043711012,0.271624799786656,0.366425569436066,0.0945065754831017,0.0497234880647439,0.336415180368944,0.0444512045640549,0.0183404846932286,-0.0990292846865601,0.188718319624873,0.128531753308442,0.0077690303036339,0.0469087873929013,0.246200360482545,0.0777740017609359,0.0383585062535663,0.308384891856684,0.0247183825512339,-0.116693379065042,0.289994186406831,0.25550417907616,0.165042136281492,-0.00705042635366763,0.0512835938679986,0.212864428526634,0.0338345873975803,0.057069119823077,0.132811158061181,-0.0116105128747545,0.049395151306557,0.303050319632564,0.0888924916677809,0.219506318774565,0.248938415573847,0.0247050822630453,0.16167418295244,0.177232087547321,0.0466051338369565,0.193128208664477,0.390557824045303,0.0575139563771043,0.249897831377772,-0.0413246724102008,0.354564756101305,0.0883438784038772,0.243658600374299
"KCxRGDPLxPOP",-0.641228709187475,0.236993724152258,-0.0791834370594758,-0.109137983598373,0.96790749382086,-0.284885959024206,0.965428535724677,0.214395746588244,0.214707604337206,0.219195143784303,-0.592821537384872,0.415302773473375,0.194420240761847,0.108538005748299,1,0.98628423104352,0.97407606848783,0.998239266806477,0.998257210818786,0.998449719273471,0.693127217962975,-0.439899603120279,0.827159058717398,0.580899055782263,-0.41831301081217,0.631873140179873,-0.455644374256339,0.879720895776294,-0.0293897204067393,-0.404910421000068,0.101218774209008,0.837186165061029,-0.358378041856282,0.633582100462474,0.555365088227906,-0.365418859450854,-0.00224532746963541,0.0549239146221525,-0.238049838029883,-0.382114796561912,0.217655924675074,0.847481617605181,-0.420319073847761,0.88869919097685,-0.289527266225778,-0.157720423407972,0.799364620490598,-0.261133418671331,-0.0895919174834136,-0.206406511470267,0.477547235062835,-0.376537969571902,-0.155880897142316,0.887696065695294,-0.12526754683246,-0.322718642804504,-0.145743496275319,-0.130929611330201,0.402506431542684,-0.3080042243089,-0.365242925395058,0.420797026861797,0.852993470519661,-0.273092672190702,0.646517766592586,-0.249861275664997,-0.313214099098845,0.571757055185597,0.455607960377887,-0.121906791808183,0.0182636468376391,-0.173735167924984,-0.222709132563004,0.218943521273422,-0.381404156618063,0.632776661396702,-0.274378032202137,0.239825311188126,0.892723737782178,-0.365987340634327,0.172878629194227,0.654557055165845,-0.149973351904287,0.01052226405153,0.12388116543895,-0.361399822621461,-0.0860056415028255,0.647662504145971,-0.072612146829206,0.463321246697418,-0.292128754316462,0.60029557242418,0.525096833258183
"KGxRGDPLxPOP",-0.578483340097694,0.235832463814952,-0.0327995458772363,-0.131896503791671,0.974431558337729,-0.288657500943981,0.975203552295388,0.199591398795565,0.200001335839823,0.205577321946981,-0.538639829925173,0.394434021944409,0.222019190635423,0.0852078550648476,0.98628423104352,1,0.948257315691932,0.985350932515429,0.985490669339553,0.987037180091858,0.704527424035398,-0.45173208016835,0.836967533386216,0.582878273937709,-0.427907549936713,0.62922835134714,-0.466848544461559,0.888171186075184,-0.0223928193575416,-0.414957652448416,0.0989814346314009,0.832833170504585,-0.368275160807853,0.638533130113744,0.547512139613767,-0.37318122141478,0.014081879346742,0.0546603458991489,-0.244578284021795,-0.392402201043282,0.205258519812443,0.839849495529564,-0.430527416067839,0.896819904275903,-0.298796207969543,-0.163231618612384,0.785775907768217,-0.267199612961268,-0.0785402317733496,-0.207761548172133,0.478805912341845,-0.385938844339926,-0.160908668723015,0.87966574112504,-0.123836051146044,-0.329505211900196,-0.142242870584502,-0.134244107773924,0.428407993953736,-0.316833327551697,-0.374914479967519,0.426989416008862,0.848853720126271,-0.278455993493874,0.634984190088005,-0.257433529528614,-0.320515690027392,0.563959757103564,0.450216631241836,-0.124411431727696,0.0232311556575924,-0.171334933398788,-0.222576609780723,0.233039292685773,-0.390571936143549,0.64340374720022,-0.28325608724229,0.236327762061425,0.868616004178148,-0.372825980313738,0.174036048773142,0.646587924495051,-0.146424127205015,0.0149637152599974,0.137075910437169,-0.369149731199688,-0.0932849890038814,0.641354870193766,-0.0734154080175914,0.485937755102397,-0.301601210807076,0.596650691997676,0.508045856386219
"KIxRGDPLxPOP",-0.588069833847889,0.175043429347553,-0.129464339416492,0.000284396099399947,0.969058877839125,-0.293173281612746,0.95944736051326,0.213371505241292,0.213486541542667,0.215887116752712,-0.527637374145545,0.388327055156757,0.153736133979091,0.164580914752278,0.97407606848783,0.948257315691932,1,0.983551976218545,0.983425203585852,0.981856699648636,0.70335459564908,-0.439868722915215,0.810156104590501,0.602496530483583,-0.433035105015022,0.657879205149425,-0.468517105194745,0.838746026498265,-0.0155937631578324,-0.425143599039522,0.141260417800971,0.82074229706033,-0.352689633997607,0.640342593316618,0.579836227794161,-0.38134694571006,0.0307612392596388,0.0728901877335604,-0.25257645056565,-0.399366622832884,0.270103776700597,0.828242898616304,-0.437070788967763,0.832203386057981,-0.308164533004856,-0.140605370635484,0.809963714641155,-0.274602254845495,-0.0568575492993721,-0.186337374358952,0.492546816052765,-0.397670454586103,-0.1215253831604,0.845644566176243,-0.119324486498982,-0.34124389385987,-0.133294749111994,-0.122016964413747,0.399036721378367,-0.328434572803327,-0.365609039961668,0.452793153394522,0.821775347388477,-0.260116318713167,0.639445011739663,-0.266421983079967,-0.315737343147127,0.606823014718968,0.482047373842486,-0.123246895798708,0.0339483475245637,-0.162026414041314,-0.228485699405634,0.22451056057599,-0.393302869244967,0.622805687280562,-0.293223690104402,0.278182182758274,0.872819216099683,-0.372360140680508,0.216738558401241,0.650871039678636,-0.145095478324136,0.0279677694644168,0.130487012842856,-0.374225784274855,-0.0512775687086825,0.651757731915298,-0.0506372836458014,0.46156342960006,-0.280183543283899,0.612654894940698,0.550974266476611
"RGDPCHxPOP",-0.609979705288104,0.220919302446974,-0.090473002779536,-0.0894750597388985,0.977548779464344,-0.289668080149457,0.973761355419054,0.217713908678175,0.217994007669346,0.222144707664893,-0.558669008993395,0.412351807697148,0.190626918563075,0.121717198977287,0.998239266806477,0.985350932515429,0.983551976218545,1,0.999999477183387,0.999934830820012,0.709503653666094,-0.448598450066143,0.835235783384711,0.599325684243527,-0.431646188288477,0.647749481681763,-0.469081037030295,0.879489137568654,-0.0248415572450991,-0.420782072694871,0.117249929405349,0.843858695574676,-0.363444896167592,0.648606374644617,0.573013731071595,-0.378007223243285,0.00827263284411787,0.0641795735923967,-0.248190265778357,-0.395744870667462,0.233451960245575,0.850501339572452,-0.434460784718674,0.88231436025026,-0.302482524826327,-0.153636143501814,0.811072099680889,-0.27142727351363,-0.0823026061466352,-0.202611875494837,0.492076530679256,-0.392127443133818,-0.145641967788651,0.884768312729464,-0.124519917386964,-0.335416200009856,-0.144036191688956,-0.130252274925598,0.407801039302854,-0.322206740952304,-0.37184209318333,0.440177398260067,0.855082248934009,-0.273698073800757,0.655851768459633,-0.261326467842189,-0.319667355924028,0.585210434932949,0.471908267557843,-0.123826137155922,0.0229043801026303,-0.173185614615108,-0.227182366926455,0.225646652047345,-0.39307154418071,0.643923277323057,-0.287384500753465,0.257812917484853,0.894810708248018,-0.374908437951256,0.18922351006862,0.665803502403414,-0.15076496348762,0.015381977213143,0.129869239530104,-0.373539422924132,-0.0761110373396408,0.660794196443782,-0.0671762930511622,0.476350968961616,-0.293682950203258,0.61534456651643,0.541411303148857
"RGDPLxPOP",-0.609879694157691,0.221016912665616,-0.0902966826921607,-0.0897024276166251,0.977590749051896,-0.289689024938427,0.973827257663024,0.21763422366333,0.217915637254584,0.222075982933276,-0.558612834201406,0.41229058636814,0.190702428373781,0.121528908395164,0.998257210818786,0.985490669339553,0.983425203585852,0.999999477183387,1,0.999944596471281,0.709467842352567,-0.448577516502161,0.835258379312852,0.599224770317063,-0.431598894652748,0.647665230227282,-0.469035742463907,0.879569312898837,-0.0247959130287573,-0.420732350843659,0.117153873823386,0.843832611745321,-0.363426088474894,0.648534783659918,0.57287971829318,-0.377957330308522,0.00831983834496755,0.0641428585151348,-0.248164507791842,-0.395701296635214,0.233337274464341,0.850471596648312,-0.434410319187017,0.882434770264863,-0.302450886422952,-0.153671615624927,0.810982119951798,-0.271397532336799,-0.0822796122419679,-0.2026106407238,0.491977813109203,-0.392077957257873,-0.145703050126011,0.884795458417577,-0.124463625168467,-0.335364335968848,-0.144004584758769,-0.130225765734497,0.407894636739898,-0.322167995364236,-0.371815075959527,0.440071580420827,0.855092516853333,-0.273682587440173,0.655750747761633,-0.261299121876082,-0.319643585956278,0.585127700065772,0.471779652270787,-0.123783612434772,0.0229421155922746,-0.173151149456656,-0.227128275951766,0.225679814160798,-0.393025599193535,0.643900061860131,-0.287355093986208,0.257686317605109,0.894746462858177,-0.37487090260229,0.189156984532862,0.665712991880663,-0.150727111075634,0.0154040133233482,0.12989857723378,-0.373498295009115,-0.0761700920146904,0.66069357239939,-0.0671603127686927,0.476333529793653,-0.293676300412948,0.615236356734492,0.541252118667056
"RGDPL2xPOP",-0.609131268061755,0.221810557503152,-0.0882669506059273,-0.0919408296530915,0.977793429835649,-0.289539520945931,0.974333920492122,0.216931212182526,0.217221973924752,0.221493482792058,-0.55847131890285,0.411682713228058,0.191718560196965,0.119697626705453,0.998449719273471,0.987037180091858,0.981856699648636,0.999934830820012,0.999944596471281,1,0.708557026611856,-0.447903858578727,0.835269088173577,0.597512463267755,-0.430544114547444,0.646538756141215,-0.468053934606003,0.880573512615008,-0.0243748230008864,-0.419680897947179,0.115798763126217,0.843355755024594,-0.362793345208222,0.647183726002828,0.570824334829569,-0.376970380642757,0.00881786624868601,0.0637181126187711,-0.247533131252783,-0.394729043072724,0.23195151343792,0.850389252610972,-0.433388883777998,0.884195522050966,-0.301681374151724,-0.153977451244733,0.809821679662129,-0.270731169098559,-0.0819079910184783,-0.202370075074256,0.490644439746652,-0.391071724815881,-0.146431934772302,0.885303398586091,-0.123973209400259,-0.334389843638815,-0.143637467006044,-0.129934187601048,0.4089728157536,-0.321322503957901,-0.371120821030657,0.438256078445694,0.855252936061839,-0.273296670125774,0.654244506435339,-0.26062950370146,-0.318969763786934,0.584580604198814,0.469919543381957,-0.123371693571489,0.0231401247951901,-0.172770145747534,-0.226299257465849,0.225932684771841,-0.392084596795438,0.643218326671083,-0.286624624182004,0.255836110207079,0.893972615961791,-0.374037993121548,0.188304662487944,0.664343478155502,-0.150227051866156,0.0156026801206489,0.130034251629908,-0.37262871866113,-0.0767305896216849,0.65906956382442,-0.0669875719398073,0.475942036546087,-0.293212514374944,0.613461264901047,0.538961982759873
"sig_0",-0.21751210850621,0.131580049633677,-0.126165631254484,-0.087624205383737,0.755167640777007,-0.281644835058394,0.774727868602168,0.219207862500558,0.219270332261187,0.220445182489909,-0.179769069935159,0.383214585579263,0.214530675425243,0.122976288955992,0.693127217962975,0.704527424035398,0.70335459564908,0.709503653666094,0.709467842352567,0.708557026611856,1,-0.534575383155779,0.918574358566201,0.965262637263658,-0.687071538266536,0.886822700381024,-0.673866885646832,0.808106348229301,0.172627175424914,-0.736595151577372,0.505267769927706,0.894300437989535,-0.404751044603454,0.951729397161446,0.909606256625149,-0.603985394047308,0.196235371676957,0.345918060501999,-0.486078325369151,-0.642377754899732,0.431771486810757,0.857501280611439,-0.662859473561826,0.704450500456023,-0.598516949343256,0.0327481670899803,0.896283450498487,-0.495421744030474,0.0250827444864972,-0.0942762640908955,0.820249078283938,-0.687583688199378,0.145820724166174,0.774027055773607,-0.0208632677086429,-0.536053529370894,-0.0667802206026347,-0.0342965856507593,0.589250538116192,-0.635934590332993,-0.432943309266147,0.848904654116444,0.83036797870526,-0.216119782176463,0.854432902079616,-0.533778540982374,-0.433573011081086,0.673319735423405,0.805030256924375,-0.0899863028204474,0.138933690224956,-0.109258495877626,-0.190963195110539,0.503408385160223,-0.570900885458321,0.911955992825838,-0.590542406089763,0.651015584962858,0.819023644208896,-0.498477233079906,0.517103672179523,0.876226762822665,-0.102644904897418,0.143183537770641,0.397869346349569,-0.583837493449102,0.150264922645329,0.91368762318821,0.0921174628817957,0.800108289315819,-0.2964319344239,0.919014185192152,0.835019276589161
"sig_1",0.124397796679398,-0.261690881326542,-0.00670989154676648,0.150159367000616,-0.495339776635002,0.169189606079096,-0.512063062661958,0.165939112814992,0.166151795697473,0.166529955849058,0.0972349062585967,0.0518412773040724,0.146257585006837,0.225912740951131,-0.439899603120279,-0.45173208016835,-0.439868722915215,-0.448598450066143,-0.448577516502161,-0.447903858578727,-0.534575383155779,1,-0.652386924133551,-0.482505043262844,0.635764691976358,-0.40971865152466,0.930010786965419,-0.576090331869,0.215963039179331,0.59962562650546,0.195335155351235,-0.62634477968648,0.960231455701675,-0.650732675849276,-0.427873490596884,0.52329520830144,0.232383225008995,0.132169088592448,0.0656815772505655,0.787118707819216,0.0954347948232684,-0.550436178589863,0.864556010859758,-0.48739964513723,0.235319409741877,0.625379417705039,-0.547464388179989,0.128838556380291,0.374717921293358,0.632809204142304,-0.456430901617837,0.658068194430054,0.516885149028314,-0.537176575835686,0.269693388697511,0.6458175626035,0.317155574768749,0.412305344903654,-0.293024901592899,0.309352017243744,0.956866146373216,-0.489143250142487,-0.583561802373771,0.676268436078969,-0.595722085282523,0.0358716661922725,0.763070652318005,-0.193692873311362,-0.390913253123904,0.320930329419613,0.0433635921034801,0.406204101340456,0.578731185354798,-0.145889343675059,0.924283469708288,-0.666082819251067,0.159360694759555,-0.0690204258868956,-0.554204834899984,0.839607812765535,-0.0102520530381838,-0.609708032586581,0.344289071309513,0.134675950080156,-0.0214506188897001,0.803776775883338,0.501680923177061,-0.621516934763451,0.316717724297519,-0.557090556189109,0.877515736886299,-0.584749878943467,-0.363550839887133
"sig_2",-0.369259379947918,0.231396534319586,-0.0730932635239858,-0.144795323369179,0.865678336483633,-0.298916698236256,0.883449645075723,0.144663572741917,0.144844734177006,0.147783421934359,-0.329034817896732,0.326429105451467,0.143620205461387,0.0338523832761163,0.827159058717398,0.836967533386216,0.810156104590501,0.835235783384711,0.835258379312852,0.835269088173577,0.918574358566201,-0.652386924133551,1,0.822179573525272,-0.61678276972833,0.780452242031302,-0.675375367148833,0.965091050154391,-0.0131903263681118,-0.596632448845192,0.178228444083006,0.990037157307654,-0.5550179858836,0.915757384282017,0.75694647395223,-0.532371600548615,0.00540808969494791,0.103514652641482,-0.341076544819262,-0.57923368019659,0.259631570801647,0.938372366873156,-0.62667900656003,0.896229407232682,-0.421804034182948,-0.234528831665309,0.922466672551871,-0.371300632549821,-0.126994512004312,-0.308692303814517,0.713942349063592,-0.560231606541764,-0.170290330090899,0.940852920121928,-0.153127220920794,-0.479302557735968,-0.1865487475263,-0.190323768575048,0.538581277367178,-0.448092425832471,-0.558072540293178,0.6819433397323,0.971069864012866,-0.392198558198153,0.899347581705108,-0.357338815314188,-0.480841548120997,0.590543751882673,0.654986898790639,-0.172564424041496,0.0450094302579511,-0.2314884377593,-0.321051452223423,0.363042834602641,-0.586421858898843,0.939453603015734,-0.396085178527396,0.374961751140993,0.944868869727177,-0.545361951393496,0.255351076062226,0.916910139326049,-0.191718193473401,0.0172528296641432,0.222834399848684,-0.543751035444403,-0.148912025228216,0.903101183988318,-0.106679013976231,0.783327393595415,-0.465847396083939,0.845880162813765,0.684241098804668
"sig_3",-0.134505193625814,0.103313086621793,-0.150941906709894,-0.0853266490270198,0.634585942758096,-0.221847524541516,0.651518269896799,0.264057486984233,0.264047626375766,0.263969857460566,-0.0961863233913669,0.421894173086824,0.244853323627185,0.164319296141646,0.580899055782263,0.582878273937709,0.602496530483583,0.599325684243527,0.599224770317063,0.597512463267755,0.965262637263658,-0.482505043262844,0.822179573525272,0.999999999999999,-0.687977275278506,0.908656786003236,-0.663544727452893,0.677968235318315,0.203871614092997,-0.757978658848424,0.640610236714732,0.811967064799508,-0.350738823706139,0.948030851353939,0.982080268417854,-0.619576843595382,0.218599976105891,0.480322974253236,-0.493182956286283,-0.650241291568747,0.474205271277865,0.797788361663209,-0.665213863792032,0.561553871629104,-0.61341545646721,0.171629609343308,0.863959854338645,-0.506449328903183,0.0315374518735097,-0.0237773446276296,0.898436994248184,-0.712826789542215,0.278287593103503,0.656492510363981,-0.0201935387836199,-0.56607126790363,-0.0601518414103996,0.00085238754995939,0.557679225521291,-0.661699147761891,-0.386426733439119,0.925743730158454,0.726824092709211,-0.173679743157497,0.839002637485573,-0.543135438700787,-0.412991170906936,0.688808703130878,0.909558690782865,-0.0897913576057973,0.148396896194971,-0.103639433499565,-0.182213091507288,0.538845941622709,-0.572523763534853,0.872677524381575,-0.608989904208087,0.803424379721102,0.735802315789604,-0.492990133406361,0.639343056040737,0.856107307616233,-0.103840863993561,0.173638587796868,0.444182665624191,-0.597138408272204,0.283434164157217,0.922246568936929,0.15047385511774,0.787455661183994,-0.230411553598613,0.961310717039255,0.93570377386653
"sig_4",0.0779972159709823,-0.20814309372797,0.0342138038161432,0.124794825101086,-0.475996592424018,0.381652830452339,-0.493576778333528,0.0181731971172348,0.0180549233331036,0.0159223029948716,0.0444632770040618,-0.135909240109285,-0.0242631949993258,0.101315056674669,-0.41831301081217,-0.427907549936713,-0.433035105015022,-0.431646188288477,-0.431598894652748,-0.430544114547444,-0.687071538266536,0.635764691976358,-0.61678276972833,-0.687977275278506,1,-0.601791827398363,0.719315484911483,-0.498212613386483,-0.0432531462853102,0.848275357217785,-0.275012555178032,-0.588609133618482,0.560022798250398,-0.699292143155406,-0.647503896132089,0.903788174004927,0.0532358641969115,-0.262097034134383,0.766871067729978,0.861441859380907,-0.167838005942053,-0.558547598857837,0.717487816882752,-0.402489337343108,0.79517199585226,0.142615844642192,-0.594903566241041,0.768815817076003,0.217857049027678,0.415609788140893,-0.617043559256425,0.776442999971957,0.0670829283188451,-0.465035826157662,0.113243610987573,0.617293854183684,0.269091423689312,0.121734396528612,-0.393748520217177,0.692431718456681,0.5954487531517,-0.670358850917326,-0.519168617198972,0.506265202383554,-0.587056321546297,0.73035953552336,0.848933094386759,-0.391182651587029,-0.598325288495337,0.120259458869517,-0.0534608944778393,0.320116064329445,0.32338060344458,-0.351576051329494,0.655748220238255,-0.645985305759785,0.668559219584604,-0.437761331050162,-0.513864795255277,0.848738792623589,-0.371326040501734,-0.60300054668782,0.274271339449207,-0.0240885791592889,-0.290983490339209,0.805871387114302,0.0378787669541656,-0.656369202373833,0.0381485560673979,-0.581248016497254,0.493274884901528,-0.685489284479317,-0.587113166239548
"sig_5",-0.259325746061783,0.0482981376597768,-0.132846035839563,0.0465404024506837,0.667213667752927,-0.171498777231046,0.684432483980995,0.20901329229745,0.208975350948242,0.208412351071825,-0.218355121641014,0.331486855121856,0.203940333489751,0.178270077617785,0.631873140179873,0.62922835134714,0.657879205149425,0.647749481681763,0.647665230227282,0.646538756141215,0.886822700381024,-0.40971865152466,0.780452242031302,0.908656786003236,-0.601791827398363,0.999999999999997,-0.596028785667208,0.670778010303376,0.339814063892058,-0.672410352223968,0.642876710336869,0.780850091764748,-0.29404548372431,0.862343827804859,0.905004895839956,-0.53456183183785,0.419780879480073,0.55249591796306,-0.422142223323721,-0.601315879655175,0.689883678630373,0.853901948120124,-0.602359564671767,0.58885931527417,-0.540842052210812,0.185994152310147,0.916189038063721,-0.428296657110683,0.254854640733174,0.0384177072412104,0.90111031435815,-0.643834974917378,0.321329753323352,0.664557584339987,0.102041385327088,-0.513442212365756,0.0684768097412169,0.136588704644897,0.675800614751116,-0.578492260323841,-0.341752188490868,0.893068967163937,0.712157731139182,-0.0895410573250843,0.766646425044681,-0.468619693262101,-0.383852006382116,0.898272312884941,0.913764660539954,0.0073655462762706,0.249995156710883,0.0292564123681118,-0.113002674235039,0.645464410793256,-0.526184428886039,0.779177240047101,-0.528545386205322,0.769009520437281,0.743415041385926,-0.437678564192852,0.758626661451763,0.788418849925957,-0.0153070573626955,0.295389714841935,0.538704547431618,-0.545380990548985,0.327717355148567,0.849983701300289,0.271629619421919,0.72161173960178,-0.189108649140784,0.890017056583639,0.877285076862707
