"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"AUS_1980",0.39451617336287,0.259020284829719,-0.668121928850616,0.671065826664335,1.103162275703,-0.11168959385186,0.128076813271366,0.0369724589784605,-0.649277039875447,0.0183401181539262,0.240913320355704,0.188266100532806,0.0447990446952763,0.0178800725595445,0.0752397985777733,-0.0616076815983542,-0.00023478479143213,-0.0226474542181778,-0.00869991519656355,-0.000147799806777871
"AUS_1981",0.386292859317845,0.231257027698079,-0.60247650765405,0.548895406962288,1.03819663900205,-0.0421217431317741,0.166172972961209,-0.0603737400296294,-0.75523744851126,0.171285965051926,0.230562542188848,0.193987624229724,0.0499968981937505,-0.145837924065406,0.144469927656489,-0.0303282992065168,-0.0206580265046954,-0.0282270865392551,-0.0119232276636384,-0.000303727163994016
"AUS_1982",0.389548836875869,0.233425824441132,-0.628260642242168,0.632885491806858,0.952832030497653,-0.411612669561462,0.238477406006547,0.0153352822458396,-0.436390391427685,-0.123230525201143,0.512406733366971,0.262895877082001,-0.0423336233776258,0.0346389695403082,0.0259988972648475,-0.191126094973851,0.0992489719161767,0.00158074107387751,0.00638416660458742,-0.000249464378485553
"AUS_1983",0.370886392097944,0.214268269503871,-0.563338011113479,0.630534538905442,1.07958608156412,-0.209666134062474,0.15005186733129,-0.0308950628300817,-0.48920112828632,0.0781143925337467,0.377058581734607,0.192340952774924,-0.0266703992009201,0.0681736894538145,0.0830497942998245,-0.124173747843736,0.0319632044409111,-0.0137972743379642,-0.00317761140662091,-8.35856172947125e-05
"AUS_1984",0.356821585028558,0.165506257454382,-0.5123937801116,0.544419323602024,1.1731766628805,-0.0498268531602215,0.167603599913583,-0.00358348781035241,-0.584192061621068,0.153852488102915,0.359927159282014,0.223847668449799,0.0234833768091487,-0.0368505637519644,0.0460845279940449,-0.136029789548888,-0.0273785493782137,-0.028345255595652,-0.00730017356555851,-0.000537765437982396
"AUS_1985",0.342729695613519,0.121157328827074,-0.415129130160156,0.527124804349068,1.26948041066556,-0.0435338558883381,0.189256954349297,-0.003411654057356,-0.633468920221588,0.116690379049022,0.351741840206913,0.22610989805172,-0.00434168131660434,-0.0524595390562487,0.0326962296071898,-0.170724659202993,-0.0391745684836979,-0.0301485921588931,-0.00538807934052599,-0.000669595645191479
"AUS_1986",0.336333288242608,0.101974829558278,-0.38037716664882,0.604066738127669,1.403876972736,-0.114565253735091,0.0745799130692126,0.174821248856597,-0.491196100697387,-0.0636513872894872,0.509816504551404,0.288206253500997,-0.123881832510895,-0.0670144394154646,-0.060375666038089,-0.281171859765482,-0.070289981508648,-0.0305231252902516,0.0102818986429708,-0.00169785864572958
"AUS_1987",0.320668940476169,0.0746316022601667,-0.27737815032254,0.560626385885949,1.44633206109231,-0.00645867652710916,0.046823825644687,0.0971423360615663,-0.624482925285905,0.0248958268759519,0.3770492531335,0.216358824153553,-0.0712036315949278,-0.0815477815162645,0.0231456739749971,-0.223160127413807,-0.113417282785173,-0.0404087269145608,-0.00205113702990781,-0.00137650561318878
"AUS_1988",0.31436946338499,0.0320150732797699,-0.229809472809139,0.342430338869595,1.28180616836784,0.128974136588035,0.245508763289924,-0.13226738832487,-0.94568738813033,0.184515116309715,0.178519822064571,0.140674049610029,0.157103242669806,-0.25842943339466,0.159741543444142,-0.0765729001442041,-0.112784999078338,-0.047839179444404,-0.0532630226238038,-0.000230639348486245
"AUS_1989",0.305620913186208,-0.0118729082738937,-0.198390636439955,0.232584819232767,1.29243948673146,0.102555641061393,0.304295662221842,-0.11133784972659,-0.956904863427383,0.132464437246224,0.33548628068981,0.230071311162293,0.143400130552096,-0.463382214079805,0.0854092759362752,-0.169582215887572,-0.142390436062555,-0.0519286314130287,-0.0474293908298746,-0.00110318243726915
"AUS_1990",0.296220430566346,-0.0142649942209639,-0.144901802130295,0.377680598385627,1.33237835048307,-0.217129167631058,0.252249741489799,0.140072081856509,-0.523263573335916,-0.195347229988781,0.527846974291373,0.319069882182807,-0.236060101427879,-0.306747533599776,-0.149132173413791,-0.467923482919938,0.00329874087023541,-0.0265183065069223,0.086499874505622,-0.00257478133518871
"AUS_1991",0.279826494557574,-0.0147573211979681,-0.0744054984418072,0.452581807694583,1.33613044511713,-0.332274231492426,0.235192276465408,0.161777893057294,-0.296221757276763,-0.228494548602095,0.507730970354739,0.277511718777145,-0.373712333339529,-0.0734267761729653,-0.196978753926411,-0.562180262456593,0.098016934765851,-0.0130466529425233,0.151526258044028,-0.00226397031212747
"AUS_1992",0.264685772728626,-0.0322631608723898,-0.054740567029037,0.430652649055648,1.44939402092973,-0.162607072807508,0.201848602767448,0.116007321375315,-0.391883456352206,-0.0768343624467544,0.462435967693797,0.249982120455725,-0.293409242056228,-0.015873187429027,-0.16560591475849,-0.52495191591673,0.00138366859872407,-0.0306055901922635,0.118358525819297,-0.00198466926702612
