"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"sig_0",-0.55074805142278,-0.458043797620575,0.0119160907932264,0.287251732447392,0.307807359372889,0.708753193792929,-0.895300047051614,0.560557465913889,-0.711380002528658,1.32042951584505,-1.16157273517138,-1.23123987294741,-0.24664447242012,-1.54810641532514,-0.556360326669883,0.837450420115063,-1.63362385042572,-2.38452224113493,1.37955729872145,-2.79272639431059
"sig_1",0.14212615531724,-0.292337904155882,0.26168828717131,0.308590083893614,1.58790613810288,-0.846454172123612,0.793063021598926,-0.825263044101959,-0.655299746213592,0.061465296314632,0.813585730657839,1.36748562380637,0.526097721722137,0.0776307266663343,1.0650768245949,-0.49735377709419,0.0249692846692347,1.32628604655852,0.716940856250794,1.3781992532292
"sig_2",-0.469403733593317,-0.951511379970943,-0.421604540477976,-0.523711323982896,-0.645756039727332,-0.798957272520939,-0.0672911723575758,3.09653259099594,-1.76460240892538,1.13869359746701,1.72823321648415,1.62861433463756,-0.0129624696152591,-0.303780144963832,0.419759509699228,0.268472737405282,0.984013774434045,0.537365804867576,0.448136182789315,1.08877471902458
"sig_3",0.126733389743194,0.321269225653543,0.467526339738433,0.239396898304165,-0.300345781230745,1.06889597122606,0.151784883610969,-1.94682835239525,0.114186295747942,-1.85404420662046,-0.200576641822372,-0.512742822220593,-0.383478882170707,0.913869303433815,-1.29135486445419,0.551438003758057,-0.300740131816506,0.720784737636869,-0.443180172222401,-2.15145214823822
"sig_4",0.0875302272106025,0.742309819431612,-0.944879281784738,0.986342209425087,0.840380359844818,-0.406313554728126,-5.00289747175026,1.52123646390681,0.484188725795159,-1.13647935507923,2.47956973005395,0.495288371405394,0.855270407540613,-0.279380947648696,-0.167862242044403,2.59994894689297,-2.42512902646428,-2.54410118091672,2.04067299651188,-1.32974356635785
"sig_5",0.298730583751675,-1.0536034640839,-0.915898687330409,0.631255480202817,-0.493857496228831,-0.0853582355781906,0.304831663948579,-1.35209992560578,-0.223968505751053,1.84712840651174,1.06289626062745,-0.529810718457583,0.45245659838849,0.830589164690347,0.421086694860874,1.94974467029182,3.7778622367638,-1.70514885444783,-0.696598075662538,2.31413951492005
"sig_6",0.0624672966555463,0.271074481090168,-0.357883479587298,0.385502335381547,-0.218661117288745,0.791617604017789,0.112074019156898,0.36848921837298,-0.358812522077655,-0.50522795882794,-0.130948068909351,0.0789267847904981,0.980761075211276,1.25951259161767,-1.14033627276661,-0.0474101760739414,1.15802095651496,0.504354973713308,1.50306887109473,-1.44115518683714
"sig_7",-0.402917069820962,-1.16225209072928,-0.558876997070978,-1.65662517687672,0.45220168394563,-1.61083798826074,0.552636345630541,3.54148587909618,-0.477685056747112,1.40608005914145,0.384772710266276,2.6648274427857,0.218953050300286,-0.0447629595478583,1.64309525140127,-0.952034316339396,0.998213777346701,1.81776790207434,0.189063389550098,5.20446328936215
"sig_8",-0.0137521217527556,0.355549847730411,-0.110277706293205,0.359108459396459,0.153428733141861,0.0507767370249772,-0.200321963914523,1.87326007575692,1.86733057058474,0.71155405453736,-2.24650272709394,0.530376293755486,-0.727784912538229,1.25289527905734,0.501067989396823,-0.475080069755836,2.20688131916539,0.472244526346277,1.98987697105242,-0.378795611079503
"sig_9",0.119537187485414,0.0316373917326764,-0.131239723221548,0.900386938927266,1.04980521709809,1.1361368032369,0.604848237633113,0.055834224499224,-1.14715713396257,1.58310789298461,-2.17647035294898,-0.373247398200548,1.79513051989371,1.08444709882908,-1.00846176494995,1.69259519669051,0.159103433609685,-0.729505599417999,1.13339399209542,-0.217927110888733
"sig_10",0.0313277826152909,-0.26276721215641,0.218155978798007,-0.659172981383827,0.862022100333298,-0.0217198787186741,0.146065316200172,0.268823632344006,1.09111412367382,-0.544189856306058,-1.02029912093896,0.81740565471615,0.136669182625683,-1.48702372000761,-2.15115445624117,-2.2397677060284,-1.69827688383509,-0.45339338413447,-1.47612255056391,3.32064633311584
"sig_11",-0.0636921640542865,-0.21463135688329,0.418900725378209,0.934600424226739,-1.23094711761594,0.474382218245967,0.23400341613091,0.300553091525166,-0.796816609219338,-0.510464284638227,3.67318102947386,1.3031595286503,0.584437754124514,-3.5449253514542,-2.67720965349508,0.444978369716928,1.19932867739045,0.0356126687155762,-2.21012732640577,-5.0215003487866
"sig_12",-0.175617595036425,-0.301916252623613,0.613824833984422,-0.352053697019113,-0.365962914345919,-0.502271237047347,0.377032742427484,-1.00398588938197,-0.395462731549403,0.386979163377771,-0.272437213427981,-0.252077198259924,-2.86560614892047,-1.88786627599641,0.0646816231649299,-1.17507764817106,0.970871545274063,-0.163652292278358,-3.16854937860905,-0.0763760064296871
