"","V1","V2","V3","V4","V5","V6"
"sig_1",-2.23175578574195,3.23261163029743,-0.744998838522744,3.63626210406619,-4.22785828005465,4.57959477488725
"sig_2",-1.19701116212473,-1.53545574015761,-0.743273942889122,-2.27678882438012,1.86636462949449,1.49282357726533
"sig_3",-2.11989963818633,-0.668365684893714,0.247263063615922,-3.10039824544709,-4.12449522383325,-7.61902437768415
"sig_4",2.4921593249925,-1.59888991317804,-3.8177898871311,-7.49219985763123,-1.29895346785494,4.85624696491122
"sig_5",0.922956598102952,-1.62274565748652,-0.293826525022387,-1.77185556825962,3.54207422946379,1.48399379922671
"sig_6",3.25661564653115,1.37723584853207,-0.181927733520833,1.62683241493518,3.66419493901073,-5.2181891648197
"sig_7",0.635322229870853,-1.90801611017467,0.745329509649591,1.61837216413015,-0.683135354982091,-4.85221175950455
"sig_8",2.58004016260504,3.16767541606509,0.977817614126673,2.44593978551275,1.93052285406194,-2.02151039726897
"sig_9",2.63479126563266,-1.29031842630773,-0.781589984254496,-2.14092912801527,-1.1552959765218,5.36204802082065
"sig_10",1.85095430585434,1.76306603403818,1.00587649821876,-0.294636812367657,-1.94341366628554,13.1394457873985
"sig_11",-2.35217568930067,-1.33005606328552,1.91701778211001,2.66228853025606,4.90554923834384,-11.8209260824158
"sig_12",0.979601193268079,4.28565988285459,2.57721014384245,1.77437436830089,0.645934488940396,-1.46466968512112
"sig_13",-2.14173549146159,-0.0942649536349977,0.0411637234967069,2.00424511650062,1.83730103376355,0.883083147378558
"sig_14",-1.6880762579339,2.23465684848894,1.69527518040523,2.3715707799495,-4.9097352329307,-3.60055548758354
"sig_15",-0.0596723050821019,-0.223041677155023,0.803619310557397,0.57172764048019,-1.26103959470525,-0.566437989919362
"sig_16",0.796020610150278,-2.56144330893529,-2.09438253640151,2.30573742294877,1.02302869783267,-3.3590309251943
"sig_17",-0.667748520393869,-0.902874308340259,-1.80320050192912,1.89153623803914,2.85330144803552,0.925325924222363
"sig_18",1.08235913048046,-2.22762761918483,0.469318336603886,-0.543065106467183,-2.30549949663641,2.48349023624555
"sig_19",-2.63269314754207,0.243128971938739,-2.15120443649513,-0.956019698403633,1.42136250947033,-1.63108312443606
"sig_20",-1.3636717597925,0.199138540994568,-0.213392545167097,1.37043660307065,-0.501081597814825,-0.0475021025336847
"sig_21",1.72329953093838,-0.365583191153876,1.77294840009943,-0.296396006646388,0.977350856115746,-0.338112977310809
"sig_22",1.41017375431375,0.507901034129359,2.41137559898006,0.908323242488921,-0.200356073777019,0.69451969300862
"sig_23",0.415959231414008,-0.970924851458044,-0.13459659295843,-2.79297781443054,0.570719128328912,1.39976149921294
"sig_24",-1.43221172492618,0.503824757972122,0.235224860804724,1.28680384428774,1.39024740178745,3.61336675618096
"sig_25",-0.594561234906452,1.47062807016414,1.0428186332741,-0.392321268855568,-1.13045162501967,0.272823214889794
"sig_26",-2.25338800785991,-2.79856030503497,-0.824107116665,-2.12865775474336,1.10684487386182,0.123109968462434
"sig_27",-0.184650143153387,0.430608424790694,-1.29098316569087,-0.223205458566546,-1.77623639889978,-1.07811649824119
"sig_28",1.1385169820521,1.83263948586332,0.191128293784341,-1.25511009609895,0.70798628796592,1.61516294975856
"sig_29",-1.04064076805687,-1.34999162178608,-0.983296314547331,0.0324322100303819,-2.97067425840272,0.711850661616367
