"","EC1","EC2","EC3","EC4","EC5","EC6"
"ec:1.1.1.100",1.92008260823011,-0.726167252077659,-0.429628254240844,-0.421387209597342,-0.271569373127872,-0.264386976861404
"ec:1.1.1.103",1.92008260823011,-0.726167252077659,-0.429628254240844,-0.421387209597342,-0.271569373127872,-0.264386976861404
"ec:1.1.1.125",1.92008260823011,-0.726167252077659,-0.429628254240844,-0.421387209597342,-0.271569373127872,-0.264386976861404
"ec:1.1.1.130",1.92008260823011,-0.726167252077659,-0.429628254240844,-0.421387209597342,-0.271569373127872,-0.264386976861404
"ec:1.1.1.133",1.92008260823011,-0.726167252077659,-0.429628254240844,-0.421387209597342,-0.271569373127872,-0.264386976861404
"ec:1.1.1.140",1.92008260823011,-0.726167252077659,-0.429628254240844,-0.421387209597342,-0.271569373127872,-0.264386976861404
"ec:1.1.1.154",1.92008260823011,-0.726167252077659,-0.429628254240844,-0.421387209597342,-0.271569373127872,-0.264386976861404
"ec:1.1.1.157",1.92008260823011,-0.726167252077659,-0.429628254240844,-0.421387209597342,-0.271569373127872,-0.264386976861404
"ec:1.1.1.158",1.92008260823011,-0.726167252077659,-0.429628254240844,-0.421387209597342,-0.271569373127872,-0.264386976861404
"ec:1.1.1.169",1.92008260823011,-0.726167252077659,-0.429628254240844,-0.421387209597342,-0.271569373127872,-0.264386976861404
"ec:1.1.1.17",1.92008260823011,-0.726167252077659,-0.429628254240844,-0.421387209597342,-0.271569373127872,-0.264386976861404
"ec:1.1.1.193",1.92008260823011,-0.726167252077659,-0.429628254240844,-0.421387209597342,-0.271569373127872,-0.264386976861404
"ec:1.1.1.205",1.92008260823011,-0.726167252077659,-0.429628254240844,-0.421387209597342,-0.271569373127872,-0.264386976861404
"ec:1.1.1.215",1.92008260823011,-0.726167252077659,-0.429628254240844,-0.421387209597342,-0.271569373127872,-0.264386976861404
"ec:1.1.1.22",1.92008260823011,-0.726167252077659,-0.429628254240844,-0.421387209597342,-0.271569373127872,-0.264386976861404
"ec:1.1.1.23",1.92008260823011,-0.726167252077659,-0.429628254240844,-0.421387209597342,-0.271569373127872,-0.264386976861404
"ec:1.1.1.25",1.92008260823011,-0.726167252077659,-0.429628254240844,-0.421387209597342,-0.271569373127872,-0.264386976861404
"ec:1.1.1.251",1.92008260823011,-0.726167252077659,-0.429628254240844,-0.421387209597342,-0.271569373127872,-0.264386976861404
"ec:1.1.1.262",1.92008260823011,-0.726167252077659,-0.429628254240844,-0.421387209597342,-0.271569373127872,-0.264386976861404
"ec:1.1.1.267",1.92008260823011,-0.726167252077659,-0.429628254240844,-0.421387209597342,-0.271569373127872,-0.264386976861404
"ec:1.1.1.271",1.92008260823011,-0.726167252077659,-0.429628254240844,-0.421387209597342,-0.271569373127872,-0.264386976861404
"ec:1.1.1.28",1.92008260823011,-0.726167252077659,-0.429628254240844,-0.421387209597342,-0.271569373127872,-0.264386976861404
"ec:1.1.1.282",1.92008260823011,-0.726167252077659,-0.429628254240844,-0.421387209597342,-0.271569373127872,-0.264386976861404
"ec:1.1.1.284",1.92008260823011,-0.726167252077659,-0.429628254240844,-0.421387209597342,-0.271569373127872,-0.264386976861404
"ec:1.1.1.290",1.92008260823011,-0.726167252077659,-0.429628254240844,-0.421387209597342,-0.271569373127872,-0.264386976861404
"ec:1.1.1.3",1.92008260823011,-0.726167252077659,-0.429628254240844,-0.421387209597342,-0.271569373127872,-0.264386976861404
"ec:1.1.1.305",1.92008260823011,-0.726167252077659,-0.429628254240844,-0.421387209597342,-0.271569373127872,-0.264386976861404
"ec:1.1.1.336",1.92008260823011,-0.726167252077659,-0.429628254240844,-0.421387209597342,-0.271569373127872,-0.264386976861404
"ec:1.1.1.35",1.92008260823011,-0.726167252077659,-0.429628254240844,-0.421387209597342,-0.271569373127872,-0.264386976861404
"ec:1.1.1.37",1.92008260823011,-0.726167252077659,-0.429628254240844,-0.421387209597342,-0.271569373127872,-0.264386976861404
"ec:1.1.1.38",1.92008260823011,-0.726167252077659,-0.429628254240844,-0.421387209597342,-0.271569373127872,-0.264386976861404
"ec:1.1.1.40",1.92008260823011,-0.726167252077659,-0.429628254240844,-0.421387209597342,-0.271569373127872,-0.264386976861404
"ec:1.1.1.42",1.92008260823011,-0.726167252077659,-0.429628254240844,-0.421387209597342,-0.271569373127872,-0.264386976861404
"ec:1.1.1.44",1.92008260823011,-0.726167252077659,-0.429628254240844,-0.421387209597342,-0.271569373127872,-0.264386976861404
"ec:1.1.1.49",1.92008260823011,-0.726167252077659,-0.429628254240844,-0.421387209597342,-0.271569373127872,-0.264386976861404
"ec:1.1.1.57",1.92008260823011,-0.726167252077659,-0.429628254240844,-0.421387209597342,-0.271569373127872,-0.264386976861404
"ec:1.1.1.58",1.92008260823011,-0.726167252077659,-0.429628254240844,-0.421387209597342,-0.271569373127872,-0.264386976861404
"ec:1.1.1.6",1.92008260823011,-0.726167252077659,-0.429628254240844,-0.421387209597342,-0.271569373127872,-0.264386976861404
"ec:1.1.1.60",1.92008260823011,-0.726167252077659,-0.429628254240844,-0.421387209597342,-0.271569373127872,-0.264386976861404
"ec:1.1.1.77",1.92008260823011,-0.726167252077659,-0.429628254240844,-0.421387209597342,-0.271569373127872,-0.264386976861404
