"","V1"
"SAU_1962",-0.958282424430968
"SAU_1963",-0.958282424430968
"SAU_1964",-0.958282424430968
"SAU_1965",-0.958282424430968
"SAU_1966",-0.958282424430968
"SAU_1967",-0.958282424430968
"SAU_1968",-0.958282424430968
"SAU_1969",-0.958282424430968
"SAU_1970",-0.958282424430968
"SAU_1971",-0.936937418438871
"SAU_1972",-0.926538569365361
"SAU_1973",-0.910885564972032
"SAU_1974",-0.534775613233495
"SAU_1975",-0.563892390638536
"SAU_1976",-0.50609668210609
"SAU_1977",-0.459137668923478
"SAU_1978",-0.453883513602346
"SAU_1979",0.303371622055728
"SAU_1980",0.594429934528195
"SAU_1981",0.531051685967046
"SAU_1982",0.403857342572367
"SAU_1983",0.263527610874859
"SAU_1984",0.258054532410969
"SAU_1985",0.198726361909421
"SAU_1986",-0.413382733002396
"SAU_1987",-0.228392681070016
"SAU_1988",-0.398167574884077
"SAU_1989",-0.257290535336239
"SAU_1990",-0.0308145486825101
"SAU_1991",-0.206062520955207
"SAU_1992",-0.209017983323344
"SAU_1993",-0.306000933626771
"SAU_1994",-0.336978557707171
"SAU_1995",-0.269769154223926
"SAU_1996",-0.10656195456128
"SAU_1997",-0.163810355248651
"SAU_1998",-0.448082050434826
"SAU_1999",-0.212630215106621
"SAU_2000",0.256740993580686
"SAU_2001",0.0819308675843119
"SAU_2002",0.104370489267873
"SAU_2003",0.288265925507475
"SAU_2004",0.700717118216296
"SAU_2005",1.42710409136272
"SAU_2006",1.93489631083186
"SAU_2007",2.25419570816855
"SAU_2008",3.45871081553794
"SAU_2009",1.81941435534492
"SAU_2010",2.62428527360075
