"","x"
"1",0.181096216366926
"2",0.147011883020984
"3",0.103110620381116
"4",0.0900952717222008
"5",0.0812629505934121
"6",0.0652879471668345
"7",0.0605612586889579
"8",0.0537940512476374
"9",0.0409484951391755
"10",0.0383118104065621
"11",0.0341264400910381
"12",0.026852502315397
"13",0.0242588666543906
"14",6.39349094699897e-13
