"","sig_1","sig_2","sig_3","sig_4","sig_5","sig_6","sig_7","sig_8","sig_9","sig_10","sig_11","sig_12","sig_13","sig_14","sig_15","sig_16","sig_17","sig_18","sig_19","sig_20","sig_21","sig_22","sig_23","sig_24","sig_25","sig_26","sig_27","sig_28","sig_29","death","protein.metabolism","cell.cycle.and.proliferation","other.metabolic.processes","signal.transduction","stress.response","developmental.processes","cell.adhesion","DNA.metabolism","cell.cell.signaling","other.biological.processes","cell.organization.and.biogenesis","RNA.metabolism","transport"
"sig_1",1.00000000000013,0.0313545955296129,0.322685659612782,0.276511437253082,0.113451421072501,0.176170913113176,0.0853441411733862,-0.0154174297616532,0.0668588023831579,0.025049290431479,-0.0175916447217843,0.0212708321715983,0.0226151234166791,-0.000457222244339248,0.0173649062348439,0.0188876518492371,0.0130469975045097,-0.00473171597649907,0.0152071742240734,0.00682035197953315,0.0113348853292209,0.00151813686635293,0.000289464008634431,0.00603099191582485,0.0243737225692243,-0.00531760921696885,0.00182665683223459,-0.0125560552042925,-0.0194830593462366,0.0134162874638627,0.031570316601954,0.0146699126021252,-0.0348824597538959,0.0111149138035002,0.0292232998455659,-0.0253738004748738,0.00201512389738692,0.0212707007747546,-0.0209708585184508,-0.00536681024747953,0.01577331454665,0.0120422153605604,-0.0481235849512109
"sig_2",0.0313545955296129,1.00000000000013,-0.00832332252428354,-0.0107469718843882,0.00843966316546147,0.241888097839972,0.254807473754247,0.296402062334624,-0.025356587931532,-0.032857292469969,-0.0278558073334962,0.0176107646764832,0.0276026966252522,0.00981277857178648,-0.00191810862812313,-0.0231257351692798,0.0469773029534503,0.0192299879096185,0.0525437624315955,-0.00943538600303713,0.0067213654048875,0.0382580972319287,0.0968738154026055,0.0465174501494131,0.0325367200034867,0.0773998505279981,0.0455372508779308,0.0763036411231421,0.132570087647846,-0.00879101329563445,0.00869664504437028,0.022456940585703,-0.0263194020871657,0.00818150453344181,-0.0106622744932924,-0.0174558335298906,0.000642494744234865,0.00917238044835609,-0.0095658132436761,-0.0079028663591587,0.0166348166635472,0.039955565858558,-0.0194764333927784
"sig_3",0.322685659612782,-0.00832332252428354,1.00000000000003,0.300063571145324,0.192416057492281,0.229401415781742,0.0827519746981005,-0.0142273382106216,0.59913443621007,0.477186883885597,0.0723643194313898,0.337326482588049,0.415070592899738,0.172153501440336,0.265839398693932,0.323614030081178,0.155873898036975,0.110013410366838,0.278084581567423,0.0951837373011179,0.23882535107756,0.0365348419324561,0.0515812414624031,0.137698711064305,0.0912831704729146,0.0219803006763152,0.0353233824051266,-0.00639349040372327,-0.0164712705778617,0.0455295121476267,0.00217911475797553,0.0140297260897855,-0.048319199836446,0.0105992602658724,0.024234132977239,-0.0196901480435506,-0.00810131363286382,0.00332155646162259,-0.00135516042344398,-0.00270850087574135,0.0133264686567545,0.0312848618434613,-0.050324964334223
"sig_4",0.276511437253082,-0.0107469718843882,0.300063571145324,1.00000000000012,0.14876265653786,0.235262029774836,0.101694754803754,-0.000227482025903298,0.261601507240593,0.443274430400734,0.433340489639968,0.257250543875111,0.210484999543503,0.428998670494632,0.081573505146143,0.286554111463239,0.282084384751251,0.124532856853527,0.152286185521296,0.160788186349247,0.138254179674999,0.131168406313937,0.0935231592840967,0.101133802522385,0.070950652573799,0.055565938728458,0.0407167992616784,0.0214097334392684,-0.00758468341496986,0.0549315629275157,0.000793241900247991,0.0237327413424009,-0.0371338314107315,-0.00125457634200656,0.0091399315475544,-0.0140784758632539,-0.00790775930303797,0.0033447267941635,-0.00656811011862907,-0.0107375711755947,0.00678876242669296,0.0281094602293684,-0.0334394493584468
"sig_5",0.113451421072501,0.00843966316546147,0.192416057492281,0.14876265653786,1.00000000000014,0.143017760965173,0.114058907433178,0.00528136375365683,0.152431569007097,0.136190041264857,0.0373213140459499,0.136665602475744,0.126199589866371,0.091781180026032,0.115862200406105,0.501884536037451,0.109115970857172,0.0620628487490131,0.122910793089539,0.426822029143575,0.360608267095318,0.0328366639464148,0.0411252733943745,0.106700743206993,0.492881313656369,0.0415255305476514,0.172686832233037,0.0257685328739161,-0.00284417997843737,0.00517904608492392,0.0276468222864859,-0.00140613928581066,-0.0263115205758179,-0.00499288120415808,-0.00434224317384359,-0.0159960543476857,0.018964840680685,-0.00457321983269216,-0.00682780708060392,-0.00858805332211842,0.0118417655156967,0.00909854281457029,0.00798250743099255
"sig_6",0.176170913113176,0.241888097839972,0.229401415781742,0.235262029774836,0.143017760965173,1.00000000000011,0.317980891811093,0.13846870304185,0.175513494366508,0.190104189441494,0.0669958231853419,0.49314813920677,0.392114290255805,0.417446918954958,0.120571294507618,0.157068799078361,0.45960278426115,0.305261162051603,0.365163204068113,0.0668927450082884,0.288368545954139,0.141693909882769,0.388477670332104,0.336455700916423,0.224429636183473,0.235417809189198,0.144301860817255,0.116878856646297,0.0653712741799938,0.0333638754086231,0.00903866632828158,0.00829651646501075,-0.0430867081128263,0.0150088815796647,-0.00859621100138419,-0.0219125051448418,-0.00592436524610216,0.0176648775751272,-0.00454857975534481,0.00545066057767035,0.00297107032748421,0.0495781953293528,-0.0497632257346328
"sig_7",0.0853441411733862,0.254807473754247,0.0827519746981005,0.101694754803754,0.114058907433178,0.317980891811093,1.0000000000001,0.236317327818099,0.0416023146762318,0.0527557352728225,0.0121110293091062,0.151037916809891,0.142183436527791,0.137290409994159,0.0627765602158852,0.061960582903978,0.413146249993132,0.123876357179742,0.383675018862663,0.0500462495193065,0.119086691242695,0.422568677256074,0.205042997765533,0.408810906301791,0.223380819835481,0.458459635897592,0.393930050079254,0.440334311199752,0.171629274999107,-0.0056284366144322,-0.00121505271206365,0.0314899048379487,-0.0203141130355026,-0.0103706067378814,-0.0164377561656929,-0.0130890911321769,-0.00878304442084628,0.0572941735109337,-0.0103732053838659,-0.00973744524241688,0.00965238723574932,0.0540034345894548,-0.0277374365895797
"sig_8",-0.0154174297616532,0.296402062334624,-0.0142273382106216,-0.000227482025903298,0.00528136375365683,0.13846870304185,0.236317327818099,1.00000000000007,-0.0171055853730934,-0.0139447021226585,-0.0090939318615532,0.013342863612771,0.0378550497447893,0.0457434019111797,-0.00365301997481313,-0.00837633231653716,0.0940781977271221,0.0580068247322261,0.0711690244081135,0.0010767426902,0.00926986783734567,0.123277415089147,0.380098758228425,0.0912408223238057,0.0300930815148883,0.319057464534795,0.148811104573747,0.434821939551957,0.791745580992524,-0.0176708496784127,-0.0112820900769122,0.0212585655404125,-0.0176470179949685,-0.0133763516128411,-0.0110411889453238,-0.0195566336684243,-0.0090368452949817,0.0103740577199636,-0.00989476171883568,0.00162198454089387,-0.000214140389658914,0.094493587662851,-0.0273541739621065
"sig_9",0.0668588023831579,-0.025356587931532,0.59913443621007,0.261601507240593,0.152431569007097,0.175513494366508,0.0416023146762318,-0.0171055853730934,0.999999999999783,0.72871564247138,0.204797759174051,0.497335360137069,0.580038065856922,0.308440648648528,0.305774543709476,0.500274571161083,0.233028378590635,0.172006796251762,0.308124402817869,0.152450264531522,0.308703199220728,0.041060385766593,0.0564179079275567,0.149410856599863,0.122139912813189,0.0240695820579947,0.0350009405038119,-0.00571348752847361,-0.0164430958522696,0.0961518436760064,-0.0261951115975542,0.0360447216874033,-0.0584940699760024,0.00630703115932096,0.00839195421641463,-0.00919267323227005,-0.00529094490085268,-0.0120777896536969,-0.0116589447788376,0.0165810736050256,-0.000564036002055829,0.0148651304106025,-0.0427774096519329
"sig_10",0.025049290431479,-0.032857292469969,0.477186883885597,0.443274430400734,0.136190041264857,0.190104189441494,0.0527557352728225,-0.0139447021226585,0.72871564247138,1.00000000000015,0.449955867096059,0.58765764962327,0.563217043006261,0.51489861820965,0.254151717201488,0.556266837102436,0.339056415002649,0.206090835698232,0.355934791628507,0.217573165665726,0.317712534042013,0.082523597782559,0.0929975725938846,0.17551686035381,0.125801280396743,0.0400504573985258,0.0494648028351239,0.000671425081828383,-0.0136720779181936,0.117964515166907,-0.0250554977200939,0.0394172737224043,-0.0641566483349988,-0.00995087081967697,0.0147259239582653,-0.000720061778758773,-0.00653106766357121,-0.0096163806602158,-0.0133648369815843,0.0168120220705331,-0.0118121659214138,0.0193527264584646,-0.0480561945449904
