"","V1"
"AFG",-0.310566822197863
"AGO",-0.297242325588978
"ARE",-0.681721152822703
"ARG",0.310757157753347
"ATG",-0.310566822197863
"AUS",-1.85218717559698
"AUT",2.43376334875407
"AZE",-0.385500166213363
"BEL",2.67812015931949
"BEN",-0.310566822197863
"BGD",-0.334252799534582
"BGR",-0.392877737241869
"BHS",-0.310566822197863
"BLR",-0.231940505339222
"BRA",-0.370235876919075
"BRN",-0.310566822197863
"BWA",-0.310566822197863
"CAN",0.22095423280485
"CHE",0.875913790573692
"CHL",-0.998235424463551
"CHN",-0.978727774557588
"COD",-0.310566822197863
"COG",-0.310566822197863
"COL",-0.307213368971025
"CRI",-0.385500166213363
"CYP",-0.310566822197863
"CZE",2.32073073796071
"DEU",2.66404482739657
"DNK",1.90159609512105
"DOM",-0.310566822197863
"DZA",0.182677288140396
"ECU",-0.195618709227639
"EGY",-0.323169273741721
"ESP",3.00243509229063
"EST",-0.385500166213363
"FIN",2.66547894383432
"FRA",2.68604269741311
"GAB",-0.310566822197863
"GBR",1.97020328028457
"GHA",-0.310566822197863
"GNQ",-0.310566822197863
"GRC",-0.0493510406677641
"GTM",-0.310566822197863
"HND",-0.310566822197863
"HRV",-0.297242325588978
"HUN",1.37786022684644
"IDN",-0.708146760497144
"IND",-1.2854879078535
"IRL",1.30665747756721
"IRN",-1.89023359210385
"IRQ",-0.317482354351622
"ISR",0.799205096608726
"ITA",2.89074927583261
"JOR",-0.310566822197863
"JPN",-0.899556529655313
"KAZ",-0.544698984753872
"KGZ",-0.310566822197863
"KHM",-0.310566822197863
"KOR",-0.895730801102011
"KWT",-0.256411778959103
"LAO",-0.310566822197863
"LBR",-0.310566822197863
"LBY",-0.465980198165667
"LCA",-0.310566822197863
"LKA",-0.310566822197863
"LTU",-0.231940505339222
"LUX",-0.452774706920998
"LVA",-0.334252799534582
"MAR",-0.538625940653962
"MEX",0.293872285855598
"MLT",-0.310566822197863
"MMR",-0.310566822197863
"MNG",-0.310566822197863
"MOZ",-0.310566822197863
"MYS",-0.373462275787289
"NGA",0.439972846114346
"NIC",-0.310566822197863
"NLD",2.74124810888209
"NOR",1.43513669784136
"NPL",-0.310566822197863
"NZL",-0.385500166213363
"OMN",-0.385500166213363
"PAK",-0.0995415587626073
"PAN",-0.208788107711558
"PER",-0.307213368971025
"PHL",-0.171267093119795
"PNG",-0.310566822197863
"POL",1.97764184679927
"PRK",-0.310566822197863
"PRT",-0.169559360109487
"PRY",-0.310566822197863
"QAT",-0.171267093119795
"ROM",1.56841674257269
"RUS",0.538491460830875
"SAU",-1.20782249512573
"SDN",-0.310566822197863
"SGP",-1.41157466574741
"SLV",-0.310566822197863
"SRB",-0.334252799534582
"SVK",0.769482800811146
"SVN",-0.297242325588978
"SWE",0.889091502110911
"SYR",-0.385500166213363
"TCD",-0.310566822197863
"THA",-1.43362133624429
"TTO",-0.310566822197863
"TUN",-0.334252799534582
"TUR",-0.602720678697785
"UKR",-0.0914140480505693
"URY",-0.334252799534582
"USA",-1.0772200479505
"UZB",-0.310566822197863
"VEN",-0.392877737241869
"VNM",-0.970419996253666
"YEM",-0.310566822197863
"ZAF",-0.395328020085321
"ZMB",-0.310566822197863
"ZWE",-0.310566822197863
