"","sig_1","sig_2","sig_3","sig_4","sig_5","sig_6","sig_7","sig_8","sig_9","sig_10","sig_11","sig_12","sig_13","sig_14","sig_15","sig_16","sig_17","sig_18","sig_19","sig_20","sig_21","sig_22","sig_23","sig_24","sig_25","sig_26","sig_27","sig_28","sig_29","Integration_score"
"sig_11",0.927388030719991,0.761005272848619,0.988284161773658,0.985774288956299,0.907425750711485,0.957322893198506,0.881460128881481,0.76255885458834,0.989051786448254,0.988494418926443,1,0.988495321092127,0.989902842043683,0.994622815687984,0.951748619963353,0.980381855435927,0.98884456423581,0.953655639145343,0.989330553623366,0.934514967011833,0.961201087101704,0.938195535195438,0.978806952239303,0.955138706740569,0.92565486676801,0.914959077903264,0.884029761043578,0.854732668843766,0.764131033041399,0.183299329835195
"sig_12",0.901176076959996,0.732827391023725,0.98488414806126,0.964512303679394,0.886670678036935,0.934696073315993,0.848882368306321,0.73300462104283,0.992221635214089,0.999525651766749,0.988495321092127,1,0.989672729507805,0.978242453381392,0.941880787797307,0.970071605763624,0.971456658211831,0.929802606377701,0.99402509936921,0.915481941757279,0.949413419577586,0.902413289403051,0.963943570407192,0.932999787239736,0.908675745358743,0.882841573310919,0.858470492629836,0.820537115385322,0.733838707141135,0.148861465107402
"sig_13",0.940964422772349,0.789334419049224,0.997770516334412,0.983986687222462,0.930347116563256,0.967674775946569,0.898990347993657,0.792049002406282,0.998483443445908,0.987931940658566,0.989902842043683,0.989672729507805,1,0.991252469268017,0.971222001026653,0.988417258370084,0.989107037063271,0.964121524787314,0.998546287460459,0.948559728125001,0.975733345732058,0.938486301511888,0.987713432285784,0.966339977255284,0.94684863936956,0.92793497268159,0.908130170734552,0.87580521610488,0.794613428594786,0.16763975453569
"sig_14",0.957544692910329,0.807871244217322,0.993982428465624,0.997332518245501,0.939556497513389,0.980826985891126,0.921991885078091,0.811437430221747,0.986009754753141,0.976405610815604,0.994622815687984,0.978242453381392,0.991252469268017,1,0.967841145765453,0.991767229397637,0.998681821200845,0.979474058210648,0.988906337838244,0.956606494095317,0.979670716953656,0.967005693433718,0.992614556635116,0.980132391037362,0.952447358950468,0.950621264732126,0.922266210946397,0.900011167663184,0.814151533351029,0.206306944610344
"sig_15",0.954774890860772,0.835308808367149,0.976963197175396,0.968282551285607,0.972089480748021,0.97247848760079,0.928505394350999,0.84178548400797,0.964607399936688,0.935939121785307,0.951748619963353,0.941880787797307,0.971222001026653,0.967841145765453,1,0.988030813086006,0.974231481233456,0.968654645009469,0.969383789213489,0.977087378830454,0.993250614886065,0.943419402229631,0.982375991193147,0.974461727612587,0.984169448040636,0.948919996818814,0.956540547793297,0.914490512267645,0.846846538174193,0.168139476991408
"sig_16",0.963678580464639,0.827467193095131,0.993594888886061,0.990813378495015,0.96456909027527,0.984334345500783,0.933502346355104,0.832374705586469,0.981900983380982,0.96626275505409,0.980381855435927,0.970071605763624,0.988417258370084,0.991767229397637,0.988030813086006,1,0.994439097152742,0.983785809448068,0.987848304566408,0.977047033139631,0.996114910947444,0.965433366679517,0.993862992790988,0.986907959637983,0.977800587455189,0.958622102482641,0.948710628841804,0.915231248851774,0.836009899104006,0.190257968164896
"sig_17",0.969949795917024,0.831454549146031,0.994460059646204,0.999164284031479,0.954191529322948,0.989077971085784,0.938815182458054,0.835352266454385,0.981995482013226,0.968352122307853,0.98884456423581,0.971456658211831,0.989107037063271,0.998681821200845,0.974231481233456,0.994439097152742,1,0.986489559739998,0.986718787770872,0.966431185638638,0.986502299278811,0.975376842969948,0.9967291129715,0.988268962698284,0.964241126583641,0.963611302817504,0.939033331005188,0.918972720024183,0.83812082833908,0.210208580507573
"sig_18",0.984720969758349,0.87272229675986,0.974521008509212,0.988273537715921,0.971542685371134,0.994955659052135,0.970949955057623,0.880480867388383,0.950600210045522,0.924705028164161,0.953655639145343,0.929802606377701,0.964121524787314,0.979474058210648,0.968654645009469,0.983785809448068,0.986489559739998,1,0.958400860175613,0.970099560360326,0.984959106108813,0.992491014756735,0.987548091167571,0.998171286903035,0.974078619609898,0.989669480454991,0.967158007453299,0.959274137328332,0.885620772587546,0.246614831141233
"sig_19",0.93635898781377,0.784697531815897,0.997260110206297,0.980873065885409,0.927416014533945,0.96342002920146,0.892761005663827,0.786556759879344,0.997489960819591,0.991846644604142,0.989330553623366,0.99402509936921,0.998546287460459,0.988906337838244,0.969383789213489,0.987848304566408,0.986718787770872,0.958400860175613,1,0.946776830815362,0.975176614698915,0.932333595193485,0.98489580597907,0.962183352103971,0.94480673525058,0.921401983777882,0.903689847622988,0.868774541219436,0.788423552846206,0.160509773821264
"sig_20",0.965783217520471,0.864928907186038,0.960533869296697,0.964279564410995,0.988615358615476,0.974448983604786,0.94937777697191,0.87094892014442,0.936103886585514,0.908920093769869,0.934514967011833,0.915481941757279,0.948559728125001,0.956606494095317,0.977087378830454,0.977047033139631,0.966431185638638,0.970099560360326,0.946776830815362,1,0.984349371515935,0.958072523577699,0.972837817474756,0.976733740571757,0.99441370927469,0.962508559452369,0.980115145095142,0.938276692080014,0.874728790491192,0.193906989388751
"sig_21",0.972483287784717,0.854346171642169,0.984828525366833,0.983124284325362,0.980514698597362,0.987226398137031,0.949366845572168,0.86012506263141,0.96659351882525,0.943628044912614,0.961201087101704,0.949413419577586,0.975733345732058,0.979670716953656,0.993250614886065,0.996114910947444,0.986502299278811,0.984959106108813,0.975176614698915,0.984349371515935,1,0.967450884206971,0.991070390280882,0.990125137898422,0.990022583268063,0.968805867881806,0.967712265403819,0.934892986000078,0.864194057957273,0.190762668949242
"sig_22",0.986576616616977,0.885499258923123,0.954231010492331,0.981635020102784,0.96322469379257,0.98973849353042,0.979490487406952,0.89254954053759,0.922930937573189,0.897561744656904,0.938195535195438,0.902413289403051,0.938486301511888,0.967005693433718,0.943419402229631,0.965433366679517,0.975376842969948,0.992491014756735,0.932333595193485,0.958072523577699,0.967450884206971,1,0.972737226425986,0.991720973276896,0.959386552425334,0.993475130728102,0.962976757766304,0.969051975570608,0.89648679625236,0.26819674644438
"sig_23",0.978271631244547,0.855133559692387,0.994238012306305,0.995101476394605,0.96728196200682,0.993444138776739,0.949604793123665,0.859031564349814,0.979383004386792,0.959184015728874,0.978806952239303,0.963943570407192,0.987713432285784,0.992614556635116,0.982375991193147,0.993862992790988,0.9967291129715,0.987548091167571,0.98489580597907,0.972837817474756,0.991070390280882,0.972737226425986,1,0.990840785564223,0.974881553178781,0.969579624771552,0.952560372289233,0.932039957727203,0.861921148689808,0.204204021795578
"sig_24",0.990266050898238,0.88393535679489,0.978382877934804,0.989788305334967,0.979860307099311,0.998125926663294,0.975743727939978,0.890314034286348,0.953459567420973,0.927388615028263,0.955138706740569,0.932999787239736,0.966339977255284,0.980132391037362,0.974461727612587,0.986907959637983,0.988268962698284,0.998171286903035,0.962183352103971,0.976733740571757,0.990125137898422,0.991720973276896,0.990840785564223,1,0.981372110349359,0.991277886672475,0.973903097229966,0.96368798384279,0.894272088899976,0.231333551025451
"sig_25",0.972244869824566,0.881839220798997,0.95997839485751,0.961558703706262,0.996092221502364,0.978521359853992,0.95914618697548,0.888516008799251,0.933846531405833,0.901187443980116,0.92565486676801,0.908675745358743,0.94684863936956,0.952447358950468,0.984169448040636,0.977800587455189,0.964241126583641,0.974078619609898,0.94480673525058,0.99441370927469,0.990022583268063,0.959386552425334,0.974881553178781,0.981372110349359,1,0.969981844546623,0.988913187233524,0.950187050634318,0.892846357636241,0.191223668928417
"sig_26",0.995071824389094,0.921611876381491,0.946343344129024,0.969196539218492,0.978648017368829,0.990814775727547,0.99448978268412,0.929049851708641,0.910541005645275,0.875632716946495,0.914959077903264,0.882841573310919,0.92793497268159,0.950621264732126,0.948919996818814,0.958622102482641,0.963611302817504,0.989669480454991,0.921401983777882,0.962508559452369,0.968805867881806,0.993475130728102,0.969579624771552,0.991277886672475,0.969981844546623,1,0.98061872054593,0.988606219139459,0.933253679123706,0.260112720674704
"sig_27",0.977920754267882,0.924121976744714,0.927430125161173,0.940472421568672,0.996943367530683,0.971362667096919,0.980731121985579,0.932082486072325,0.890131108652033,0.849470578209501,0.884029761043578,0.858470492629836,0.908130170734552,0.922266210946397,0.956540547793297,0.948710628841804,0.939033331005188,0.967158007453299,0.903689847622988,0.980115145095142,0.967712265403819,0.962976757766304,0.952560372289233,0.973903097229966,0.988913187233524,0.98061872054593,1,0.978997702257125,0.936557106120085,0.220129084450554
"sig_28",0.984435681328665,0.961438145903527,0.900519306529561,0.926866090873404,0.970058542879784,0.965468723069151,0.998141836238976,0.968846621985609,0.855054094422774,0.811130280618148,0.854732668843766,0.820537115385322,0.87580521610488,0.900011167663184,0.914490512267645,0.915231248851774,0.918972720024183,0.959274137328332,0.868774541219436,0.938276692080014,0.934892986000078,0.969051975570608,0.932039957727203,0.96368798384279,0.950187050634318,0.988606219139459,0.978997702257125,1,0.972483983429301,0.268059123234175
"sig_29",0.938003414087079,0.995505843580471,0.823801269184419,0.846610242147581,0.923860714095197,0.902331436969313,0.962742746843597,0.999164237153701,0.77231181532663,0.722240712886015,0.764131033041399,0.733838707141135,0.794613428594786,0.814151533351029,0.846846538174193,0.836009899104006,0.83812082833908,0.885620772587546,0.788423552846206,0.874728790491192,0.864194057957273,0.89648679625236,0.861921148689808,0.894272088899976,0.892846357636241,0.933253679123706,0.936557106120085,0.972483983429301,1,0.287035191288073
"Integration_score",0.238368565474502,0.278615840865378,0.177301380839247,0.220206855982917,0.201486106029494,0.229690387810875,0.260207030053052,0.283489421651237,0.150872182634174,0.146375591601729,0.183299329835195,0.148861465107402,0.16763975453569,0.206306944610344,0.168139476991408,0.190257968164896,0.210208580507573,0.246614831141233,0.160509773821264,0.193906989388751,0.190762668949242,0.26819674644438,0.204204021795578,0.231333551025451,0.191223668928417,0.260112720674704,0.220129084450554,0.268059123234175,0.287035191288073,1
