"","V1"
"sig_1",132.712703895553
"sig_2",-18.8845641862386
"sig_3",-89.3062309781867
"sig_4",110.527458051752
"sig_5",18.0298057472952
"sig_6",-266.317691860265
"sig_7",-217.477860561915
"sig_8",53.2004117743075
"sig_9",34.7102295148467
"sig_10",-114.435692972175
"sig_11",48.6937750092295
"sig_12",124.164319418367
"sig_13",18.9286465832203
"sig_14",-38.4832428584182
"sig_15",-8.81992196233159
"sig_16",-3.96250734413257
"sig_17",-188.154037420731
"sig_18",-41.9678204727231
"sig_19",19.5101710060512
"sig_20",3.5039569205764
"sig_21",-2.84035170846713
"sig_22",30.5383710585049
"sig_23",119.740722800393
"sig_24",102.08882626238
"sig_25",15.6278746167973
"sig_26",138.747420045068
"sig_27",-32.2123761834307
"sig_28",82.962122971766
"sig_29",-27.7246251587771
