"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21"
"sig_1",-0.823315620830077,0.136168022204983,0.053561296827299,0.05765883083432,0.107437921131264,-0.0666957165975571,0.035408118536266,0.0560879004870934,0.0373946749893727,0.0261382223916153,-0.0174923237451987,-0.0136837834729151,0.0123711887739713,-0.00736454467782841,-0.00835005715995341,-0.000277421385062804,-0.00344730159229492,0.000459540169975085,-0.000699995957626602,-0.000821939119661061,-0.00110276468706163
"sig_2",-0.805688869837944,-0.11806646507114,-0.16012618931183,0.0441184533901406,0.107697584378073,-0.0614150972439204,0.0120414440369167,0.0660083348619559,0.0289219344570241,0.0347220976318293,-0.0259638083417535,-0.0103399241916613,0.0164830984922213,-0.00579628733197044,-0.0106594006751059,-0.00203167723710891,-0.00302907793093376,0.00112628266228056,-0.000286619454620715,-0.000357783248950091,-0.00121479508628427
"sig_3",-0.783606882407559,0.0882414730243603,0.186673175708722,0.0933081084920854,0.0410461473072312,-0.045643353625203,0.0810583142757198,0.0473005999702613,0.0374672156735378,0.0133181359453534,-0.0157841358802191,-0.0254633077010434,0.00998069585772537,-0.0182227571289631,-0.00167449026323588,-0.00114210820501372,-0.00273282627048593,0.00196542611797281,-0.00384027170537674,-0.00194311566792297,-0.00200885917380144
"sig_4",-0.782701582920566,0.238272613061494,0.123116799995239,0.102182915188785,0.0573868283151625,-0.0610471790256429,0.0590566593421154,0.0584714609760155,0.0369557310714465,0.0142331120309146,-0.00512639538924057,-0.0181400571764665,0.00864998207343318,-0.012146416138405,-0.00514002418262133,-0.00144198026649588,-0.00309126912247565,-4.30068851297351e-05,-0.00109551890862634,-0.000936499054808321,-0.000456262352098056
"sig_5",-0.661423872853069,0.277283198509,0.0328785182229053,0.00478530017482288,0.093267934880602,-0.0272770532681811,0.103726708021181,0.0170441456480909,0.0425650051886232,0.039214578994255,-0.0308269395054789,-0.049700661062338,0.0128704502212213,-0.0105351074243604,0.00819020791414625,0.00336294173388198,-0.000626037888753858,0.00601631928896731,-0.00308069087639472,-0.00511181335800126,-0.00782824193121281
"sig_6",-0.803147167225324,0.0489911361506189,0.102318958195716,0.0865115047637776,0.103618510031691,-0.0731830317816178,0.0363681666922673,0.071516343710619,0.0499348212068277,0.0178837386897179,-0.015275403947075,-0.0171322153928433,0.0109742322874801,-0.0138011984435717,-0.00578613336970213,-0.00164886484861512,-0.00353561196498527,0.000743242251066818,-0.00191069607058597,-0.00116649520735559,-0.000188945064876233
"sig_7",-0.793649835514637,0.00964054340445144,0.00189573568755057,0.0573197522100281,0.132258604411079,-0.0902521527117593,0.0215558687205739,0.078749323234617,0.0469302406375379,0.0367181302524234,-0.0270391056443379,-0.0165383474391033,0.0194885654085243,-0.00787291351754873,-0.0115196523281867,-0.00171765398264743,-0.00344184651566374,0.00101855039936098,-0.00114270813892375,-0.000794848492668905,-0.00103404365874879
"sig_8",-0.750204285105424,-0.228955651714744,-0.160999642806389,0.0493719749143989,0.113644462912845,-0.0826361128468407,0.00608657439279763,0.0962456738874293,0.0271293027562323,0.0312258596580376,-0.025303987243293,-0.0138464014742003,0.0160425449423949,-0.00867378175186055,-0.0106120598438519,-0.0021007244974114,-0.00274545610219673,0.00126975079837196,-0.00123477785968484,-0.000360346646268084,-7.13083695471691e-05
"sig_9",-0.724239423011173,0.180495457363322,0.191621699532014,0.0863116022896857,-0.00864014208049939,-0.0289174328771023,0.10208139886161,0.0422652365143477,0.0287624216174132,0.030286260745081,-0.0244089625062668,-0.0363727686930632,0.00480308819364693,-0.0169378081923544,0.00566542677721275,-0.00260682241705191,-0.00398253306804575,0.00428685186426434,-0.00606169964142127,-0.00260104219628204,-0.00333009268515403
"sig_10",-0.729146326429808,0.116194139440175,0.238296851348278,0.132291376281824,-0.0174169486518539,-0.0281757847233196,0.118062051221124,0.0471062893343222,0.02884781128459,-0.00472145211969901,-0.0232986662675668,-0.0216634650686367,0.00686314295622988,-0.0192491716468112,-0.0011747381235347,-0.00123963578698852,-0.0032144832400529,0.00192811815094309,-0.0046413885588836,-0.0014851146857869,-0.00144799244843318
"sig_11",-0.733689565547564,0.306217267986202,0.154600854343271,0.123292599080247,0.00532344435718888,-0.0335424271213782,0.0875738404950601,0.068266755032015,0.0304095107182207,0.00500048419033714,-0.000164251193556827,-0.0164483395881268,0.00410238857814776,-0.0166203382305518,-0.00260169738650412,-0.00151303530764022,-0.00303370758147222,-0.000703617901110911,-0.00129740575389592,-0.0014654429346407,-0.000245415980566683
"sig_12",-0.74053482689155,-0.0114056936978807,0.265946724596569,0.131162820134645,-0.0125331898266488,-0.0319735289367773,0.0992936406138091,0.0615819667860394,0.0392114390726115,-0.0116935705157561,-0.0153500862020616,-0.0144527947984019,0.0128672660627545,-0.0161669054895151,-0.000887101333254833,-0.000971718358088425,-0.0033677717078839,0.000876022366250178,-0.0031148727413232,-0.00156267292856235,-0.000392633459428821
"sig_13",-0.748570010957501,-0.0193317849905711,0.211961883644496,0.128614393148908,0.0380139287123082,-0.055993953641284,0.0870272080900756,0.0551110269733306,0.0506073106530916,0.0213611278482531,-0.0170597950586867,-0.0224586245283984,0.00256416829679874,-0.0190923384355131,-0.000518041854072824,-0.00208480062984341,-0.00426665417249943,0.00213000179729906,-0.00440954260734298,-0.00171937981892389,-0.00186727053229431
"sig_14",-0.76293066951543,0.16022877994364,0.154395338681051,0.137140734117487,0.0502280653726434,-0.0569290770876407,0.0663933544504781,0.0723394258860046,0.0441267432087375,0.0113837214549769,-0.0106976393975518,-0.0184263017967393,0.0085559119772286,-0.0182589688563025,-0.003057639787422,-0.000104891881010626,-0.00392396586855808,0.00055337522713659,-0.00198930675154407,-0.00158452383786752,-0.000282469594934662
"sig_15",-0.575462152591753,0.353353841341194,0.0393499749161801,-0.0278242314506265,0.0484966097485844,-0.0140884295133372,0.111896811628239,-0.00321452319789483,0.0073535620759936,0.0564730140664703,-0.0225555939713574,-0.0551026833675759,0.00743913307421514,-0.0133946032509902,0.0231768012248599,-0.00445419514414552,-0.00423940840779466,0.00545876795662434,-0.00851532889331801,-0.00377219043247976,-0.00791359071115879
"sig_16",-0.622031342349607,0.327006768082424,0.0856598418059854,0.0496706701977856,0.047631984883194,-0.0235028607923129,0.121454024982776,0.0143205840845856,0.0248488104672088,0.0307858484878059,-0.026414426218168,-0.0505608672835697,0.00959336422135284,-0.0128475917329035,0.0113778264729121,-0.000133243622135163,-0.00275747206508926,0.00687831053586391,-0.00655556108774969,-0.00532437079837471,-0.00606052186920545
"sig_17",-0.778130620463604,0.107238287489704,0.154500109754001,0.121545065307852,0.0663492792927624,-0.0569741295948301,0.0589028438001703,0.074527640130321,0.0483603872497367,0.00826201105542688,-0.00892141491895891,-0.017740750982486,0.0129477262600179,-0.0167366208478521,-0.00141024106498362,-0.0010813670780983,-0.00331024545241652,0.00104685268262875,-0.00185228533578103,-0.00126135369628739,-0.000326758297377937
"sig_18",-0.740560758746925,-0.0171734077248626,0.0982274851610115,0.105418570856512,0.0877463170319273,-0.110074089342475,0.0319403956007974,0.0720486938655121,0.06575317677545,0.0393216652766549,-0.0228568988258148,-0.0210311056415057,0.00443250751636916,-0.0198677829397035,-0.00393030155084061,-0.00123779169387389,-0.0049876245888971,0.00226243610420123,-0.00371637125751946,-0.00245601363542667,-0.00156208611884092
"sig_19",-0.745807180169319,-0.0770377239079971,0.236319139780884,0.124221585025432,0.0396718558853462,-0.0384496160192736,0.0924006176747207,0.059612716101292,0.0474608241786074,0.00542706914090186,-0.0132166964919288,-0.019579964491973,0.00974808360775369,-0.019282047388275,-0.00539015708671805,-0.00060007852059574,-0.00264838302327613,0.00158716900615856,-0.00350781575586196,-0.00113283743417665,-7.12634884685614e-05
"sig_20",-0.444543442451426,0.387146724573838,0.0308510738478468,0.00529733033384582,0.0326611611833944,0.00917162124402756,0.122888224713014,-0.0027553565252703,0.0241455337091332,0.0335396635822629,-0.0345181790707155,-0.0617463850792628,0.0123969336608302,-0.00499348816852522,0.00936952794866612,0.00503810306510827,0.00142510093642924,0.0114114333375934,-0.00060315698202431,-0.00787625370808498,-0.00811541611920656
"sig_21",-0.671415246677959,0.211196409956532,0.0772499743314222,0.0422315931264161,0.0950169669928416,-0.0424270326779254,0.114800816239059,0.0204170283336575,0.0424056603821771,0.0283241524422866,-0.0192075844573938,-0.047549906920383,0.0130172310707947,-0.015131941428967,0.00849044738027851,-0.000821073206117969,-0.00475013755148555,0.00552895755115086,-0.0052544128511644,-0.00557130214932816,-0.00629222695880207
"sig_22",-0.767812484500584,0.161049758075318,0.0645838652358797,0.103328268605194,0.0971092662369227,-0.0941186822244701,0.0314790001943933,0.0678752793795483,0.0515567201031547,0.0312890569841566,-0.0224539798108598,-0.024309592052462,0.0165021844424825,-0.0102104098824439,-0.0098414389129242,-0.00296336850415665,-0.00369910751908502,0.000568033556484443,-0.000643824638521146,-0.000903558807110478,-0.00142855530778171
"sig_23",-0.766556828645173,-0.0917633653841426,0.159367487135251,0.123453076704541,0.102445950566747,-0.0587293507809844,0.0390976211836679,0.0879015118273626,0.0562383901832147,0.00484158950682439,-0.0105781215900833,-0.0115259879945281,0.00858620784607604,-0.0168292919112739,-0.00364964280323957,-0.00149657936033051,-0.00327930259420949,0.000259637070131825,-0.00146035674621093,-0.00106942389758302,0.00135505483657388
"sig_24",-0.764579123039903,0.00911730438060918,0.10444252968202,0.0822105884409354,0.0960113861142571,-0.078351120843835,0.0520351583647049,0.0739682540874654,0.0669340111299116,0.0260117384304195,-0.0179621223428229,-0.0280292196154707,0.016532149057786,-0.0174572659648074,-0.00497488041048921,-0.000879336843006572,-0.00417510589912496,0.00271069555127837,-0.00312221012908472,-0.00155637114141822,-0.00106975528432546
"sig_25",-0.637543533431093,0.193919061393584,0.058556623991765,0.0242909975591925,0.105662167362161,-0.0270776371869301,0.12014680426432,0.0336144065841718,0.0614965455480606,0.0209932441694763,-0.0153687381322625,-0.0489830385722385,0.0119984615388281,-0.00914924832765169,0.00420528378003857,0.00475284641289793,-3.79960385563229e-05,0.00738069147896088,-0.00482815147531262,-0.00597487972999769,-0.00974990911786454
"sig_26",-0.75733747539876,-0.0622182818351732,0.0472629339436619,0.0838200516687837,0.128759117423034,-0.0990512687615099,0.0151478841617572,0.0937490892250575,0.0637333543516115,0.0275390312593488,-0.0246428672215147,-0.0177342974580955,0.016608461747931,-0.0141716337371811,-0.0108480882475207,-0.00355874906485805,-0.00411112845116074,0.00137775265993443,-0.00213305713453198,-0.00108975621438627,-0.000427223102738885
"sig_27",-0.708988660894554,0.119412878907918,0.0165400258417426,0.00526254298895154,0.126807535062675,-0.0615815457659861,0.089258892565307,0.0466905343490161,0.0704113410244162,0.0349623908944159,-0.0302243432023472,-0.0388127722999461,0.0154142064015866,-0.0094464356410461,0.00565367155465995,0.00354742100810827,0.00164376920431097,0.00651441301112603,-0.00148712490668742,-0.00456661352869768,-0.00598029807033388
"sig_28",-0.745247161501011,-0.124067024288389,-0.0281849796973954,0.0585204094427928,0.14364326138007,-0.104457621841948,0.0117892969492318,0.102480682455972,0.0501744708929066,0.0396888333127937,-0.0294023198731258,-0.0134210274318508,0.0210372247757839,-0.0114369131224383,-0.0129452648012948,-0.00368534725545886,-0.00315755902479812,0.00192215163737648,-0.00122523211445205,-0.000457049202472491,-0.00116581872954861
