"","BCA","KC","KG","KI","LE","OPENK","POP","RGDPCH","RGDPL","RGDPL2","XRAT","BCAperRGDPL","KCxRGDPL","KGxRGDPL","KIxRGDPL","KCxRGDPLxPOP","KGxRGDPLxPOP","KIxRGDPLxPOP","RGDPCHxPOP","RGDPLxPOP","RGDPL2xPOP","sig_1","sig_2","sig_3","sig_4","sig_5","sig_6","sig_7","sig_8","sig_9","sig_10","sig_11","sig_12","sig_13","sig_14","sig_15","sig_16","sig_17","sig_18","sig_19","sig_20","sig_21","sig_22","sig_23","sig_24","sig_25","sig_26","sig_27","sig_28","sig_29"
"BCA",1,-0.213070512015375,-0.00822230770605696,0.0527294789920746,-0.487326888380371,0.123030629291959,-0.490624001454066,-0.0921593548842125,-0.0923306070495057,-0.0951829451424697,0.0647438370060925,0.988970160794052,-0.243679128737742,-0.105366600497136,-0.0408945928185561,-0.641228709187475,-0.578483340097694,-0.588069833847889,-0.609979705288104,-0.609879694157691,-0.609131268061755,-0.178951901621541,-0.135158782957315,-0.216857989410338,-0.198719490804265,-0.0738137616374286,-0.208056549898906,-0.170944827686509,-0.138542358293858,-0.201647936010184,-0.226500630629255,-0.204519932422978,-0.257421665408305,-0.232817628754509,-0.224603615261522,-0.0454087799489394,-0.0935397927489404,-0.227182157497416,-0.20216914525867,-0.242884788612985,-0.023185493123148,-0.0957762586006916,-0.188599046418232,-0.245008616557241,-0.195014265747521,-0.0773542549990138,-0.196380237541091,-0.0893480668988868,-0.167541988107469,-0.140760894138224
"KC",-0.213070512015375,1,0.0985583681773804,-0.592427282310612,0.218367967189537,-0.680388627890914,0.233789630069434,-0.421788994447781,-0.420614295158986,-0.410755017981668,-0.19186450623778,-0.227289609638948,0.0257691238451227,-0.315744736774511,-0.660220574260508,0.236993724152258,0.235832463814952,0.175043429347553,0.220919302446974,0.221016912665616,0.221810557503152,0.205963306496685,0.0889293364844249,0.21619781924068,0.241321454266849,0.180674741954258,0.209887717136238,0.184282053943912,0.0736931175914965,0.216498203961052,0.216362943919408,0.242598640019812,0.20542318763687,0.210326382737258,0.237000369657445,0.16973471199905,0.198275148922987,0.228345653511416,0.211629515217951,0.195438706639995,0.148809520627249,0.194521803326535,0.235971416480767,0.192228931623365,0.206240123201284,0.174007999847307,0.18940749068699,0.174460148133162,0.155526549091026,0.0598420405154617
"KG",-0.00822230770605696,0.0985583681773804,1,-0.260289979923862,-0.0945774437607501,0.0228499200844176,-0.0897024960589256,-0.332013203723419,-0.331385023110855,-0.328835496304222,-0.140520492247828,-0.0250974338680874,-0.32335703566509,0.379271868218518,-0.395729821359691,-0.0791834370594758,-0.0327995458772363,-0.129464339416492,-0.090473002779536,-0.0902966826921607,-0.0882669506059273,-0.0882910898509857,-0.169354954297433,-0.08203366414712,-0.0592257777572806,-0.0156734104175782,-0.0931548881089148,-0.104001205756824,-0.181089920236224,-0.0489863669313396,-0.0744879444209465,-0.0453584692932248,-0.0991329725611336,-0.0916591459579,-0.0679494403227756,0.00517028928039702,-0.00608944000553639,-0.0792383221959052,-0.0788049591576153,-0.109109739053566,0.0389255987918725,-0.0323008042781891,-0.0587592973813886,-0.117127316674795,-0.0804626985583691,-0.026683703615999,-0.100116833459528,-0.0477179241492958,-0.124107281816896,-0.184360453746774
"KI",0.0527294789920746,-0.592427282310612,-0.260289979923862,1,-0.0616520533125671,0.279624133296082,-0.0744296654947533,-0.0213233688773432,-0.0231037772569699,-0.0362653850558403,0.437732090064596,0.0624962931656342,-0.265367759518101,-0.216360513721484,0.435133289368895,-0.109137983598373,-0.131896503791671,0.000284396099399947,-0.0894750597388985,-0.0897024276166251,-0.0919408296530915,-0.144407623291378,-0.0755541559675822,-0.157027731239914,-0.183435082921196,-0.160096906803883,-0.142521367121641,-0.129392596191191,-0.0600785047168279,-0.175781552816689,-0.16876439992877,-0.194283349642529,-0.145914994393163,-0.152991933006009,-0.179831471457543,-0.155463222600036,-0.181806537124162,-0.165059291524111,-0.155544214125698,-0.132608083752449,-0.161999738068434,-0.165529097735707,-0.18236959547535,-0.116999508386507,-0.150427694820154,-0.152952365075096,-0.127287337870516,-0.144106798186141,-0.103444446899487,-0.0448602216122551
"LE",-0.487326888380371,0.218367967189537,-0.0945774437607501,-0.0616520533125671,1,-0.338222433618261,0.996739782167869,0.159330129611042,0.159603620590152,0.163756291993752,0.0860986102475888,-0.43785181085567,0.343636308142711,0.13366384928185,0.0824255705301954,0.96790749382086,0.974431558337729,0.969058877839125,0.977548779464344,0.977590749051896,0.977793429835649,0.689309346202894,0.589231435542563,0.691928965107122,0.687797559901519,0.537704337399059,0.683913511184338,0.639341729592456,0.539538986837036,0.64971551816826,0.661877554443487,0.664379739786697,0.680030953854177,0.660707026719625,0.674005776294729,0.476939351443117,0.525446774331404,0.684578537539414,0.625170659704151,0.663422937200227,0.364662495673124,0.553707203380867,0.648716320497934,0.66330787546108,0.647119006238915,0.520585098652653,0.6226708901591,0.565301572152813,0.58303180109944,0.488392978729221
"OPENK",0.123030629291959,-0.680388627890914,0.0228499200844176,0.279624133296082,-0.338222433618261,1,-0.352844779852745,0.382698088442116,0.381866724031382,0.372129835592114,-0.09553168194532,0.112974942616059,0.0200456951125952,0.364418197112891,0.502729566001142,-0.284885959024206,-0.288657500943981,-0.293173281612746,-0.289668080149457,-0.289689024938427,-0.289539520945931,-0.264723166783037,-0.170579169643184,-0.258052917475046,-0.286996842813041,-0.244854839810264,-0.246429533098759,-0.220546374097761,-0.122420372694331,-0.256131921819743,-0.244820389320549,-0.285898978359016,-0.226274648817711,-0.230449094234224,-0.265686297242496,-0.240876534781037,-0.249897726627207,-0.259450609650291,-0.219086812838023,-0.217422424901767,-0.200888271362272,-0.245270864987113,-0.261388588445231,-0.210959535887441,-0.230649038314299,-0.224234105500682,-0.201886804010698,-0.22088833850726,-0.170456910406066,-0.0817075431661338
"POP",-0.490624001454066,0.233789630069434,-0.0897024960589256,-0.0744296654947533,0.996739782167869,-0.352844779852745,1,0.141801655703237,0.142115136007247,0.146668058081186,0.0865592150891851,-0.445209600381157,0.330516945359723,0.121548280727856,0.0598818290267259,0.965428535724677,0.975203552295388,0.95944736051326,0.973761355419054,0.973827257663024,0.974333920492122,0.710410898902721,0.60116380564577,0.708168762052185,0.711960992040702,0.562646941156741,0.701635708783106,0.656355318554896,0.54660293194068,0.667424732338551,0.677783247803103,0.690269064223256,0.690342283339624,0.672984019662677,0.695791968770399,0.500643170310262,0.551115322747789,0.704360500769567,0.638766968946427,0.673268185142338,0.390090615295611,0.576608858231372,0.671240210613463,0.67591811948741,0.662722401570085,0.543459172026495,0.63663178540166,0.585574869493054,0.594799248726878,0.491461447487407
"RGDPCH",-0.0921593548842125,-0.421788994447781,-0.332013203723419,-0.0213233688773432,0.159330129611042,0.382698088442116,0.141801655703237,0.999999999999999,0.999993891722054,0.99965809329672,-0.198094385453338,-0.0786433589826577,0.874726653967745,0.688242451907687,0.876263501533433,0.214395746588244,0.199591398795565,0.213371505241292,0.217713908678175,0.21763422366333,0.216931212182526,0.153240964776886,0.31020748547607,0.138775232594413,0.108393723042761,0.054363112263074,0.171496447253427,0.200112222348193,0.341788120927973,0.0981420163290986,0.118118289722101,0.0802142536908548,0.154461043124723,0.163755342352009,0.128692986394016,0.00882383917943528,0.0319996008644552,0.143680207684262,0.184809431035348,0.173494492454589,-0.0293176108898224,0.0745649542926662,0.137017235443153,0.200363227238278,0.171933330768821,0.0719136355654589,0.208010545889057,0.120779357456338,0.243532702756699,0.357438594826903
"RGDPL",-0.0923306070495057,-0.420614295158986,-0.331385023110855,-0.0231037772569699,0.159603620590152,0.381866724031382,0.142115136007247,0.999993891722054,1,0.999719230520121,-0.198302824534969,-0.07883887228028,0.875167061984205,0.688532834586258,0.875417526549035,0.214707604337206,0.200001335839823,0.213486541542667,0.217994007669346,0.217915637254584,0.217221973924752,0.153327578884758,0.310170684048933,0.138875371290883,0.10854377441402,0.0544905384180865,0.171575074365484,0.200176511425293,0.341732751258847,0.0982849157629491,0.118238125275194,0.0803896651531501,0.154551566705133,0.16384025205005,0.128827609965554,0.00895492818566757,0.0321506180003811,0.143797235772086,0.184891864243972,0.173558900080825,-0.0291386292905861,0.0746748603888146,0.137165434195495,0.200404245141444,0.172026671799404,0.072025258156042,0.208071612771937,0.120876317576068,0.243564078566561,0.357375285531357
"RGDPL2",-0.0951829451424697,-0.410755017981668,-0.328835496304222,-0.0362653850558403,0.163756291993752,0.372129835592114,0.146668058081186,0.99965809329672,0.999719230520121,1,-0.198834853238192,-0.0819525387262369,0.879561540044124,0.688889536290864,0.867864756668035,0.219195143784303,0.205577321946981,0.215887116752712,0.222144707664893,0.222075982933276,0.221493482792058,0.154200113841794,0.30958933875804,0.140141672189939,0.110412339545201,0.0560349313641275,0.172325133244338,0.200500014759153,0.34073093422621,0.100121957415252,0.119933097238284,0.0828836249937023,0.155785589463959,0.164768798447039,0.130507157320533,0.010814624688168,0.0342626305864658,0.145217034153851,0.185495305013476,0.174294281400339,-0.0268670903520141,0.0761726212989821,0.138560797713108,0.2006915544227,0.172869843993043,0.0735122333982454,0.208322856192398,0.121825632234854,0.243341440952972,0.356086137010061
"XRAT",0.0647438370060925,-0.19186450623778,-0.140520492247828,0.437732090064596,0.0860986102475888,-0.09553168194532,0.0865592150891851,-0.198094385453338,-0.198302824534969,-0.198834853238192,0.999999999999999,0.093849894455127,-0.281761713821624,-0.293442774618061,-0.0159450925508166,-0.00614584780007893,-0.00817778497287867,0.0724897710685072,0.0124050208361945,0.012348863552879,0.0117460470078137,0.0486068865923862,0.108488212339292,0.0170377913247616,-0.0145805497065492,0.0540339899364832,0.0356471598596345,0.0652493748247608,0.108036103542634,-0.00468533975131683,-0.0266024451001524,-0.0453110519863115,-0.00498972293973966,-0.00077933917510975,-0.0264671284812035,0.0476246999584468,0.000437192019130891,-0.00163852733166607,0.00566604728478621,0.0191968672942189,0.00795413113684019,0.0325808047789991,-0.00629494006907298,0.0333209070196091,0.037010241291767,0.0505165859545982,0.0478323438739564,0.0796682840025259,0.0791331929166322,0.104924901870512
"BCAperRGDPL",0.988970160794052,-0.227289609638948,-0.0250974338680874,0.0624962931656342,-0.43785181085567,0.112974942616059,-0.445209600381157,-0.0786433589826577,-0.07883887228028,-0.0819525387262369,0.093849894455127,1,-0.22805329239864,-0.105524729447687,-0.0255946364764756,-0.592821537384872,-0.538639829925173,-0.527637374145545,-0.558669008993395,-0.558612834201406,-0.55847131890285,-0.141159996503797,-0.0949714144505712,-0.169108357234467,-0.164968819499759,-0.0468823359923605,-0.165765072251147,-0.132231516664706,-0.0971408797362785,-0.157775945600494,-0.179417519927183,-0.173584742539173,-0.203202134413965,-0.17995717980368,-0.186759252709007,-0.0223014589453078,-0.0682839368543005,-0.186275288875817,-0.159803781052039,-0.186245664000024,-0.0113512063537336,-0.0640055038105624,-0.156981563624824,-0.195429454475019,-0.151601312155586,-0.0475652701790668,-0.155583010312809,-0.0554981048133987,-0.126982203601697,-0.099231471431399
"KCxRGDPL",-0.243679128737742,0.0257691238451227,-0.32335703566509,-0.265367759518101,0.343636308142711,0.0200456951125952,0.330516945359723,0.874726653967745,0.875167061984205,0.879561540044124,-0.281761713821624,-0.22805329239864,1,0.6033605330791,0.633117769562958,0.415302773473375,0.394434021944409,0.388327055156757,0.412351807697148,0.41229058636814,0.411682713228058,0.325801913093282,0.467862359487922,0.307007253206713,0.281046735302359,0.179889625552439,0.347870538187153,0.373619481627513,0.494923896275448,0.252425481453613,0.276898937582555,0.242081878189797,0.31891205460917,0.334244564431132,0.30286764641734,0.112828472790442,0.155943349309624,0.318978973847729,0.362353128315864,0.33931272453119,0.0480701647864792,0.211131631828304,0.315654785920951,0.373425462397796,0.344739651809562,0.196101439088001,0.383137316988608,0.263339429841284,0.412210964397343,0.503107123080378
"KGxRGDPL",-0.105366600497136,-0.315744736774511,0.379271868218518,-0.216360513721484,0.13366384928185,0.364418197112891,0.121548280727856,0.688242451907687,0.688532834586258,0.688889536290864,-0.293442774618061,-0.105524729447687,0.6033605330791,1,0.517607425104092,0.194420240761847,0.222019190635423,0.153736133979091,0.190626918563075,0.190702428373781,0.191718560196965,0.154277672784688,0.274108783212135,0.122046212418422,0.115373785674639,0.0936170138132563,0.161781588283227,0.194220557851455,0.29045049541206,0.0974554622997749,0.0931202714413171,0.0860629247775151,0.112289490092737,0.135227089335894,0.12360982474093,0.0485295868910365,0.0636956001236469,0.133175123313663,0.180519574853247,0.129692121322057,0.0284652946448031,0.0948015212631005,0.153221524799691,0.164328501195784,0.168289361361752,0.0992792434170877,0.197939113003317,0.146462006302757,0.221954828753668,0.29602632994091
"KIxRGDPL",-0.0408945928185561,-0.660220574260508,-0.395729821359691,0.435133289368895,0.0824255705301954,0.502729566001142,0.0598818290267259,0.876263501533433,0.875417526549035,0.867864756668035,-0.0159450925508166,-0.0255946364764756,0.633117769562958,0.517607425104092,1,0.108538005748299,0.0852078550648476,0.164580914752278,0.121717198977287,0.121528908395164,0.119697626705453,0.0425612720904891,0.208833662132649,0.0247050822630453,-0.0116105128747545,-0.0413246724102008,0.0575139563771043,0.0883438784038772,0.243658600374299,-0.0151258856678944,0.00341572150798645,-0.0385065824270383,0.0418987614117549,0.0459410546653958,0.00598254768226305,-0.0722934768222396,-0.0676198050675105,0.0243757836936766,0.0617172157779729,0.063380573201682,-0.104344748184873,-0.0275274628078846,0.0119707871094006,0.0922824353226619,0.0538685872818022,-0.0240830146591895,0.0945878324328145,0.0167669671279793,0.136656301426839,0.265045694116618
"KCxRGDPLxPOP",-0.641228709187475,0.236993724152258,-0.0791834370594758,-0.109137983598373,0.96790749382086,-0.284885959024206,0.965428535724677,0.214395746588244,0.214707604337206,0.219195143784303,-0.00614584780007893,-0.592821537384872,0.415302773473375,0.194420240761847,0.108538005748299,1,0.98628423104352,0.97407606848783,0.998239266806477,0.998257210818786,0.998449719273471,0.633582100462474,0.555365088227906,0.654557055165845,0.632776661396702,0.463321246697418,0.647662504145971,0.60029557242418,0.525096833258183,0.605313911867953,0.632592363242515,0.61012094327378,0.667776917684583,0.645370916331384,0.63757459760432,0.392813020820949,0.456503380397041,0.651184676395539,0.603926624343606,0.655322590444753,0.291087233398618,0.492972969601619,0.603080888697425,0.655461636686618,0.617919855542442,0.461966339047455,0.602050127598451,0.507688243321951,0.563509760602347,0.490233007134024
"KGxRGDPLxPOP",-0.578483340097694,0.235832463814952,-0.0327995458772363,-0.131896503791671,0.974431558337729,-0.288657500943981,0.975203552295388,0.199591398795565,0.200001335839823,0.205577321946981,-0.00817778497287867,-0.538639829925173,0.394434021944409,0.222019190635423,0.0852078550648476,0.98628423104352,1,0.948257315691932,0.985350932515429,0.985490669339553,0.987037180091858,0.638533130113744,0.547512139613767,0.646587924495051,0.64340374720022,0.485937755102397,0.641354870193766,0.596650691997676,0.508045856386219,0.606502834289395,0.623391963462728,0.626187992214488,0.645698970987238,0.624827414116396,0.637710969635162,0.422782321719476,0.478828267880036,0.646901932090407,0.591682080960259,0.62821414029408,0.324822247512694,0.505576899979376,0.608908880145772,0.631363817989604,0.609361909311614,0.477081632505831,0.589253155682481,0.51826192656458,0.549723286046685,0.466331654148902
"KIxRGDPLxPOP",-0.588069833847889,0.175043429347553,-0.129464339416492,0.000284396099399947,0.969058877839125,-0.293173281612746,0.95944736051326,0.213371505241292,0.213486541542667,0.215887116752712,0.0724897710685072,-0.527637374145545,0.388327055156757,0.153736133979091,0.164580914752278,0.97407606848783,0.948257315691932,1,0.983551976218545,0.983425203585852,0.981856699648636,0.640342593316618,0.579836227794161,0.650871039678636,0.622805687280562,0.46156342960006,0.651757731915298,0.612654894940698,0.550974266476611,0.592801097159306,0.615455225836345,0.58711458604875,0.655797265215522,0.640705784851226,0.62428198535995,0.390310430006437,0.443800091033486,0.643091692535387,0.606583847658961,0.652571519108419,0.275315198658198,0.489926297179517,0.599279862080344,0.658913775216096,0.619939509603629,0.457726865624021,0.610924509011721,0.512850427147764,0.580436968614493,0.515872609042876
"RGDPCHxPOP",-0.609979705288104,0.220919302446974,-0.090473002779536,-0.0894750597388985,0.977548779464344,-0.289668080149457,0.973761355419054,0.217713908678175,0.217994007669346,0.222144707664893,0.0124050208361945,-0.558669008993395,0.412351807697148,0.190626918563075,0.121717198977287,0.998239266806477,0.985350932515429,0.983551976218545,1,0.999999477183387,0.999934830820012,0.648606374644617,0.573013731071595,0.665803502403414,0.643923277323057,0.476350968961616,0.660794196443782,0.61534456651643,0.541411303148857,0.614229665512028,0.640050686758972,0.618148580635624,0.675303707797677,0.654697678959221,0.646733350063545,0.404606226476944,0.466281996083106,0.661391205885024,0.615102728591446,0.66474258332949,0.298549697822085,0.505204430829576,0.614730873821894,0.666301492221889,0.630110165496412,0.473981592444412,0.614904847281283,0.522114822887489,0.57795365027188,0.504922326365389
