"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21"
"sig_1",-0.975411989640523,0.757867032760328,1.27683898072738,-4.24705493748499,2.07310495666036,-0.574247899202154,1.35816483269444,0.416881265630627,-2.24114489186016,-1.17935437486081,-1.80177137970521,4.34656348595744,-5.53770466070046,2.45105180721978,0.163487950113945,8.33677039732005,-6.62042984531691,5.58807325361427,2.84879169725298,0.510977936323421,-1.13840791293876
"sig_2",-1.08046147166969,0.347194175868721,-2.99171868420969,1.99760783771273,-1.67588519854057,5.37179090093478,-1.33700410553217,-4.88766072324641,5.35689902165589,0.8485462239036,0.0630359777763046,4.1868835010552,0.721977427025925,-3.02147651303747,-0.780584888465671,-6.46622973181869,-2.49833830781223,2.60409863455527,3.08338506108474,1.23412598588336,-3.43233777235209
"sig_3",-1.88083888732271,-0.657243378650155,2.01595299370135,-0.643438889209448,-1.82881365810283,-2.08168263281613,-7.69557618305531,-3.32260685892771,-5.80673824089711,-1.39734865843307,3.00804848302249,-1.50889387445201,5.3313678551553,-8.62485334978324,-2.46039911672965,-4.01452874430816,7.56603844163396,-0.91268043454763,0.739613535448963,-7.66915450610411,-6.36772237691473
"sig_4",-0.472954397051486,-0.0822864624201921,-0.043925215633242,0.735376345139969,-1.78648159826727,-6.5294461296486,2.34158507255218,-2.79402970381282,-0.429156738706177,0.278379895008238,7.30309339651334,-2.57346282125264,-1.6088626906295,3.00578017295355,-1.81393909891939,-3.79865002172123,2.57349670201879,3.32001755784818,-0.77964498576693,6.43144451221528,2.54556222189592
"sig_5",0.553115665402537,-0.344663660845107,0.958047774105062,-0.889743356624524,-0.0117848247037354,3.84366458073262,-2.22236855591597,1.31700842619873,0.588223290401562,3.49435285370951,-5.3229929041728,-2.96154640108032,-0.202750110325939,-3.58153732267671,3.37578014282664,4.14330490732538,0.117832924730967,-8.15303674805884,1.12049887605378,3.07963421010175,-3.80951881168748
"sig_6",-0.646302123652244,-0.2501949685498,0.64507631885364,-2.60309211211864,1.79004768524563,-0.46210800562886,-3.13962076727912,0.0544634827616169,-0.562496225272393,-5.51173661038677,-0.709243216628828,-2.10740052766545,-3.72311929017377,-0.619614242143347,-0.603458962870926,-5.04261235477058,-1.02536348336394,-1.75235536776034,-3.13505117404793,1.39912601928096,2.71513658740561
"sig_7",0.880137183105328,-0.108191355482271,1.8860102527687,0.299207246332874,0.89183601607267,-0.392031676676086,2.76663117001527,4.20634598002787,-2.18432371090152,2.15896618116941,-1.04565208986062,-2.62751607318888,4.84567676466805,4.96851014183166,-0.81387951457325,5.54708101403603,-1.81712139649473,-6.25247859300393,-2.13589734982094,-2.65281240073619,4.09808516770236
"sig_8",-0.366259014397379,-1.2973395289691,-0.795035415681928,1.54732137017293,-0.919851159576074,-2.6198097431183,0.049666006374236,1.23053914135714,-2.91185076560648,0.208164946906971,1.35668587915228,-3.69709417473717,1.89061945121081,4.8034407454798,-0.380968263963431,6.6859212904002,8.86863330977172,-4.59863187297875,-10.2459546624156,-4.66054161122306,7.7999775907424
"sig_9",-1.01350491031671,-0.300215325213121,1.93131020620786,-2.13264363275906,-2.49285195307236,3.561365702433,-4.21217620326862,2.10887139872867,-1.18725187177961,2.19081117795261,-1.72305775483448,-1.99328489765154,-1.1377845144157,1.5351068382093,-0.754267042821721,-1.29025063573177,-1.46694629219205,1.91003749528891,0.289087180669123,1.03969727226651,3.44220884586105
"sig_10",0.339402757740158,1.57749918863267,-2.00573956309533,-0.658569711754079,2.42636017754486,-0.997654958275475,2.96338405018157,-1.66166045962509,1.09039792126314,-8.80187182710891,-7.84930590353201,1.0532240445815,-4.38036088211348,-2.41578080343812,-3.79380852749512,1.47374280935339,0.805267484228967,2.60943540169772,-0.900744740765246,6.91462409134635,0.314464029352662
"sig_11",0.290105178221075,0.914495173923518,-1.21099680817031,-3.73167550954396,-1.57203115290784,3.83200215823757,3.17889878238666,4.37412455498392,3.99538364353958,3.04829842285573,0.591019910666703,1.912220232823,-2.11780229133658,-0.839104188678004,-1.94888925478425,-4.36145063017356,1.97514942515823,-5.39372410428758,1.04451145437792,-6.33595746288608,1.64347803071503
"sig_12",-0.222099297985164,-1.07366681486497,0.963849454153819,-1.19254491964948,-5.05189858120687,-2.38898675953443,-0.10294789096621,2.28536217675968,1.65866350996375,1.12978847071162,0.749395877144996,1.06942053797817,4.03966207502495,5.58473696801044,4.29429723735018,0.442624161766588,-3.32788546963469,-3.36885915132462,0.265884122650274,-4.67124190656007,-2.93746514891866
"sig_13",0.588775207407376,-1.42084765449879,0.726772257374918,4.50720600350104,1.22796574503256,-1.10558011103133,3.20713085503134,1.46758472905844,1.99862858548778,2.55030311863886,1.44348824482771,0.782594312755779,-2.18719020494643,4.37177918325158,5.23131661911185,-3.35348623147358,-2.0516664987422,-0.796203729009792,0.683872737748616,1.99660332103084,-4.54540635882458
"sig_14",1.73936091930334,-0.0491121578465343,-0.486765870142509,5.96250650849118,1.64808218067602,0.590678175430242,-0.396430913909039,1.36348783702536,-4.15757846589777,1.85626130635828,-3.11287442847444,0.612651656659644,4.94298631190458,-4.99298410194372,-1.23412436191559,9.48305093347321,-6.53521673435397,1.74694239228088,-1.7360326005599,-1.51378963155647,-0.642528425821165
"sig_15",0.160506776991506,0.210208930663432,-0.531260190756901,-0.124234415950113,0.356961140256872,0.182657273097341,1.24589724029505,0.436094082835151,0.615606346291663,-0.505688068894208,0.990822094405694,-0.163763956907312,-0.0188270981885909,0.406242116046108,-0.151026852783907,0.085007443565313,0.60345066532158,0.207946514800856,-0.856316706695249,0.686300301439593,-1.55679556374441
"sig_16",0.505433894131738,0.993996340932395,-1.03769609355168,2.81523060181164,1.34991953393144,-1.36361678363632,0.781128387221556,0.176833847700004,-0.0404753088638855,2.69871191399419,-0.163893694570011,1.80668138222862,-0.223977506982251,3.06547899936051,5.02330236549228,-1.26761645846282,0.416572235320097,0.910968350916836,-6.09264980289193,-0.77364764354522,2.88638792249253
"sig_17",-0.826921472522518,0.674266576465682,0.30610878561169,2.66214752064983,1.51956695251061,0.0511027055559261,-3.99414913615132,-1.12042725662079,-2.72850895119028,-2.55698026709293,4.58373048434176,5.67150735682005,6.35760740277343,-2.70728281064464,9.50493858124139,2.78885027536066,2.84874359509644,4.08122636016089,0.624375612142842,5.99037275669599,-4.05118092511961
"sig_18",-0.358166826295725,0.365026789983781,-0.609443412021801,-1.46513917125247,-2.34880074118304,-3.38805190882139,-0.979776515791179,-2.02047445153806,0.0481439241885447,1.34886295858487,1.0847172888069,3.11319038392127,-2.57722035379386,-1.46749712008381,-1.19491443933659,4.5333761151208,1.25159819221516,-0.23957378941315,0.0931893960711684,-2.68137322171614,-0.67254516336775
"sig_19",0.784199843133722,-0.655274758889779,-0.169209212281299,-0.472933203321277,2.51798561791812,1.86431995152138,5.05175150752359,-3.54572342703313,-1.57940854853622,4.89442300601936,3.13277814644364,-1.34104190696053,-0.640621053056462,-1.87661670790727,-5.74603363529273,2.0384786379772,2.20533059721009,-0.117514142917499,-0.216382925855104,0.748310951115728,6.31052527780625
"sig_20",-0.0969849363662743,0.0253500745498251,0.316001451401072,0.287989248099807,-0.376671910136216,0.570262921157625,-0.306596934538522,0.240211242830164,-0.522252646755839,-0.671283975803345,1.05433535842202,-0.280426183812058,-0.270646826450644,0.393726476952111,-2.84031971328219,-0.351066584517163,0.082723046751928,2.79616606117375,2.5628928413481,-1.73761153852389,0.73308725914388
