"","x"
"1",0.895952852603906
"2",0.833319169490013
"3",0.753080915979379
"4",0.541793147228952
"5",0.52114055971519
"6",0.448645206473872
"7",0.424382995374856
"8",0.406827154596991
"9",0.316658632232125
"10",0.261391518788578
"11",0.249722873508379
"12",0.183324531076865
"13",0.153735209137151
"14",0.0973691820119099
"15",0.0858538850957448
"16",0.0579588838040176
"17",0.0398167083053072
"18",0.0245615999219925
"19",0.0105854943805376
"20",0.00245384179229049
"21",0.00134616505750279
