"","X.D.","X.E.","X.O.","X.B.","X.C.","X.M.","X.A.","X.T.","X.U.","X.R.","X.F.","X.G.","X.P."
"YAL047C",2.15151871070886,-0.117404090153221,-0.392098835242646,-0.312678190396485,-0.29668667178222,-0.173529962029668,-0.134139075214589,-0.441575831764233,-0.392098835242646,-0.123219456823112,-0.334477848233736,-0.0368981167395476,-0.216740786205873
"YAL051W",-0.464471781220026,-0.117404090153221,-0.392098835242646,-0.312678190396485,-0.29668667178222,-0.173529962029668,-0.134139075214589,2.2630761377917,-0.392098835242646,-0.123219456823112,-0.334477848233736,-0.0368981167395476,-0.216740786205873
"YAL056W",-0.464471781220026,-0.117404090153221,-0.392098835242646,-0.312678190396485,-0.29668667178222,-0.173529962029668,-0.134139075214589,-0.441575831764233,2.5486424290772,-0.123219456823112,-0.334477848233736,-0.0368981167395476,-0.216740786205873
"YAR002W",-0.464471781220026,-0.117404090153221,2.5486424290772,-0.312678190396485,-0.29668667178222,-0.173529962029668,-0.134139075214589,-0.441575831764233,-0.392098835242646,-0.123219456823112,-0.334477848233736,-0.0368981167395476,-0.216740786205873
"YAR003W",-0.464471781220026,-0.117404090153221,-0.392098835242646,3.19600074000682,-0.29668667178222,-0.173529962029668,-0.134139075214589,-0.441575831764233,-0.392098835242646,-0.123219456823112,-0.334477848233736,-0.0368981167395476,-0.216740786205873
"YAR007C",2.15151871070886,-0.117404090153221,-0.392098835242646,-0.312678190396485,-0.29668667178222,-0.173529962029668,-0.134139075214589,-0.441575831764233,-0.392098835242646,-0.123219456823112,-0.334477848233736,-0.0368981167395476,-0.216740786205873
"YAR014C",-0.464471781220026,-0.117404090153221,-0.392098835242646,-0.312678190396485,-0.29668667178222,-0.173529962029668,-0.134139075214589,-0.441575831764233,2.5486424290772,-0.123219456823112,-0.334477848233736,-0.0368981167395476,-0.216740786205873
"YAR019C",2.15151871070886,-0.117404090153221,-0.392098835242646,-0.312678190396485,-0.29668667178222,-0.173529962029668,-0.134139075214589,-0.441575831764233,-0.392098835242646,-0.123219456823112,-0.334477848233736,-0.0368981167395476,-0.216740786205873
"YBL002W",-0.464471781220026,-0.117404090153221,-0.392098835242646,3.19600074000682,-0.29668667178222,-0.173529962029668,-0.134139075214589,-0.441575831764233,-0.392098835242646,-0.123219456823112,-0.334477848233736,-0.0368981167395476,-0.216740786205873
"YBL003C",-0.464471781220026,-0.117404090153221,-0.392098835242646,3.19600074000682,-0.29668667178222,-0.173529962029668,-0.134139075214589,-0.441575831764233,-0.392098835242646,-0.123219456823112,-0.334477848233736,-0.0368981167395476,-0.216740786205873
"YBL007C",-0.464471781220026,-0.117404090153221,-0.392098835242646,-0.312678190396485,3.36826633258638,-0.173529962029668,-0.134139075214589,-0.441575831764233,-0.392098835242646,-0.123219456823112,-0.334477848233736,-0.0368981167395476,-0.216740786205873
"YBL008W",-0.464471781220026,-0.117404090153221,-0.392098835242646,3.19600074000682,-0.29668667178222,-0.173529962029668,-0.134139075214589,-0.441575831764233,-0.392098835242646,-0.123219456823112,-0.334477848233736,-0.0368981167395476,-0.216740786205873
"YBL014C",-0.464471781220026,-0.117404090153221,-0.392098835242646,-0.312678190396485,-0.29668667178222,-0.173529962029668,-0.134139075214589,2.2630761377917,-0.392098835242646,-0.123219456823112,-0.334477848233736,-0.0368981167395476,-0.216740786205873
"YBL016W",2.15151871070886,-0.117404090153221,-0.392098835242646,-0.312678190396485,-0.29668667178222,-0.173529962029668,-0.134139075214589,-0.441575831764233,-0.392098835242646,-0.123219456823112,-0.334477848233736,-0.0368981167395476,-0.216740786205873
"YBL021C",-0.464471781220026,-0.117404090153221,-0.392098835242646,3.19600074000682,-0.29668667178222,-0.173529962029668,-0.134139075214589,-0.441575831764233,-0.392098835242646,-0.123219456823112,-0.334477848233736,-0.0368981167395476,-0.216740786205873
"YBL023C",2.15151871070886,-0.117404090153221,-0.392098835242646,-0.312678190396485,-0.29668667178222,-0.173529962029668,-0.134139075214589,-0.441575831764233,-0.392098835242646,-0.123219456823112,-0.334477848233736,-0.0368981167395476,-0.216740786205873
"YBL025W",-0.464471781220026,-0.117404090153221,-0.392098835242646,-0.312678190396485,-0.29668667178222,-0.173529962029668,-0.134139075214589,2.2630761377917,-0.392098835242646,-0.123219456823112,-0.334477848233736,-0.0368981167395476,-0.216740786205873
"YBL026W",-0.464471781220026,-0.117404090153221,-0.392098835242646,-0.312678190396485,-0.29668667178222,-0.173529962029668,-0.134139075214589,2.2630761377917,-0.392098835242646,-0.123219456823112,-0.334477848233736,-0.0368981167395476,-0.216740786205873
"YBL039C",-0.464471781220026,-0.117404090153221,-0.392098835242646,-0.312678190396485,-0.29668667178222,5.75877339107759,-0.134139075214589,-0.441575831764233,-0.392098835242646,-0.123219456823112,-0.334477848233736,-0.0368981167395476,-0.216740786205873
"YBL041W",-0.464471781220026,-0.117404090153221,-0.392098835242646,-0.312678190396485,-0.29668667178222,-0.173529962029668,-0.134139075214589,-0.441575831764233,-0.392098835242646,-0.123219456823112,2.98770077949324,-0.0368981167395476,-0.216740786205873
"YBL050W",-0.464471781220026,-0.117404090153221,2.5486424290772,-0.312678190396485,-0.29668667178222,-0.173529962029668,-0.134139075214589,-0.441575831764233,-0.392098835242646,-0.123219456823112,-0.334477848233736,-0.0368981167395476,-0.216740786205873
"YBL052C",-0.464471781220026,-0.117404090153221,-0.392098835242646,3.19600074000682,-0.29668667178222,-0.173529962029668,-0.134139075214589,-0.441575831764233,-0.392098835242646,-0.123219456823112,-0.334477848233736,-0.0368981167395476,-0.216740786205873
"YBL058W",-0.464471781220026,8.51179653610851,-0.392098835242646,-0.312678190396485,-0.29668667178222,-0.173529962029668,-0.134139075214589,-0.441575831764233,-0.392098835242646,-0.123219456823112,-0.334477848233736,-0.0368981167395476,-0.216740786205873
"YBL061C",-0.464471781220026,-0.117404090153221,-0.392098835242646,-0.312678190396485,3.36826633258638,-0.173529962029668,-0.134139075214589,-0.441575831764233,-0.392098835242646,-0.123219456823112,-0.334477848233736,-0.0368981167395476,-0.216740786205873
"YBL072C",-0.464471781220026,-0.117404090153221,-0.392098835242646,-0.312678190396485,-0.29668667178222,-0.173529962029668,-0.134139075214589,-0.441575831764233,-0.392098835242646,-0.123219456823112,-0.334477848233736,-0.0368981167395476,4.61066763383402
"YBL075C",-0.464471781220026,-0.117404090153221,-0.392098835242646,-0.312678190396485,-0.29668667178222,-0.173529962029668,-0.134139075214589,-0.441575831764233,-0.392098835242646,8.11008061272119,-0.334477848233736,-0.0368981167395476,-0.216740786205873
"YBL078C",-0.464471781220026,-0.117404090153221,-0.392098835242646,-0.312678190396485,-0.29668667178222,-0.173529962029668,-0.134139075214589,-0.441575831764233,-0.392098835242646,-0.123219456823112,2.98770077949324,-0.0368981167395476,-0.216740786205873
"YBL079W",-0.464471781220026,-0.117404090153221,2.5486424290772,-0.312678190396485,-0.29668667178222,-0.173529962029668,-0.134139075214589,-0.441575831764233,-0.392098835242646,-0.123219456823112,-0.334477848233736,-0.0368981167395476,-0.216740786205873
"YBL084C",2.15151871070886,-0.117404090153221,-0.392098835242646,-0.312678190396485,-0.29668667178222,-0.173529962029668,-0.134139075214589,-0.441575831764233,-0.392098835242646,-0.123219456823112,-0.334477848233736,-0.0368981167395476,-0.216740786205873
"YBL085W",-0.464471781220026,-0.117404090153221,-0.392098835242646,-0.312678190396485,3.36826633258638,-0.173529962029668,-0.134139075214589,-0.441575831764233,-0.392098835242646,-0.123219456823112,-0.334477848233736,-0.0368981167395476,-0.216740786205873
"YBL088C",2.15151871070886,-0.117404090153221,-0.392098835242646,-0.312678190396485,-0.29668667178222,-0.173529962029668,-0.134139075214589,-0.441575831764233,-0.392098835242646,-0.123219456823112,-0.334477848233736,-0.0368981167395476,-0.216740786205873
"YBL093C",-0.464471781220026,-0.117404090153221,-0.392098835242646,3.19600074000682,-0.29668667178222,-0.173529962029668,-0.134139075214589,-0.441575831764233,-0.392098835242646,-0.123219456823112,-0.334477848233736,-0.0368981167395476,-0.216740786205873
"YBL103C",-0.464471781220026,-0.117404090153221,-0.392098835242646,3.19600074000682,-0.29668667178222,-0.173529962029668,-0.134139075214589,-0.441575831764233,-0.392098835242646,-0.123219456823112,-0.334477848233736,-0.0368981167395476,-0.216740786205873
"YBL105C",-0.464471781220026,-0.117404090153221,-0.392098835242646,-0.312678190396485,3.36826633258638,-0.173529962029668,-0.134139075214589,-0.441575831764233,-0.392098835242646,-0.123219456823112,-0.334477848233736,-0.0368981167395476,-0.216740786205873
"YBR003W",-0.464471781220026,-0.117404090153221,-0.392098835242646,-0.312678190396485,-0.29668667178222,5.75877339107759,-0.134139075214589,-0.441575831764233,-0.392098835242646,-0.123219456823112,-0.334477848233736,-0.0368981167395476,-0.216740786205873
"YBR009C",-0.464471781220026,-0.117404090153221,-0.392098835242646,3.19600074000682,-0.29668667178222,-0.173529962029668,-0.134139075214589,-0.441575831764233,-0.392098835242646,-0.123219456823112,-0.334477848233736,-0.0368981167395476,-0.216740786205873
"YBR010W",-0.464471781220026,-0.117404090153221,-0.392098835242646,3.19600074000682,-0.29668667178222,-0.173529962029668,-0.134139075214589,-0.441575831764233,-0.392098835242646,-0.123219456823112,-0.334477848233736,-0.0368981167395476,-0.216740786205873
"YBR017C",-0.464471781220026,-0.117404090153221,2.5486424290772,-0.312678190396485,-0.29668667178222,-0.173529962029668,-0.134139075214589,-0.441575831764233,-0.392098835242646,-0.123219456823112,-0.334477848233736,-0.0368981167395476,-0.216740786205873
"YBR020W",-0.464471781220026,-0.117404090153221,-0.392098835242646,-0.312678190396485,-0.29668667178222,5.75877339107759,-0.134139075214589,-0.441575831764233,-0.392098835242646,-0.123219456823112,-0.334477848233736,-0.0368981167395476,-0.216740786205873
"YBR023C",-0.464471781220026,-0.117404090153221,-0.392098835242646,-0.312678190396485,3.36826633258638,-0.173529962029668,-0.134139075214589,-0.441575831764233,-0.392098835242646,-0.123219456823112,-0.334477848233736,-0.0368981167395476,-0.216740786205873
"YBR031W",-0.464471781220026,-0.117404090153221,-0.392098835242646,-0.312678190396485,-0.29668667178222,-0.173529962029668,-0.134139075214589,-0.441575831764233,-0.392098835242646,-0.123219456823112,-0.334477848233736,-0.0368981167395476,4.61066763383402
"YBR034C",-0.464471781220026,-0.117404090153221,-0.392098835242646,-0.312678190396485,-0.29668667178222,-0.173529962029668,-0.134139075214589,-0.441575831764233,-0.392098835242646,-0.123219456823112,2.98770077949324,-0.0368981167395476,-0.216740786205873
"YBR037C",-0.464471781220026,-0.117404090153221,-0.392098835242646,-0.312678190396485,-0.29668667178222,-0.173529962029668,-0.134139075214589,-0.441575831764233,-0.392098835242646,-0.123219456823112,2.98770077949324,-0.0368981167395476,-0.216740786205873
"YBR041W",-0.464471781220026,-0.117404090153221,-0.392098835242646,-0.312678190396485,-0.29668667178222,5.75877339107759,-0.134139075214589,-0.441575831764233,-0.392098835242646,-0.123219456823112,-0.334477848233736,-0.0368981167395476,-0.216740786205873
"YBR045C",2.15151871070886,-0.117404090153221,-0.392098835242646,-0.312678190396485,-0.29668667178222,-0.173529962029668,-0.134139075214589,-0.441575831764233,-0.392098835242646,-0.123219456823112,-0.334477848233736,-0.0368981167395476,-0.216740786205873
"YBR050C",-0.464471781220026,-0.117404090153221,-0.392098835242646,-0.312678190396485,-0.29668667178222,5.75877339107759,-0.134139075214589,-0.441575831764233,-0.392098835242646,-0.123219456823112,-0.334477848233736,-0.0368981167395476,-0.216740786205873
"YBR055C",-0.464471781220026,-0.117404090153221,-0.392098835242646,-0.312678190396485,-0.29668667178222,-0.173529962029668,-0.134139075214589,2.2630761377917,-0.392098835242646,-0.123219456823112,-0.334477848233736,-0.0368981167395476,-0.216740786205873
"YBR060C",2.15151871070886,-0.117404090153221,-0.392098835242646,-0.312678190396485,-0.29668667178222,-0.173529962029668,-0.134139075214589,-0.441575831764233,-0.392098835242646,-0.123219456823112,-0.334477848233736,-0.0368981167395476,-0.216740786205873
"YBR065C",-0.464471781220026,-0.117404090153221,-0.392098835242646,-0.312678190396485,3.36826633258638,-0.173529962029668,-0.134139075214589,-0.441575831764233,-0.392098835242646,-0.123219456823112,-0.334477848233736,-0.0368981167395476,-0.216740786205873
"YBR079C",-0.464471781220026,-0.117404090153221,-0.392098835242646,-0.312678190396485,-0.29668667178222,-0.173529962029668,-0.134139075214589,-0.441575831764233,-0.392098835242646,-0.123219456823112,-0.334477848233736,-0.0368981167395476,4.61066763383402
"YBR080C",-0.464471781220026,-0.117404090153221,2.5486424290772,-0.312678190396485,-0.29668667178222,-0.173529962029668,-0.134139075214589,-0.441575831764233,-0.392098835242646,-0.123219456823112,-0.334477848233736,-0.0368981167395476,-0.216740786205873
"YBR081C",-0.464471781220026,-0.117404090153221,-0.392098835242646,3.19600074000682,-0.29668667178222,-0.173529962029668,-0.134139075214589,-0.441575831764233,-0.392098835242646,-0.123219456823112,-0.334477848233736,-0.0368981167395476,-0.216740786205873
"YBR083W",-0.464471781220026,-0.117404090153221,-0.392098835242646,3.19600074000682,-0.29668667178222,-0.173529962029668,-0.134139075214589,-0.441575831764233,-0.392098835242646,-0.123219456823112,-0.334477848233736,-0.0368981167395476,-0.216740786205873
"YBR087W",2.15151871070886,-0.117404090153221,-0.392098835242646,-0.312678190396485,-0.29668667178222,-0.173529962029668,-0.134139075214589,-0.441575831764233,-0.392098835242646,-0.123219456823112,-0.334477848233736,-0.0368981167395476,-0.216740786205873
"YBR088C",2.15151871070886,-0.117404090153221,-0.392098835242646,-0.312678190396485,-0.29668667178222,-0.173529962029668,-0.134139075214589,-0.441575831764233,-0.392098835242646,-0.123219456823112,-0.334477848233736,-0.0368981167395476,-0.216740786205873
"YBR091C",-0.464471781220026,-0.117404090153221,-0.392098835242646,-0.312678190396485,-0.29668667178222,-0.173529962029668,-0.134139075214589,-0.441575831764233,-0.392098835242646,-0.123219456823112,2.98770077949324,-0.0368981167395476,-0.216740786205873
"YBR098W",2.15151871070886,-0.117404090153221,-0.392098835242646,-0.312678190396485,-0.29668667178222,-0.173529962029668,-0.134139075214589,-0.441575831764233,-0.392098835242646,-0.123219456823112,-0.334477848233736,-0.0368981167395476,-0.216740786205873
"YBR102C",-0.464471781220026,-0.117404090153221,2.5486424290772,-0.312678190396485,-0.29668667178222,-0.173529962029668,-0.134139075214589,-0.441575831764233,-0.392098835242646,-0.123219456823112,-0.334477848233736,-0.0368981167395476,-0.216740786205873
"YBR103W",2.15151871070886,-0.117404090153221,-0.392098835242646,-0.312678190396485,-0.29668667178222,-0.173529962029668,-0.134139075214589,-0.441575831764233,-0.392098835242646,-0.123219456823112,-0.334477848233736,-0.0368981167395476,-0.216740786205873
"YBR107C",2.15151871070886,-0.117404090153221,-0.392098835242646,-0.312678190396485,-0.29668667178222,-0.173529962029668,-0.134139075214589,-0.441575831764233,-0.392098835242646,-0.123219456823112,-0.334477848233736,-0.0368981167395476,-0.216740786205873
"YBR108W",-0.464471781220026,-0.117404090153221,-0.392098835242646,-0.312678190396485,-0.29668667178222,-0.173529962029668,-0.134139075214589,-0.441575831764233,2.5486424290772,-0.123219456823112,-0.334477848233736,-0.0368981167395476,-0.216740786205873
"YBR109C",2.15151871070886,-0.117404090153221,-0.392098835242646,-0.312678190396485,-0.29668667178222,-0.173529962029668,-0.134139075214589,-0.441575831764233,-0.392098835242646,-0.123219456823112,-0.334477848233736,-0.0368981167395476,-0.216740786205873
"YBR112C",-0.464471781220026,-0.117404090153221,-0.392098835242646,3.19600074000682,-0.29668667178222,-0.173529962029668,-0.134139075214589,-0.441575831764233,-0.392098835242646,-0.123219456823112,-0.334477848233736,-0.0368981167395476,-0.216740786205873
"YBR114W",2.15151871070886,-0.117404090153221,-0.392098835242646,-0.312678190396485,-0.29668667178222,-0.173529962029668,-0.134139075214589,-0.441575831764233,-0.392098835242646,-0.123219456823112,-0.334477848233736,-0.0368981167395476,-0.216740786205873
"YBR118W",-0.464471781220026,-0.117404090153221,-0.392098835242646,-0.312678190396485,-0.29668667178222,-0.173529962029668,-0.134139075214589,-0.441575831764233,-0.392098835242646,-0.123219456823112,-0.334477848233736,-0.0368981167395476,4.61066763383402
"YBR119W",-0.464471781220026,-0.117404090153221,-0.392098835242646,-0.312678190396485,-0.29668667178222,-0.173529962029668,-0.134139075214589,2.2630761377917,-0.392098835242646,-0.123219456823112,-0.334477848233736,-0.0368981167395476,-0.216740786205873
"YBR123C",-0.464471781220026,-0.117404090153221,-0.392098835242646,-0.312678190396485,-0.29668667178222,-0.173529962029668,-0.134139075214589,2.2630761377917,-0.392098835242646,-0.123219456823112,-0.334477848233736,-0.0368981167395476,-0.216740786205873
"YBR127C",-0.464471781220026,-0.117404090153221,2.5486424290772,-0.312678190396485,-0.29668667178222,-0.173529962029668,-0.134139075214589,-0.441575831764233,-0.392098835242646,-0.123219456823112,-0.334477848233736,-0.0368981167395476,-0.216740786205873
"YBR128C",-0.464471781220026,-0.117404090153221,-0.392098835242646,-0.312678190396485,-0.29668667178222,-0.173529962029668,-0.134139075214589,-0.441575831764233,-0.392098835242646,-0.123219456823112,2.98770077949324,-0.0368981167395476,-0.216740786205873
"YBR130C",-0.464471781220026,-0.117404090153221,-0.392098835242646,-0.312678190396485,3.36826633258638,-0.173529962029668,-0.134139075214589,-0.441575831764233,-0.392098835242646,-0.123219456823112,-0.334477848233736,-0.0368981167395476,-0.216740786205873
"YBR131W",-0.464471781220026,-0.117404090153221,-0.392098835242646,-0.312678190396485,-0.29668667178222,-0.173529962029668,-0.134139075214589,-0.441575831764233,-0.392098835242646,8.11008061272119,-0.334477848233736,-0.0368981167395476,-0.216740786205873
"YBR133C",2.15151871070886,-0.117404090153221,-0.392098835242646,-0.312678190396485,-0.29668667178222,-0.173529962029668,-0.134139075214589,-0.441575831764233,-0.392098835242646,-0.123219456823112,-0.334477848233736,-0.0368981167395476,-0.216740786205873
"YBR135W",2.15151871070886,-0.117404090153221,-0.392098835242646,-0.312678190396485,-0.29668667178222,-0.173529962029668,-0.134139075214589,-0.441575831764233,-0.392098835242646,-0.123219456823112,-0.334477848233736,-0.0368981167395476,-0.216740786205873
"YBR136W",2.15151871070886,-0.117404090153221,-0.392098835242646,-0.312678190396485,-0.29668667178222,-0.173529962029668,-0.134139075214589,-0.441575831764233,-0.392098835242646,-0.123219456823112,-0.334477848233736,-0.0368981167395476,-0.216740786205873
"YBR143C",-0.464471781220026,-0.117404090153221,-0.392098835242646,-0.312678190396485,-0.29668667178222,-0.173529962029668,-0.134139075214589,-0.441575831764233,-0.392098835242646,-0.123219456823112,-0.334477848233736,-0.0368981167395476,4.61066763383402
"YBR154C",-0.464471781220026,-0.117404090153221,-0.392098835242646,-0.312678190396485,-0.29668667178222,-0.173529962029668,-0.134139075214589,2.2630761377917,-0.392098835242646,-0.123219456823112,-0.334477848233736,-0.0368981167395476,-0.216740786205873
"YBR155W",-0.464471781220026,-0.117404090153221,-0.392098835242646,-0.312678190396485,-0.29668667178222,-0.173529962029668,-0.134139075214589,-0.441575831764233,2.5486424290772,-0.123219456823112,-0.334477848233736,-0.0368981167395476,-0.216740786205873
"YBR156C",2.15151871070886,-0.117404090153221,-0.392098835242646,-0.312678190396485,-0.29668667178222,-0.173529962029668,-0.134139075214589,-0.441575831764233,-0.392098835242646,-0.123219456823112,-0.334477848233736,-0.0368981167395476,-0.216740786205873
"YBR160W",2.15151871070886,-0.117404090153221,-0.392098835242646,-0.312678190396485,-0.29668667178222,-0.173529962029668,-0.134139075214589,-0.441575831764233,-0.392098835242646,-0.123219456823112,-0.334477848233736,-0.0368981167395476,-0.216740786205873
"YBR164C",-0.464471781220026,-0.117404090153221,-0.392098835242646,-0.312678190396485,-0.29668667178222,-0.173529962029668,-0.134139075214589,-0.441575831764233,-0.392098835242646,-0.123219456823112,2.98770077949324,-0.0368981167395476,-0.216740786205873
"YBR167C",-0.464471781220026,-0.117404090153221,-0.392098835242646,-0.312678190396485,-0.29668667178222,-0.173529962029668,-0.134139075214589,2.2630761377917,-0.392098835242646,-0.123219456823112,-0.334477848233736,-0.0368981167395476,-0.216740786205873
"YBR170C",-0.464471781220026,-0.117404090153221,-0.392098835242646,-0.312678190396485,-0.29668667178222,-0.173529962029668,-0.134139075214589,-0.441575831764233,-0.392098835242646,-0.123219456823112,2.98770077949324,-0.0368981167395476,-0.216740786205873
"YBR171W",-0.464471781220026,-0.117404090153221,-0.392098835242646,-0.312678190396485,-0.29668667178222,-0.173529962029668,-0.134139075214589,-0.441575831764233,-0.392098835242646,-0.123219456823112,2.98770077949324,-0.0368981167395476,-0.216740786205873
"YBR173C",-0.464471781220026,-0.117404090153221,-0.392098835242646,-0.312678190396485,-0.29668667178222,-0.173529962029668,-0.134139075214589,-0.441575831764233,-0.392098835242646,-0.123219456823112,2.98770077949324,-0.0368981167395476,-0.216740786205873
"YBR175W",-0.464471781220026,-0.117404090153221,-0.392098835242646,-0.312678190396485,-0.29668667178222,-0.173529962029668,-0.134139075214589,-0.441575831764233,2.5486424290772,-0.123219456823112,-0.334477848233736,-0.0368981167395476,-0.216740786205873
"YBR179C",-0.464471781220026,-0.117404090153221,-0.392098835242646,-0.312678190396485,3.36826633258638,-0.173529962029668,-0.134139075214589,-0.441575831764233,-0.392098835242646,-0.123219456823112,-0.334477848233736,-0.0368981167395476,-0.216740786205873
