ID,Globalisation_score
BRA_1999,56.770000000000003
BRA_2000,56.280000000000001
BRA_2001,58.93
BRA_2002,59.439999999999998
BRA_2003,58.229999999999997
BRA_2004,59.270000000000003
BRA_2005,59.780000000000001
BRA_2006,59.619999999999997
BRA_2007,60.289999999999999
BRA_2008,58.82
BRA_2009,59.310000000000002
BRA_2010,59.789999999999999
BRB_1983,44.039999999999999
BRB_1984,44.119999999999997
BRB_1985,44.210000000000001
BRB_2000,48.189999999999998
BRB_2009,56.030000000000001
BWA_2000,49.090000000000003
BWA_2001,49.740000000000002
BWA_2002,50.920000000000002
BWA_2003,51.060000000000002
BWA_2004,50.289999999999999
BWA_2005,48.170000000000002
BWA_2006,53.990000000000002
BWA_2007,54.909999999999997
BWA_2008,55.270000000000003
BWA_2009,52.009999999999998
BWA_2010,46.710000000000001
CAN_1970,69.840000000000003
CAN_1971,70.829999999999998
CAN_1972,70.989999999999995
CAN_1973,72.079999999999998
CAN_1974,72.790000000000006
CAN_1975,72.870000000000005
CAN_1976,77.640000000000001
CAN_1977,78.370000000000005
CAN_1978,79.239999999999995
CAN_1979,79.819999999999993
CAN_1980,79.769999999999996
CAN_1981,79.799999999999997
CAN_1982,79.299999999999997
CAN_1983,79.200000000000003
CAN_1984,80.099999999999994
CAN_1985,80.0
CAN_1986,79.870000000000005
CAN_1987,79.950000000000003
CAN_1988,79.75
CAN_1989,79.349999999999994
CAN_1990,79.219999999999999
CAN_1991,80.75
CAN_1992,81.659999999999997
CAN_1993,82.739999999999995
CAN_1994,83.709999999999994
CAN_1995,85.019999999999996
CAN_1996,85.400000000000006
CAN_1997,86.489999999999995
CAN_1998,87.480000000000004
CAN_1999,88.400000000000006
CAN_2000,89.120000000000005
CAN_2001,88.549999999999997
CAN_2002,87.629999999999995
CAN_2003,87.519999999999996
CAN_2004,87.689999999999998
CAN_2005,87.189999999999998
CAN_2006,86.709999999999994
CAN_2007,86.780000000000001
CAN_2008,86.760000000000005
CAN_2009,86.260000000000005
CAN_2010,86.25
CHE_1970,63.399999999999999
CHE_1971,63.57
CHE_1972,63.640000000000001
CHE_1973,68.829999999999998
CHE_1974,68.840000000000003
CHE_1975,69.049999999999997
CHE_1976,73.859999999999999
CHE_1977,74.989999999999995
CHE_1978,75.700000000000003
CHE_1979,76.480000000000004
CHE_1980,76.670000000000002
CHE_1981,77.510000000000005
CHE_1982,77.299999999999997
CHE_1983,76.930000000000007
CHE_1984,77.489999999999995
CHE_1985,77.950000000000003
CHE_1986,77.950000000000003
CHE_1987,77.469999999999999
CHE_1988,76.329999999999998
CHE_1989,81.269999999999996
CHE_1990,81.290000000000006
CHE_1991,83.870000000000005
CHE_1992,84.420000000000002
CHE_1993,85.859999999999999
CHE_1994,86.170000000000002
CHE_1995,86.409999999999997
CHE_1996,87.170000000000002
CHE_1997,88.450000000000003
CHE_1998,89.879999999999995
CHE_1999,91.590000000000003
CHE_2000,91.739999999999995
CHE_2001,91.049999999999997
CHE_2002,90.540000000000006
CHE_2003,90.549999999999997
CHE_2004,88.150000000000006
CHE_2005,88.959999999999994
CHE_2006,88.280000000000001
CHE_2007,88.700000000000003
CHE_2008,87.010000000000005
CHE_2009,87.189999999999998
CHE_2010,87.400000000000006
CHL_1970,45.810000000000002
CHL_1971,45.729999999999997
CHL_1972,46.25
CHL_1973,46.259999999999998
CHL_1974,47.079999999999998
CHL_1975,47.869999999999997
CHL_1976,48.130000000000003
CHL_1977,48.270000000000003
CHL_1978,49.130000000000003
CHL_1979,49.979999999999997
CHL_1980,51.829999999999998
CHL_1981,51.030000000000001
CHL_1982,50.799999999999997
CHL_1983,51.560000000000002
CHL_1984,51.439999999999998
CHL_1985,51.579999999999998
CHL_1986,51.859999999999999
CHL_1987,51.350000000000001
CHL_1988,50.530000000000001
CHL_1989,49.960000000000001
CHL_1990,53.560000000000002
CHL_1991,56.840000000000003
CHL_1992,57.68
CHL_1993,58.850000000000001
CHL_1994,60.600000000000001
CHL_1995,61.719999999999999
CHL_1996,61.850000000000001
CHL_1997,63.689999999999998
CHL_1998,64.290000000000006
CHL_1999,65.819999999999993
CHL_2000,66.799999999999997
CHL_2001,69.099999999999994
CHL_2002,68.760000000000005
CHL_2003,69.739999999999995
CHL_2004,71.5
CHL_2005,71.870000000000005
CHL_2006,72.989999999999995
CHL_2007,74.299999999999997
CHL_2008,74.040000000000006
CHL_2009,73.239999999999995
CHL_2010,72.969999999999999
CHN_1970,16.280000000000001
CHN_1971,16.940000000000001
CHN_1972,17.879999999999999
CHN_1973,18.469999999999999
CHN_1974,19.010000000000002
CHN_1975,19.210000000000001
CHN_1976,19.359999999999999
CHN_1977,19.640000000000001
CHN_1978,19.75
CHN_1979,19.789999999999999
CHN_1980,20.0
CHN_1981,21.239999999999998
CHN_1982,21.489999999999998
CHN_1983,21.859999999999999
CHN_1984,22.579999999999998
CHN_1985,23.280000000000001
CHN_1986,24.59
CHN_1987,25.059999999999999
CHN_1988,25.829999999999998
CHN_1989,25.800000000000001
CHN_1990,34.240000000000002
CHN_1991,35.740000000000002
CHN_1992,36.909999999999997
CHN_1993,38.020000000000003
CHN_1994,39.460000000000001
CHN_1995,41.869999999999997
CHN_1996,42.670000000000002
CHN_1997,44.140000000000001
CHN_1998,50.170000000000002
CHN_1999,51.079999999999998
CHN_2000,52.18
CHN_2001,55.140000000000001
CHN_2002,55.960000000000001
CHN_2003,56.799999999999997
CHN_2004,59.130000000000003
CHN_2005,61.32
CHN_2006,60.420000000000002
CHN_2007,61.340000000000003
CHN_2008,60.359999999999999
CHN_2009,60.770000000000003
CHN_2010,60.990000000000002
CMR_1970,24.710000000000001
CMR_1971,25.460000000000001
CMR_1972,25.43
CMR_1973,25.829999999999998
CMR_1974,26.789999999999999
CMR_1975,27.18
CMR_1976,27.48
CMR_1977,27.859999999999999
CMR_1978,28.27
CMR_1979,27.93
CMR_1980,29.140000000000001
CMR_1981,28.920000000000002
CMR_1982,29.649999999999999
CMR_1983,30.890000000000001
CMR_1984,31.82
CMR_1985,33.829999999999998
CMR_1986,30.68
CMR_1987,30.030000000000001
CMR_1988,29.539999999999999
CMR_1989,28.539999999999999
CMR_1990,29.039999999999999
CMR_1991,29.18
CMR_1992,35.840000000000003
CMR_1993,34.439999999999998
CMR_1995,30.170000000000002
CMR_1998,36.399999999999999
COG_1971,29.09
COG_1972,28.620000000000001
COG_1973,29.399999999999999
COG_1974,31.0
COG_1975,30.719999999999999
COG_1976,30.969999999999999
COG_1981,32.299999999999997
COG_1982,32.280000000000001
COG_1983,32.659999999999997
COG_1984,32.07
COG_1985,33.829999999999998
COG_1986,34.039999999999999
COG_1987,32.200000000000003
COG_1996,40.210000000000001
COG_2004,46.289999999999999
COG_2005,47.619999999999997
COG_2006,46.299999999999997
COG_2007,44.600000000000001
COG_2008,44.270000000000003
COG_2009,50.799999999999997
COG_2010,50.579999999999998
COL_1970,32.299999999999997
COL_1971,32.469999999999999
COL_1972,32.909999999999997
COL_1973,33.600000000000001
COL_1974,33.5
COL_1975,34.329999999999998
COL_1976,34.659999999999997
COL_1977,34.619999999999997
COL_1978,34.729999999999997
COL_1979,34.960000000000001
COL_1980,35.229999999999997
COL_1981,35.700000000000003
COL_1982,35.75
COL_1983,36.549999999999997
COL_1984,37.079999999999998
COL_1985,38.039999999999999
COL_1986,38.979999999999997
COL_1987,39.299999999999997
COL_1988,38.240000000000002
COL_1989,38.130000000000003
COL_1990,38.210000000000001
COL_1991,40.369999999999997
COL_1992,45.359999999999999
COL_1993,47.600000000000001
COL_1994,47.490000000000002
COL_1995,51.100000000000001
COL_1996,49.030000000000001
COL_1997,54.399999999999999
COL_1998,50.719999999999999
COL_1999,51.079999999999998
COL_2000,50.359999999999999
COL_2001,52.469999999999999
COL_2002,52.109999999999999
COL_2003,53.289999999999999
COL_2004,53.939999999999998
COL_2005,53.200000000000003
COL_2006,56.990000000000002
COL_2007,57.850000000000001
COL_2008,56.359999999999999
COL_2009,56.770000000000003
COL_2010,52.950000000000003
CRI_1970,40.590000000000003
CRI_1971,42.340000000000003
CRI_1972,42.520000000000003
CRI_1973,43.439999999999998
CRI_1974,43.490000000000002
CRI_1975,42.880000000000003
CRI_1976,43.100000000000001
CRI_1977,43.710000000000001
CRI_1978,44.359999999999999
CRI_1979,44.789999999999999
CRI_1980,45.479999999999997
CRI_1981,49.560000000000002
CRI_1982,49.850000000000001
CRI_1983,50.079999999999998
CRI_1984,49.609999999999999
CRI_1985,49.640000000000001
CRI_1986,49.829999999999998
CRI_1987,49.850000000000001
CRI_1988,49.57
CRI_1989,49.219999999999999
CRI_1990,49.43
CRI_1991,50.280000000000001
CRI_1992,49.68
CRI_1993,52.780000000000001
CRI_1994,53.719999999999999
CRI_1995,53.530000000000001
CRI_1996,54.950000000000003
CRI_1997,56.68
CRI_1998,58.950000000000003
CRI_1999,61.399999999999999
CRI_2000,61.68
CRI_2001,60.700000000000003
CRI_2002,60.5
CRI_2003,62.909999999999997
CRI_2004,59.270000000000003
CRI_2005,62.18
CRI_2006,63.82
CRI_2007,65.400000000000006
CRI_2008,63.869999999999997
CRI_2009,63.659999999999997
CRI_2010,62.310000000000002
CUB_1970,32.5
CUB_1971,32.460000000000001
CUB_1972,32.990000000000002
CUB_1973,32.899999999999999
CUB_1974,33.439999999999998
CUB_1975,34.109999999999999
CUB_1976,34.68
CUB_1977,35.049999999999997
CUB_1978,35.32
CUB_1979,35.240000000000002
CUB_1980,35.399999999999999
CUB_1981,35.460000000000001
CUB_1982,35.420000000000002
CUB_1983,35.530000000000001
CUB_1984,35.490000000000002
CUB_1985,35.649999999999999
CUB_1986,35.649999999999999
CUB_1987,35.710000000000001
CUB_1988,36.18
CUB_1989,36.68
CUB_1996,48.200000000000003
CUB_2006,48.43
CUB_2007,49.340000000000003
CUB_2008,49.939999999999998
CYM_2006,33.899999999999999
CYP_1970,43.710000000000001
CYP_1971,44.119999999999997
CYP_1972,44.490000000000002
CYP_1973,44.950000000000003
CYP_1974,45.409999999999997
CYP_1976,47.460000000000001
CYP_1977,47.649999999999999
CYP_1978,47.689999999999998
CYP_1979,48.039999999999999
CYP_1980,47.520000000000003
CYP_1981,46.759999999999998
CYP_1982,47.490000000000002
CYP_1983,48.560000000000002
CYP_1986,50.57
CYP_1992,51.619999999999997
CYP_2000,66.640000000000001
CYP_2001,67.659999999999997
CYP_2002,67.609999999999999
CYP_2003,69.680000000000007
CYP_2004,76.290000000000006
CYP_2005,76.25
CYP_2006,76.640000000000001
CYP_2007,87.239999999999995
CYP_2008,87.040000000000006
CYP_2009,86.480000000000004
CYP_2010,86.129999999999995
DEU_1970,46.259999999999998
DEU_1971,49.649999999999999
DEU_1972,49.719999999999999
DEU_1973,49.960000000000001
DEU_1974,55.130000000000003
DEU_1975,54.979999999999997
DEU_1976,55.240000000000002
DEU_1977,55.759999999999998
DEU_1978,55.710000000000001
DEU_1979,55.759999999999998
DEU_1980,56.68
DEU_1981,57.869999999999997
DEU_1982,58.060000000000002
DEU_1983,58.090000000000003
DEU_1984,58.579999999999998
DEU_1985,60.810000000000002
DEU_1986,60.68
DEU_1987,60.649999999999999
DEU_1988,60.299999999999997
DEU_1989,59.700000000000003
DEU_1990,58.920000000000002
DEU_1991,66.790000000000006
DEU_1992,67.650000000000006
DEU_1993,68.799999999999997
DEU_1994,69.849999999999994
DEU_1995,71.010000000000005
DEU_1996,72.370000000000005
DEU_1997,74.599999999999994
DEU_1998,76.540000000000006
DEU_1999,78.060000000000002
DEU_2000,80.609999999999999
DEU_2001,80.25
DEU_2002,80.519999999999996
DEU_2003,80.670000000000002
DEU_2004,80.469999999999999
DEU_2005,80.670000000000002
DEU_2006,81.019999999999996
DEU_2007,81.469999999999999
DEU_2008,80.480000000000004
DEU_2009,79.459999999999994
DEU_2010,79.670000000000002
DNK_1970,66.540000000000006
DNK_1971,66.730000000000004
DNK_1972,66.819999999999993
DNK_1973,67.329999999999998
DNK_1974,67.609999999999999
DNK_1975,67.640000000000001
DNK_1976,68.25
DNK_1977,69.140000000000001
DNK_1978,69.760000000000005
DNK_1979,70.579999999999998
DNK_1980,71.579999999999998
DNK_1981,76.329999999999998
DNK_1982,76.719999999999999
DNK_1983,76.629999999999995
DNK_1984,76.439999999999998
DNK_1985,77.140000000000001
DNK_1986,76.629999999999995
DNK_1987,76.290000000000006
DNK_1988,76.109999999999999
DNK_1989,75.640000000000001
DNK_1990,76.310000000000002
DNK_1991,79.590000000000003
DNK_1992,80.739999999999995
DNK_1993,82.390000000000001
DNK_1994,83.370000000000005
DNK_1995,84.290000000000006
DNK_1996,84.469999999999999
DNK_1997,85.670000000000002
DNK_1998,86.200000000000003
DNK_1999,86.450000000000003
DNK_2000,89.519999999999996
DNK_2001,89.689999999999998
DNK_2002,89.170000000000002
DNK_2003,88.900000000000006
DNK_2004,88.680000000000007
DNK_2005,89.450000000000003
DNK_2006,89.099999999999994
DNK_2007,89.680000000000007
DNK_2008,88.680000000000007
DNK_2009,87.450000000000003
DNK_2010,87.640000000000001
DOM_1970,30.809999999999999
DOM_1971,30.969999999999999
DOM_1972,32.030000000000001
DOM_1973,32.829999999999998
DOM_1974,33.619999999999997
DOM_1975,33.799999999999997
DOM_1976,33.850000000000001
DOM_1977,33.5
DOM_1978,33.670000000000002
DOM_1979,33.829999999999998
DOM_1980,33.93
DOM_1981,32.670000000000002
DOM_1982,31.329999999999998
DOM_1983,32.380000000000003
DOM_1984,32.439999999999998
DOM_1985,34.969999999999999
DOM_1986,34.539999999999999
DOM_1987,34.890000000000001
DOM_1988,35.039999999999999
DOM_1989,34.350000000000001
DOM_1990,33.979999999999997
DOM_1991,32.32
DOM_1992,32.710000000000001
DOM_1993,34.509999999999998
DOM_1994,34.289999999999999
DOM_1995,34.479999999999997
DOM_1996,39.560000000000002
DOM_1997,40.619999999999997
DOM_1998,42.329999999999998
DOM_1999,45.520000000000003
DOM_2000,51.850000000000001
DOM_2001,53.969999999999999
DOM_2002,50.990000000000002
DOM_2003,51.560000000000002
DOM_2004,55.990000000000002
DOM_2005,56.549999999999997
DOM_2006,59.840000000000003
DOM_2007,61.359999999999999
DOM_2008,56.189999999999998
DOM_2009,55.759999999999998
DOM_2010,61.149999999999999
DZA_1970,32.859999999999999
DZA_1971,33.25
DZA_1972,33.789999999999999
DZA_1973,35.0
DZA_1974,36.909999999999997
DZA_1975,38.100000000000001
DZA_1976,38.520000000000003
DZA_1977,38.859999999999999
DZA_1978,38.340000000000003
DZA_1979,38.369999999999997
DZA_1980,38.359999999999999
DZA_1981,38.009999999999998
DZA_1982,37.560000000000002
DZA_1983,36.600000000000001
DZA_1984,36.210000000000001
DZA_1985,35.890000000000001
DZA_1986,35.200000000000003
DZA_1987,34.649999999999999
DZA_1988,34.399999999999999
DZA_1989,36.68
DZA_1990,36.479999999999997
DZA_1991,41.810000000000002
DZA_1992,42.43
DZA_1993,42.18
DZA_1994,37.57
DZA_1995,43.979999999999997
DZA_1996,44.07
DZA_1997,44.979999999999997
DZA_1998,40.759999999999998
DZA_1999,46.979999999999997
DZA_2000,48.439999999999998
DZA_2001,48.270000000000003
DZA_2002,50.509999999999998
DZA_2003,51.560000000000002
DZA_2004,53.200000000000003
DZA_2005,53.82
DZA_2006,54.200000000000003
DZA_2007,48.600000000000001
DZA_2008,51.670000000000002
DZA_2009,53.649999999999999
DZA_2010,50.969999999999999
ECU_1970,27.489999999999998
ECU_1971,28.289999999999999
ECU_1972,28.300000000000001
ECU_1973,28.82
ECU_1974,29.260000000000002
ECU_1975,29.289999999999999
ECU_1976,29.760000000000002
ECU_1977,30.239999999999998
ECU_1978,30.579999999999998
ECU_1979,31.16
ECU_1980,31.399999999999999
ECU_1981,31.09
ECU_1982,32.130000000000003
ECU_1983,32.700000000000003
ECU_1984,33.25
ECU_1985,33.130000000000003
ECU_1986,33.630000000000003
ECU_1987,33.310000000000002
ECU_1988,32.869999999999997
ECU_1989,32.0
ECU_1990,32.020000000000003
ECU_1991,37.689999999999998
ECU_1992,40.969999999999999
ECU_1993,41.299999999999997
ECU_1994,42.479999999999997
ECU_1995,42.299999999999997
ECU_1996,43.079999999999998
ECU_1997,51.420000000000002
ECU_1998,48.880000000000003
ECU_1999,51.969999999999999
ECU_2000,52.560000000000002
ECU_2001,51.640000000000001
ECU_2002,51.469999999999999
ECU_2003,55.719999999999999
ECU_2004,57.07
ECU_2005,57.539999999999999
ECU_2006,57.649999999999999
ECU_2007,57.509999999999998
ECU_2008,55.109999999999999
ECU_2009,53.640000000000001
ECU_2010,54.039999999999999
EGY_1970,29.399999999999999
EGY_1971,29.98
EGY_1972,30.890000000000001
EGY_1973,31.879999999999999
EGY_1974,33.380000000000003
EGY_1975,34.0
EGY_1976,34.289999999999999
EGY_1977,35.030000000000001
EGY_1978,35.479999999999997
EGY_1979,35.829999999999998
EGY_1980,35.670000000000002
EGY_1981,37.710000000000001
EGY_1982,37.399999999999999
EGY_1983,38.219999999999999
EGY_1984,38.170000000000002
EGY_1985,38.219999999999999
EGY_1986,37.649999999999999
EGY_1987,36.399999999999999
EGY_1988,36.579999999999998
EGY_1989,40.409999999999997
EGY_1990,40.93
EGY_1991,45.380000000000003
EGY_1992,47.939999999999998
EGY_1993,47.600000000000001
EGY_1994,53.259999999999998
EGY_1995,53.229999999999997
EGY_1996,52.07
EGY_1997,51.880000000000003
EGY_1998,52.640000000000001
EGY_1999,53.079999999999998
EGY_2000,53.979999999999997
EGY_2001,54.350000000000001
EGY_2002,54.490000000000002
EGY_2003,53.859999999999999
EGY_2004,55.219999999999999
EGY_2005,58.060000000000002
EGY_2006,58.729999999999997
EGY_2007,59.020000000000003
EGY_2008,58.829999999999998
EGY_2009,58.93
EGY_2010,60.18
ESP_1970,45.990000000000002
ESP_1971,46.219999999999999
ESP_1972,46.850000000000001
ESP_1973,46.630000000000003
ESP_1974,47.0
ESP_1975,47.219999999999999
ESP_1976,48.060000000000002
ESP_1977,48.409999999999997
ESP_1978,49.079999999999998
ESP_1979,49.689999999999998
ESP_1980,49.979999999999997
ESP_1981,59.130000000000003
ESP_1982,59.310000000000002
ESP_1983,59.960000000000001
ESP_1984,60.68
ESP_1985,60.890000000000001
ESP_1986,61.259999999999998
ESP_1987,62.149999999999999
ESP_1988,62.469999999999999
ESP_1989,67.629999999999995
ESP_1990,68.849999999999994
ESP_1991,71.409999999999997
ESP_1992,73.609999999999999
ESP_1993,75.329999999999998
ESP_1994,76.739999999999995
ESP_1995,77.609999999999999
ESP_1996,78.319999999999993
ESP_1997,79.680000000000007
ESP_1998,81.510000000000005
ESP_1999,82.590000000000003
ESP_2000,84.129999999999995
ESP_2001,84.340000000000003
ESP_2002,84.060000000000002
ESP_2003,84.400000000000006
ESP_2004,84.530000000000001
ESP_2005,84.5
ESP_2006,84.840000000000003
ESP_2007,85.540000000000006
ESP_2008,85.109999999999999
ESP_2009,84.299999999999997
ESP_2010,84.530000000000001
ETH_1970,22.390000000000001
ETH_1971,22.690000000000001
ETH_1974,22.440000000000001
FIN_1970,53.560000000000002
FIN_1971,53.759999999999998
FIN_1972,54.420000000000002
FIN_1973,54.140000000000001
FIN_1974,55.380000000000003
FIN_1975,55.219999999999999
FIN_1976,56.240000000000002
FIN_1977,57.219999999999999
FIN_1978,58.450000000000003
FIN_1979,59.0
FIN_1980,59.32
FIN_1981,60.780000000000001
FIN_1982,61.420000000000002
FIN_1983,61.840000000000003
FIN_1984,66.280000000000001
FIN_1985,67.120000000000005
FIN_1986,66.909999999999997
FIN_1987,67.109999999999999
FIN_1988,66.519999999999996
FIN_1989,65.209999999999994
FIN_1990,66.25
FIN_1991,70.170000000000002
FIN_1992,71.739999999999995
FIN_1993,73.900000000000006
FIN_1994,75.370000000000005
FIN_1995,76.629999999999995
FIN_1996,82.549999999999997
FIN_1997,83.870000000000005
FIN_1998,85.540000000000006
FIN_1999,85.629999999999995
FIN_2000,87.420000000000002
FIN_2001,87.150000000000006
FIN_2002,86.760000000000005
FIN_2003,86.920000000000002
FIN_2004,87.790000000000006
