"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"sig_1",0.043076255107241,0.0538366067258479,-0.0136632524053503,0.0656886331273522,-0.00185724776548915,0.0694386816716205,0.0109233484133978,-0.0162327653406754,-0.0434189685233271,0.00255632603573862,0.0257923960184098,0.00208421505059888
"sig_2",0.0520659482212493,-0.0120615308023232,-0.0672482628447101,-0.0651779925146063,0.0345028209074672,0.0106714172648698,-0.0147315279007835,0.00268005499147859,-0.0570788825085959,-0.0376990277866925,-0.069627400085364,-0.0171148365654932
"sig_3",-0.139749872894985,0.0630258245838019,-0.0230098931165171,-0.0283155446933893,0.0890587224721091,0.0141276346256788,-0.0425720111366863,-0.0498227748932398,-0.0116129117401583,0.010054008153675,0.0322643963938036,0.0373716576503597
"sig_4",-0.131455794215152,0.0959671200207659,0.017685555713566,0.0729998585633229,-0.085230660330264,0.0249612557419729,-0.0184236666643976,-0.00546828538615516,-0.0196923017748114,0.044193132518727,0.0124606136092667,0.00178187495065859
"sig_5",0.00316190160553,0.00211151362520898,0.0187145949200123,0.0116517255043526,-0.0231540449221648,-0.0303808131763574,0.0123131293350098,0.0359527064347754,-0.0335264383951249,-0.0214759568617,0.0570147830998744,0.00265512658946746
"sig_6",-0.185405304230489,-0.0399037511061318,-0.0516500249299224,0.0484224774715278,0.0685988070546079,0.0490426325051931,-0.0293788200083203,-0.0122311133661515,0.00652856317362772,0.0377108754380065,0.0508212801206137,0.00706287504266122
"sig_7",-0.0565322508167033,-0.0680649840276372,-0.0523595838183122,0.0500613966760678,0.0225374817233868,0.010519459168359,-0.0548188988470261,-0.0656376377466875,0.0300188887028114,0.0292195819255009,0.068119148075605,0.0051593298794208
"sig_8",-0.0127532918206203,-0.0212722989725217,-0.0536892019407253,-0.0497700667721103,0.0320433139895241,-0.0603583037496779,0.0400412006609272,-0.00111700362883946,-0.0088683782969085,-0.005677743306683,0.0441120816705478,-0.0397396875151497
"sig_9",-0.242108331839171,0.165750222831915,-0.0469095416182468,-0.14016667130366,-0.0212741358096987,-0.0206319131859862,0.0120522284304724,-0.0614793614975924,-0.0235001693656171,0.00334192653976268,0.0251277277212479,0.0357855977670208
"sig_10",-0.349459752565255,0.0417015012953969,0.130739984694202,-0.0837548640025459,0.058032202189405,-0.031981515636163,-0.0460095394444864,-0.0310604807933283,-0.0517209410528492,0.0161516133271514,-0.000542246906198104,0.0220042166346132
"sig_11",-0.288504220277279,0.109937769836678,0.119768361741375,0.0593225987998375,-0.135471971041432,0.0284832326392826,-0.0694001854066582,0.0242971691380553,0.0394075624667456,-0.0435260133174534,0.00290714030183681,0.00276485932491764
"sig_12",-0.333130264304965,-0.00796324704663828,0.105288469042331,-0.0391440949363376,0.0392101744725994,0.000588271768048322,-0.00792259890652836,0.0123015824829772,0.0226314070118294,0.0304635453215026,0.01329346851534,-0.0254526067180831
"sig_13",-0.271729086456703,0.110957348788539,-0.0633624201504375,0.0164370171804023,0.138361062641534,0.000144579078071531,0.00968614537555269,0.0334026137768988,-0.0267219771214741,0.00160799202834899,0.0294391178935104,0.0206989732137019
"sig_14",-0.356236868017221,-0.084049867533953,0.0781763683766921,0.00511913847832468,-0.0206955127566941,0.00372720221696997,0.0236172426416623,-0.018957262892722,0.0422372307927352,-0.0448476018636517,0.000966789326918524,-0.00275823794847672
"sig_15",-0.095328573686435,-0.0532377484372458,-0.0897075159979701,-0.0497279624402289,-0.000360809108736167,0.010175253627959,-0.0266477558307717,0.0457718006309273,0.0109958339853092,-0.00173600843288411,0.0228484566186309,0.0242943802165028
"sig_16",-0.108989108396107,-0.0368693084349058,0.0450030851859968,-0.0700922206186283,-0.00495741281431711,-0.112231136179161,-0.0445105407363399,0.073977652730286,-0.0251968287157204,0.00788884945116983,0.0411751428142944,0.039143550629821
"sig_17",-0.400019683896599,-0.0833720976541606,-0.026252171730263,0.119376025192035,-0.0755920875560546,-0.058669221181368,-0.0250901546204576,-0.01724825869974,0.0169332924608236,-0.000647838742861805,0.000261559020262607,0.00243834408689609
"sig_18",-0.252409207502432,-0.0674931540247988,-0.0752340114084622,0.0560138358114725,-0.00125520023628559,0.00166563591570857,0.0438176938681508,0.0211481163646695,0.0700045514285156,0.0488884871778107,-0.00707261445075347,-0.00235551919467784
"sig_19",-0.257306300117188,-0.00817782249579646,-0.0721748050283775,-0.11368509211463,-0.0149637782228777,-0.0244921439782217,-0.053966643488831,0.0185116677167128,-0.0234817684964525,0.0491919039244332,0.0399070768315142,-0.00287554303359467
