"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"sig_1",0.0811212960801469,0.113222318361203,-0.0364206823922371,0.197653297515204,-0.00575340149568652,0.244517564467034,0.041488493486911,-0.0707277251586269,-0.213144364256352,0.0142519278421749,0.166000557064128,0.0179962832479265
"sig_2",0.0980507054486165,-0.0253662807423634,-0.179256559846457,-0.196116809447951,0.106883198409543,0.0375777433586265,-0.0559525226362171,0.0116772582409192,-0.280201085804734,-0.21017812916842,-0.448123826605625,-0.147779110646971
"sig_3",-0.263177260605727,0.132547915070934,-0.0613350309438661,-0.0851998361533387,0.275887039196471,0.0497482775765744,-0.161694797229274,-0.217082638437405,-0.0570079569875415,0.0560527087419835,0.207654526197811,0.32268788018157
"sig_4",-0.24755783383281,0.201825866747692,0.0471425095917729,0.219652351955796,-0.264028428373651,0.0878971966796485,-0.0699758119473083,-0.0238258471532132,-0.0966698032055224,0.246383805105892,0.0801968455750612,0.0153857090299817
"sig_5",0.00595449989048264,0.00444066746470323,0.049885510232854,0.0350593680829436,-0.0717268418149433,-0.106981328930487,0.0467670870584413,0.156649411610468,-0.164581786268585,-0.119731905576811,0.366948683197713,0.022925854100049
"sig_6",-0.349155666895077,-0.0839205047701423,-0.137677991865779,0.145700433856617,0.212506099855984,0.172696035790702,-0.1115851052662,-0.053292141319729,0.032048814020137,0.21024418172559,0.327087130823839,0.0609848296488908
"sig_7",-0.10646165608319,-0.143145635646599,-0.139569387716923,0.150631846944634,0.0698168459081282,0.0370426464534831,-0.208210288796157,-0.28598952212884,0.147363172499262,0.162903857864286,0.438416675954157,0.0445485516731338
"sig_8",-0.0240170265312382,-0.0447371993336518,-0.143113609685651,-0.14975525211474,0.0992641122309034,-0.21254241977155,0.152082404584973,-0.0048668926090984,-0.0435350013684448,-0.0316543299962336,0.283906548478184,-0.343134779926417
"sig_9",-0.455938930199493,0.348584831757342,-0.125041788423286,-0.421753406425534,-0.0659032397622765,-0.0726520872961089,0.0457761468202496,-0.26787151121034,-0.115362682019035,0.0186317767110472,0.161722733960256,0.308992948413151
"sig_10",-0.658103356138208,0.0877013047989906,0.348499706896224,-0.252013541230896,0.179772761113871,-0.11261795476331,-0.174751038357171,-0.135333512358531,-0.253898871262396,0.0900478360174365,-0.00348991572674568,0.189996764053369
"sig_11",-0.543311766893839,0.231207164295389,0.31925381557859,0.178498268448184,-0.419666484621258,0.100299292922046,-0.263592172589017,0.105865110772198,0.193452312077713,-0.242664508511608,0.0187104334635697,0.0238733481641719
"sig_12",-0.627351628795554,-0.0167472904987324,0.280656301793437,-0.117782317488867,0.121465687372839,0.00207150793340363,-0.0300912028705297,0.0535991820624652,0.111097914663054,0.169839153405721,0.085557122234231,-0.219772100659659
"sig_13",-0.511720798875487,0.23335141334267,-0.168898481228303,0.049458033945114,0.42861634270807,0.000509112834406612,0.0367894132932561,0.145538411799275,-0.131178584359254,0.00896481357949881,0.189470957498908,0.178726559328864
"sig_14",-0.670866034504273,-0.176763013846814,0.208386451392137,0.0154031915798248,-0.0641107752346776,0.013124765425132,0.0897017819476877,-0.0825986239249524,0.20734319610632,-0.250032576721234,0.00622228220742143,-0.0238161754813633
