"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"ec:1.1.1.1",-2.14402797596305,0.426863461776974,1.77839948630589,0.409758591310176,1.41721955322519,1.03827804026715,0.212702354408054,-1.25791646374164,0.325331651430774,1.67260293426202,-0.292121781272534,-1.37052087150987
"ec:1.1.1.10",0.560496671333343,0.0255687980915548,0.274445009172814,-0.104126434049442,-0.122729560085538,-0.10392512464051,-0.021269988948571,0.183259827917074,0.421808464108559,0.0072957081399574,-0.311039784297024,0.0628375242160829
"ec:1.1.1.102",0.380574736584007,-0.660420565542977,-0.0999135962667178,0.513081499589953,0.784626989489861,1.41613141325073,-1.26297112184957,-0.973033806287767,0.606865273521975,-0.168500662977479,0.38066328167053,0.321268259941207
"ec:1.1.1.105",0.269190388152653,0.1777550107832,0.0281725556310248,0.313460919446545,-0.297117637904443,0.248275639334436,0.577874151128122,0.102330386811513,-0.414684351704511,-0.352273197920006,-0.0262366122483487,-0.0193563011178795
"ec:1.1.1.14",0.560496671333343,0.0255687980915548,0.274445009172814,-0.104126434049442,-0.122729560085538,-0.10392512464051,-0.021269988948571,0.183259827917074,0.421808464108559,0.0072957081399574,-0.311039784297024,0.0628375242160829
"ec:1.1.1.146",-1.11767680065456,-2.4474554511629,-0.278288589672797,0.0717366286123586,-1.11025482133304,1.05475154901665,0.13808292230503,0.370813485023917,-1.48451329039493,0.956491629059155,0.645585350381181,0.898817551742169
"ec:1.1.1.153",0.560496671333343,0.0255687980915548,0.274445009172814,-0.104126434049442,-0.122729560085538,-0.10392512464051,-0.021269988948571,0.183259827917074,0.421808464108559,0.0072957081399574,-0.311039784297024,0.0628375242160829
"ec:1.1.1.170",0.560496671333343,0.0255687980915548,0.274445009172814,-0.104126434049442,-0.122729560085538,-0.10392512464051,-0.021269988948571,0.183259827917074,0.421808464108559,0.0072957081399574,-0.311039784297024,0.0628375242160829
"ec:1.1.1.178",0.406532725255043,-0.103182300014071,0.131577936554963,-0.202780846070642,-0.220019369114096,0.068406862316975,0.15915428104635,0.146673161528936,-1.27634653917276,-0.756570512256719,-2.2912127755141,0.399065013122737
"ec:1.1.1.179",0.560496671333343,0.0255687980915548,0.274445009172814,-0.104126434049442,-0.122729560085538,-0.10392512464051,-0.021269988948571,0.183259827917074,0.421808464108559,0.0072957081399574,-0.311039784297024,0.0628375242160829
"ec:1.1.1.181",0.269190388152653,0.1777550107832,0.0281725556310248,0.313460919446545,-0.297117637904443,0.248275639334436,0.577874151128122,0.102330386811513,-0.414684351704511,-0.352273197920006,-0.0262366122483487,-0.0193563011178795
"ec:1.1.1.184",0.560496671333343,0.0255687980915548,0.274445009172814,-0.104126434049442,-0.122729560085538,-0.10392512464051,-0.021269988948571,0.183259827917074,0.421808464108559,0.0072957081399574,-0.311039784297024,0.0628375242160829
"ec:1.1.1.2",0.560496671333343,0.0255687980915548,0.274445009172814,-0.104126434049442,-0.122729560085538,-0.10392512464051,-0.021269988948571,0.183259827917074,0.421808464108559,0.0072957081399574,-0.311039784297024,0.0628375242160829
"ec:1.1.1.205",-0.245792128185576,-1.38570571862722,0.286959209829142,0.629219366614219,-1.21000327966698,-0.141893113929813,0.586457022167264,-0.29951234308211,-1.19885817077879,0.32686783750722,1.493817066457,0.763012417021582
"ec:1.1.1.21",0.380574736584007,-0.660420565542977,-0.0999135962667178,0.513081499589953,0.784626989489861,1.41613141325073,-1.26297112184957,-0.973033806287767,0.606865273521975,-0.168500662977479,0.38066328167053,0.321268259941207
"ec:1.1.1.211",-1.72191400382865,0.341627342254667,-0.709484857686369,2.51763262302573,-2.01090678351554,-2.74229748418918,-0.704642422697797,-0.618607841158866,0.654753221489566,1.42240406427015,-1.11791709711841,1.23949108336767
"ec:1.1.1.213",0.380574736584007,-0.660420565542977,-0.0999135962667178,0.513081499589953,0.784626989489861,1.41613141325073,-1.26297112184957,-0.973033806287767,0.606865273521975,-0.168500662977479,0.38066328167053,0.321268259941207
"ec:1.1.1.22",0.788567794521737,0.831552153069004,0.0546171617277102,2.24650341529474,2.71653145823173,1.03630158496017,-0.520284118743043,-1.26812107281011,0.485704272640099,-0.774215890461141,-0.152107004158088,1.74764686964341
"ec:1.1.1.239",-0.0650820184356475,-1.39347824263871,-0.446853466522093,-0.201281937291604,-1.13238218489429,-0.112488375957039,-0.61794528259888,0.142964657367536,-1.22551979947138,0.118400264638644,1.7624056593966,-0.154961395561881
"ec:1.1.1.27",0.0724643262949516,-0.115427976311303,-0.237230331779731,0.123716643953242,0.718882371286524,0.142911975644834,-0.361042772843819,-0.510811610321679,-0.208628250680606,-0.279021116719825,0.872844148027611,-1.22466656192193
"ec:1.1.1.270",0.560496671333343,0.0255687980915548,0.274445009172814,-0.104126434049442,-0.122729560085538,-0.10392512464051,-0.021269988948571,0.183259827917074,0.421808464108559,0.0072957081399574,-0.311039784297024,0.0628375242160829
"ec:1.1.1.271",0.560496671333343,0.0255687980915548,0.274445009172814,-0.104126434049442,-0.122729560085538,-0.10392512464051,-0.021269988948571,0.183259827917074,0.421808464108559,0.0072957081399574,-0.311039784297024,0.0628375242160829
"ec:1.1.1.30",0.269190388152653,0.1777550107832,0.0281725556310248,0.313460919446545,-0.297117637904443,0.248275639334436,0.577874151128122,0.102330386811513,-0.414684351704511,-0.352273197920006,-0.0262366122483487,-0.0193563011178795
"ec:1.1.1.31",0.380574736584007,-0.660420565542977,-0.0999135962667178,0.513081499589953,0.784626989489861,1.41613141325073,-1.26297112184957,-0.973033806287767,0.606865273521975,-0.168500662977479,0.38066328167053,0.321268259941207
"ec:1.1.1.330",0.560496671333343,0.0255687980915548,0.274445009172814,-0.104126434049442,-0.122729560085538,-0.10392512464051,-0.021269988948571,0.183259827917074,0.421808464108559,0.0072957081399574,-0.311039784297024,0.0628375242160829
"ec:1.1.1.34",0.560496671333343,0.0255687980915548,0.274445009172814,-0.104126434049442,-0.122729560085538,-0.10392512464051,-0.021269988948571,0.183259827917074,0.421808464108559,0.0072957081399574,-0.311039784297024,0.0628375242160829
"ec:1.1.1.35",-4.27111442458766,2.89517010001147,3.94535422266895,0.250806732148416,-4.96199820672254,3.60244846239844,-2.66183416242238,1.82128991747733,3.54894867235138,-6.45867203192949,1.02642045060127,0.0457623537114366
"ec:1.1.1.37",-0.601718853536722,1.0356531317275,-0.928190092526771,2.11326686421897,-0.0945172709706337,0.134940543023032,-0.798441100681754,-0.852235708592893,-1.63384901148123,-0.495809062911781,0.41074098941538,-0.733439428844966
"ec:1.1.1.38",0.414039813021268,-0.668769872688203,-0.0480571206738931,-0.249390282298521,-1.04751586284892,0.258713933518881,-0.955022827058359,-0.544712194264487,-0.847863958877467,0.568110747399546,0.874654091891018,-1.34115258577919
"ec:1.1.1.40",0.414039813021268,-0.668769872688203,-0.0480571206738931,-0.249390282298521,-1.04751586284892,0.258713933518881,-0.955022827058359,-0.544712194264487,-0.847863958877467,0.568110747399546,0.874654091891018,-1.34115258577919
"ec:1.1.1.41",0.269190388152653,0.1777550107832,0.0281725556310248,0.313460919446545,-0.297117637904443,0.248275639334436,0.577874151128122,0.102330386811513,-0.414684351704511,-0.352273197920006,-0.0262366122483487,-0.0193563011178795
"ec:1.1.1.42",0.269190388152653,0.1777550107832,0.0281725556310248,0.313460919446545,-0.297117637904443,0.248275639334436,0.577874151128122,0.102330386811513,-0.414684351704511,-0.352273197920006,-0.0262366122483487,-0.0193563011178795
"ec:1.1.1.44",0.560496671333343,0.0255687980915548,0.274445009172814,-0.104126434049442,-0.122729560085538,-0.10392512464051,-0.021269988948571,0.183259827917074,0.421808464108559,0.0072957081399574,-0.311039784297024,0.0628375242160829
"ec:1.1.1.49",0.406532725255043,-0.103182300014071,0.131577936554963,-0.202780846070642,-0.220019369114096,0.068406862316975,0.15915428104635,0.146673161528936,-1.27634653917276,-0.756570512256719,-2.2912127755141,0.399065013122737
"ec:1.1.1.50",0.380574736584007,-0.660420565542977,-0.0999135962667178,0.513081499589953,0.784626989489861,1.41613141325073,-1.26297112184957,-0.973033806287767,0.606865273521975,-0.168500662977479,0.38066328167053,0.321268259941207
"ec:1.1.1.62",-0.0650820184356475,-1.39347824263871,-0.446853466522093,-0.201281937291604,-1.13238218489429,-0.112488375957039,-0.61794528259888,0.142964657367536,-1.22551979947138,0.118400264638644,1.7624056593966,-0.154961395561881
"ec:1.1.1.64",0.384954800808969,-0.256325947807104,0.370883273696229,0.361268447223212,0.148311413084233,-0.993959607319879,-0.0198667038233007,-0.653199372248381,-0.293758894629602,-1.40853654227604,1.89160602768613,-0.488463864521877
"ec:1.1.1.8",0.560496671333343,0.0255687980915548,0.274445009172814,-0.104126434049442,-0.122729560085538,-0.10392512464051,-0.021269988948571,0.183259827917074,0.421808464108559,0.0072957081399574,-0.311039784297024,0.0628375242160829
"ec:1.1.1.81",-0.549692056031805,-1.73008571343852,2.44630168790823,-0.16285028374936,3.54555378144267,0.921877024706909,-1.06183456264725,-2.72931870678287,-2.22757290675569,1.11877637161826,-0.93230438261948,1.21715462313991
"ec:1.1.1.95",0.560496671333343,0.0255687980915548,0.274445009172814,-0.104126434049442,-0.122729560085538,-0.10392512464051,-0.021269988948571,0.183259827917074,0.421808464108559,0.0072957081399574,-0.311039784297024,0.0628375242160829
"ec:1.1.2.4",0.0724643262949516,-0.115427976311303,-0.237230331779731,0.123716643953242,0.718882371286524,0.142911975644834,-0.361042772843819,-0.510811610321679,-0.208628250680606,-0.279021116719825,0.872844148027611,-1.22466656192193
"ec:1.1.3.15",-0.512966347430712,0.568423705066126,-0.0635048532766918,1.24438815230971,0.28484913357153,1.45019911514601,1.40392626975055,2.30442186108496,-2.99161764320737,-0.607936674161556,1.80514900972246,-1.51449207429936
"ec:1.1.4.1",0.560496671333343,0.0255687980915548,0.274445009172814,-0.104126434049442,-0.122729560085538,-0.10392512464051,-0.021269988948571,0.183259827917074,0.421808464108559,0.0072957081399574,-0.311039784297024,0.0628375242160829
"ec:1.1.5.3",0.560496671333343,0.0255687980915548,0.274445009172814,-0.104126434049442,-0.122729560085538,-0.10392512464051,-0.021269988948571,0.183259827917074,0.421808464108559,0.0072957081399574,-0.311039784297024,0.0628375242160829
"ec:1.1.99.1",0.560496671333343,0.0255687980915548,0.274445009172814,-0.104126434049442,-0.122729560085538,-0.10392512464051,-0.021269988948571,0.183259827917074,0.421808464108559,0.0072957081399574,-0.311039784297024,0.0628375242160829
"ec:1.11.1.12",0.406532725255043,-0.103182300014071,0.131577936554963,-0.202780846070642,-0.220019369114096,0.068406862316975,0.15915428104635,0.146673161528936,-1.27634653917276,-0.756570512256719,-2.2912127755141,0.399065013122737
"ec:1.11.1.20",0.138745800138542,-2.08446456652312,0.821332285047287,-1.37203267546822,0.118272810724383,1.02834398311363,1.25829427203168,-1.70050235912048,-0.923460846565296,-0.658470715093897,1.34216813801271,-1.46107725414266
"ec:1.11.1.6",0.560496671333343,0.0255687980915548,0.274445009172814,-0.104126434049442,-0.122729560085538,-0.10392512464051,-0.021269988948571,0.183259827917074,0.421808464108559,0.0072957081399574,-0.311039784297024,0.0628375242160829
"ec:1.11.1.8",0.142642072051513,0.626063783872713,0.066374294003716,0.207519668807463,0.286424172842655,0.330264267160736,0.594361604092641,-0.997787334139295,1.26085128631858,3.15778199379761,-0.224516627024106,0.398395111056715
"ec:1.11.1.9",-0.269202831763464,2.92189903651642,-1.21876479505338,3.69073335164885,4.99246076441306,1.31293069344406,0.99499036544165,1.11185009952351,0.149585947940489,-1.78154763269594,0.171600838958467,1.65251927231531
"ec:1.13.11.11",0.788567794521737,0.831552153069004,0.0546171617277102,2.24650341529474,2.71653145823173,1.03630158496017,-0.520284118743043,-1.26812107281011,0.485704272640099,-0.774215890461141,-0.152107004158088,1.74764686964341
"ec:1.13.11.19",0.560496671333343,0.0255687980915548,0.274445009172814,-0.104126434049442,-0.122729560085538,-0.10392512464051,-0.021269988948571,0.183259827917074,0.421808464108559,0.0072957081399574,-0.311039784297024,0.0628375242160829
"ec:1.13.11.20",0.560496671333343,0.0255687980915548,0.274445009172814,-0.104126434049442,-0.122729560085538,-0.10392512464051,-0.021269988948571,0.183259827917074,0.421808464108559,0.0072957081399574,-0.311039784297024,0.0628375242160829
"ec:1.13.11.27",0.63578453018941,0.250827937213152,-1.09151516312506,1.34445920207085,-0.806681746634855,0.864778870169495,0.593014705641021,-0.108403202910137,-2.44938307516187,1.63749126533997,-0.0585628260561424,-1.64099035337574
"ec:1.13.11.31",0.322462001199895,0.583109007736948,0.136201232120893,-1.22363319402851,0.332251138711359,-1.0392250848519,1.32123709323759,0.603824289806297,0.446895847284566,0.213038582325626,1.13942854224948,-0.814567331966738
"ec:1.13.11.33",0.319742699925851,-1.29025698815357,-0.105170380210458,-0.165744294593851,-1.05183787423697,-0.33239358728571,-0.701400483522473,-0.605581645129531,0.19975865255506,-0.215812516097168,1.54812644583214,-0.663370287150657
"ec:1.13.11.34",-0.428761902179491,-0.678163880138681,0.62180608180628,1.01585808037074,-0.543225410040282,0.154732961084712,-0.217420639147503,-0.26128154291037,0.283758486914548,-0.0251524274124547,1.44753126359654,-2.02367244940343
"ec:1.13.11.5",0.560496671333343,0.0255687980915548,0.274445009172814,-0.104126434049442,-0.122729560085538,-0.10392512464051,-0.021269988948571,0.183259827917074,0.421808464108559,0.0072957081399574,-0.311039784297024,0.0628375242160829
"ec:1.13.11.52",-2.16672702657496,0.51004640049585,3.89323712821007,-1.10538752826254,2.8297409014281,1.26109482302229,2.42303757889144,-2.43726182985761,1.32091545914548,0.607061396470597,-0.102444347175704,-2.46243056072385
"ec:1.13.11.54",0.63578453018941,0.250827937213152,-1.09151516312506,1.34445920207085,-0.806681746634855,0.864778870169495,0.593014705641021,-0.108403202910137,-2.44938307516187,1.63749126533997,-0.0585628260561424,-1.64099035337574
"ec:1.13.11.6",0.560496671333343,0.0255687980915548,0.274445009172814,-0.104126434049442,-0.122729560085538,-0.10392512464051,-0.021269988948571,0.183259827917074,0.421808464108559,0.0072957081399574,-0.311039784297024,0.0628375242160829
"ec:1.13.99.1",0.560496671333343,0.0255687980915548,0.274445009172814,-0.104126434049442,-0.122729560085538,-0.10392512464051,-0.021269988948571,0.183259827917074,0.421808464108559,0.0072957081399574,-0.311039784297024,0.0628375242160829
"ec:1.14.11.1",0.560496671333343,0.0255687980915548,0.274445009172814,-0.104126434049442,-0.122729560085538,-0.10392512464051,-0.021269988948571,0.183259827917074,0.421808464108559,0.0072957081399574,-0.311039784297024,0.0628375242160829
"ec:1.14.11.2",0.269190388152653,0.1777550107832,0.0281725556310248,0.313460919446545,-0.297117637904443,0.248275639334436,0.577874151128122,0.102330386811513,-0.414684351704511,-0.352273197920006,-0.0262366122483487,-0.0193563011178795
"ec:1.14.11.4",0.560496671333343,0.0255687980915548,0.274445009172814,-0.104126434049442,-0.122729560085538,-0.10392512464051,-0.021269988948571,0.183259827917074,0.421808464108559,0.0072957081399574,-0.311039784297024,0.0628375242160829
"ec:1.14.13.100",0.19423133783659,0.20468801165932,0.289879324675389,0.0782246509687129,0.543628062681724,-0.400728987577012,0.434033397720196,-0.285677718675834,-0.468995381001824,-0.122804681371689,1.25103362142715,-1.09298636943782
"ec:1.14.13.126",0.560496671333343,0.0255687980915548,0.274445009172814,-0.104126434049442,-0.122729560085538,-0.10392512464051,-0.021269988948571,0.183259827917074,0.421808464108559,0.0072957081399574,-0.311039784297024,0.0628375242160829
"ec:1.14.13.13",0.560496671333343,0.0255687980915548,0.274445009172814,-0.104126434049442,-0.122729560085538,-0.10392512464051,-0.021269988948571,0.183259827917074,0.421808464108559,0.0072957081399574,-0.311039784297024,0.0628375242160829
"ec:1.14.13.15",2.00177482870705,-0.912248408780656,-0.71258760390258,-0.202447079594059,0.0458987835015791,1.78540144500976,1.3679645104669,-2.5342866166436,1.58203535085851,-0.784616587764757,2.29801654178097,-1.84653333570617
"ec:1.14.13.159",0.560496671333343,0.0255687980915548,0.274445009172814,-0.104126434049442,-0.122729560085538,-0.10392512464051,-0.021269988948571,0.183259827917074,0.421808464108559,0.0072957081399574,-0.311039784297024,0.0628375242160829
"ec:1.14.13.17",0.129901977930484,0.0408832170684629,-0.154239878268636,0.104577291238721,0.746969837634159,0.199177592314374,-0.346273478834554,-0.422371474215435,-0.299429594617345,-0.212887301228567,0.846028232571395,-1.02224830633174
"ec:1.14.13.30",0.499781457139201,-1.21046359165383,0.45317418266226,-0.21211002712375,-1.69855778056199,-0.418212941573587,-0.110982601198,-0.759602515077027,-0.441575150238318,0.691579089871395,1.50232266583159,-1.53197086013476
"ec:1.14.13.39",2.00177482870705,-0.912248408780656,-0.71258760390258,-0.202447079594059,0.0458987835015791,1.78540144500976,1.3679645104669,-2.5342866166436,1.58203535085851,-0.784616587764757,2.29801654178097,-1.84653333570617
"ec:1.14.13.70",0.269190388152653,0.1777550107832,0.0281725556310248,0.313460919446545,-0.297117637904443,0.248275639334436,0.577874151128122,0.102330386811513,-0.414684351704511,-0.352273197920006,-0.0262366122483487,-0.0193563011178795
"ec:1.14.13.72",0.560496671333343,0.0255687980915548,0.274445009172814,-0.104126434049442,-0.122729560085538,-0.10392512464051,-0.021269988948571,0.183259827917074,0.421808464108559,0.0072957081399574,-0.311039784297024,0.0628375242160829
"ec:1.14.13.8",0.560496671333343,0.0255687980915548,0.274445009172814,-0.104126434049442,-0.122729560085538,-0.10392512464051,-0.021269988948571,0.183259827917074,0.421808464108559,0.0072957081399574,-0.311039784297024,0.0628375242160829
"ec:1.14.13.9",0.406532725255043,-0.103182300014071,0.131577936554963,-0.202780846070642,-0.220019369114096,0.068406862316975,0.15915428104635,0.146673161528936,-1.27634653917276,-0.756570512256719,-2.2912127755141,0.399065013122737
"ec:1.14.13.98",0.406532725255043,-0.103182300014071,0.131577936554963,-0.202780846070642,-0.220019369114096,0.068406862316975,0.15915428104635,0.146673161528936,-1.27634653917276,-0.756570512256719,-2.2912127755141,0.399065013122737
"ec:1.14.13.99",0.560496671333343,0.0255687980915548,0.274445009172814,-0.104126434049442,-0.122729560085538,-0.10392512464051,-0.021269988948571,0.183259827917074,0.421808464108559,0.0072957081399574,-0.311039784297024,0.0628375242160829
"ec:1.14.14.1",-4.28642383774467,0.863363916456551,2.57364299483077,-1.89918955365026,0.371577897827205,-1.63370754277251,-1.75697035635511,0.0927224153239217,-1.60371302889054,0.512289060939676,-0.341146195461228,-0.845670295927681
"ec:1.14.15.3",-0.198055834466794,-2.99763952609379,1.15015097853231,-1.29062701678372,-0.467286858942464,0.642493880901807,2.22674385620294,-1.74760791744471,0.755048791321035,-0.0229239986810292,0.968922005122088,-1.70504483390776
"ec:1.14.15.4",-0.430769899954577,-0.389244663016733,-0.0270382187153682,1.10086945455997,-1.03653551653198,-1.42353194566923,1.32379711314686,-0.823551305400033,-0.108818890984467,0.162107903276803,0.335590086446073,1.03472962966358
"ec:1.14.15.5",-0.430769899954577,-0.389244663016733,-0.0270382187153682,1.10086945455997,-1.03653551653198,-1.42353194566923,1.32379711314686,-0.823551305400033,-0.108818890984467,0.162107903276803,0.335590086446073,1.03472962966358
"ec:1.14.15.6",0.193408361628892,0.204984777653328,0.292754642224658,0.0756361779405899,0.552865285223373,-0.407861887266013,0.432454695702116,-0.289938497336468,-0.469588873678884,-0.120282178151614,1.26506691381428,-1.10478195134156
"ec:1.14.16.1",0.391338336909262,0.445239240485802,-0.276176272970025,0.368141240304681,0.0791748504508293,0.913191006990656,0.379883776483288,-0.932839235210256,1.15312047683766,3.4283823642233,-0.363933561850693,0.578622872473068
"ec:1.14.16.2",0.142642072051513,0.626063783872713,0.066374294003716,0.207519668807463,0.286424172842655,0.330264267160736,0.594361604092641,-0.997787334139295,1.26085128631858,3.15778199379761,-0.224516627024106,0.398395111056715
"ec:1.14.16.4",0.380574736584007,-0.660420565542977,-0.0999135962667178,0.513081499589953,0.784626989489861,1.41613141325073,-1.26297112184957,-0.973033806287767,0.606865273521975,-0.168500662977479,0.38066328167053,0.321268259941207
"ec:1.14.17.1",0.359155806310739,-2.52018424776361,1.06597018188748,-0.422182288030276,-0.291415665632026,5.96384732860567,0.468593747498829,-0.0638833846536176,-0.887216668039537,1.42067168980319,0.947513087599035,3.03110552988177
"ec:1.14.18.1",0.142642072051513,0.626063783872713,0.066374294003716,0.207519668807463,0.286424172842655,0.330264267160736,0.594361604092641,-0.997787334139295,1.26085128631858,3.15778199379761,-0.224516627024106,0.398395111056715
"ec:1.14.21.6",0.269190388152653,0.1777550107832,0.0281725556310248,0.313460919446545,-0.297117637904443,0.248275639334436,0.577874151128122,0.102330386811513,-0.414684351704511,-0.352273197920006,-0.0262366122483487,-0.0193563011178795
"ec:1.14.99.1",0.260718031411629,0.524398830728788,-0.0598613904780301,-1.25242164609922,0.333354770041878,-0.962545724015566,1.1516213459257,0.603808464893686,0.417089529311223,0.122171766734086,0.908338128900488,-0.936799437995871
"ec:1.14.99.10",-0.602510346913416,-1.04795977349182,-0.570037768761461,0.486614393635763,-2.11237393876625,1.93352772188101,1.00850921306553,1.50948424241427,-0.115310659121563,0.776394534963566,0.858368173838155,-0.969077699029728
"ec:1.14.99.3",0.560496671333343,0.0255687980915548,0.274445009172814,-0.104126434049442,-0.122729560085538,-0.10392512464051,-0.021269988948571,0.183259827917074,0.421808464108559,0.0072957081399574,-0.311039784297024,0.0628375242160829
"ec:1.14.99.36",0.269190388152653,0.1777550107832,0.0281725556310248,0.313460919446545,-0.297117637904443,0.248275639334436,0.577874151128122,0.102330386811513,-0.414684351704511,-0.352273197920006,-0.0262366122483487,-0.0193563011178795
