ID,death,protein metabolism,cell cycle and proliferation,other metabolic processes,signal transduction,stress response,developmental processes,cell adhesion,DNA metabolism,cell-cell signaling,other biological processes,cell organization and biogenesis,RNA metabolism,transport
B3KV55,0,0,0,0,0,0,1,0,0,0,0,0,0,0
C9JQG9,0,1,0,0,0,0,0,0,0,0,0,0,0,0
P06309,0,0,0,0,0,0,0,0,0,0,1,0,0,0
C9JVQ5,0,0,0,0,0,0,0,0,0,0,0,1,0,0
C9JQG1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
C9JVQ6,0,0,0,0,0,0,1,0,0,0,0,0,0,0
F8W0K8,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Q9H469,0,1,0,0,0,0,0,0,0,0,0,0,0,0
E2QRG7,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Q9H461,0,0,0,0,1,0,0,0,0,0,0,0,0,0
P14138,0,0,0,0,0,0,0,0,0,0,1,0,0,0
E9PB28,0,0,0,0,0,0,0,0,0,0,0,0,1,0
C9JLH9,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Q8TA86,0,0,0,0,0,0,0,0,0,0,0,0,1,0
C9JLH5,0,0,0,0,0,0,0,0,0,0,1,0,0,0
P14136,0,0,0,0,0,0,0,0,0,1,0,0,0,0
F8W1H4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Q96NN6,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Q96LD1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
H3BUD4,0,0,0,0,1,0,0,0,0,0,0,0,0,0
E7EUM2,0,0,0,0,0,0,0,0,1,0,0,0,0,0
H3BUD9,1,0,0,0,0,0,0,0,0,0,0,0,0,0
C9JBS2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
J3KP89,0,0,0,1,0,0,0,0,0,0,0,0,0,0
C9JBS6,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Q96EZ8,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Q5T985,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Q02556,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Q5T981,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Q5T980,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Q99496,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Q99497,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Q96NN9,1,0,0,0,0,0,0,0,0,0,0,0,0,0
C9JWU8,0,0,0,0,0,0,0,0,0,0,0,1,0,0
C9JWU9,0,0,0,0,0,0,0,0,0,0,1,0,0,0
C9JWU6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Q86TX2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Q02086,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Q02083,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Q02080,0,0,0,0,0,0,1,0,0,0,0,0,0,0
B7Z683,0,0,0,0,1,0,0,0,0,0,0,0,0,0
B7Z686,0,0,1,0,0,0,0,0,0,0,0,0,0,0
B7Z685,0,0,0,0,1,0,0,0,0,0,0,0,0,0
P07947,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Q96PN6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Q96PN7,0,0,0,1,0,0,0,0,0,0,0,0,0,0
P07942,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Q96PN8,0,0,0,0,0,0,0,0,0,0,1,0,0,0
P07948,1,0,0,0,0,0,0,0,0,0,0,0,0,0
P07949,1,0,0,0,0,0,0,0,0,0,0,0,0,0
S4R3B2,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Q8WYR3,0,0,0,0,0,0,0,0,0,0,0,0,1,0
H7C565,0,0,0,0,1,0,0,0,0,0,0,0,0,0
M0R031,0,0,0,0,0,0,0,0,0,0,0,0,0,1
H7C563,0,0,0,0,0,0,0,0,0,0,1,0,0,0
M0R034,0,0,0,0,0,0,0,0,0,0,0,0,1,0
F5GXL3,0,0,0,0,0,0,0,0,0,0,0,0,1,0
H3BTB0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
H3BTB3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
H3BTB5,0,0,0,0,0,0,0,0,0,0,0,0,0,1
H3BTB7,0,0,0,0,0,0,0,0,0,0,0,0,1,0
F8VXZ8,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Q8N3X6,0,0,0,0,0,0,0,0,0,0,0,0,1,0
O14807,0,0,0,0,0,0,0,0,0,0,0,1,0,0
O14804,0,0,0,0,0,0,0,0,0,0,1,0,0,0
O14802,0,0,0,0,0,1,0,0,0,0,0,0,0,0
F8VXZ7,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Q9UPU5,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Q2M3T9,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Q9UPU3,0,0,0,0,1,0,0,0,0,0,0,0,0,0
E5RFI3,0,0,0,0,0,0,0,0,0,0,1,0,0,0
E5RFI2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
F8WD54,0,0,0,1,0,0,0,0,0,0,0,0,0,0
E5RFI0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
E5RFI6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
F8WD51,0,0,0,1,0,0,0,0,0,0,0,0,0,0
C9JLA8,0,0,0,0,0,0,0,0,0,0,0,1,0,0
E9PJA8,0,0,0,0,0,0,0,0,0,0,0,0,1,0
B1AJZ6,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Q5T0Y2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Q5T0Y4,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Q7Z3H3,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Q7Z3H0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
H0YFF7,0,0,0,0,0,0,0,0,0,0,0,0,1,0
H0YA28,0,0,0,0,1,0,0,0,0,0,0,0,0,0
H0YA22,0,0,0,1,0,0,0,0,0,0,0,0,0,0
H0YA20,0,0,0,0,1,0,0,0,0,0,0,0,0,0
H0YA21,0,1,0,0,0,0,0,0,0,0,0,0,0,0
H0YA26,0,0,0,1,0,0,0,0,0,0,0,0,0,0
C9JDK4,0,0,0,0,0,1,0,0,0,0,0,0,0,0
A8MVG7,0,0,0,0,0,0,1,0,0,0,0,0,0,0
F5H500,0,0,1,0,0,0,0,0,0,0,0,0,0,0
F5H502,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Q8N4F4,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Q9UJM3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Q8WTQ7,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Q8WTQ1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
C9J845,0,0,0,0,0,0,0,0,0,0,0,0,1,0
C9J846,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Q8NDX9,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Q8NDX6,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Q8NDX5,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Q8NDX2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Q8NDX1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Q9NSA0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
C9JD65,0,0,0,0,0,1,0,0,0,0,0,0,0,0
F1T0F3,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Q15306,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Q15303,0,0,0,1,0,0,0,0,0,0,0,0,0,0
O95149,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Q9NSA1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
O95140,0,0,1,0,0,0,0,0,0,0,0,0,0,0
O95147,0,1,0,0,0,0,0,0,0,0,0,0,0,0
U3KQN2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Q9H6Y2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Q9H6Y7,0,0,1,0,0,0,0,0,0,0,0,0,0,0
F5GY80,0,0,0,0,0,0,0,0,0,0,1,0,0,0
F5GY87,0,0,0,0,0,0,0,0,0,0,1,0,0,0
F5GY86,0,0,0,0,0,0,0,0,0,0,0,1,0,0
B3KNW1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
O15389,0,0,0,0,0,0,0,1,0,0,0,0,0,0
F8W696,0,0,0,1,0,0,0,0,0,0,0,0,0,0
O15382,0,0,0,1,0,0,0,0,0,0,0,0,0,0
B7Z300,0,0,0,0,0,0,0,0,0,0,0,0,0,1
P78329,0,0,0,1,0,0,0,0,0,0,0,0,0,0
P78324,0,0,0,0,0,0,0,0,0,0,1,0,0,0
P29558,0,0,0,0,0,0,0,0,0,0,0,0,1,0
B3KRA5,0,0,0,0,0,0,0,0,0,0,0,1,0,0
D6RD49,0,0,0,0,1,0,0,0,0,0,0,0,0,0
D6RD46,0,0,0,0,0,0,0,0,0,0,0,1,0,0
D6RD47,0,1,0,0,0,0,0,0,0,0,0,0,0,0
H7C0P8,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Q9H7U1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Q9BXL6,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Q15878,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Q9BXL5,0,0,0,0,0,0,0,0,0,0,1,0,0,0
P10153,0,0,0,0,0,0,0,0,0,0,1,0,0,0
P10155,0,0,0,0,0,0,0,0,0,0,0,1,0,0
P46087,0,0,1,0,0,0,0,0,0,0,0,0,0,0
P46089,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Q99801,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Q99807,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Q99805,0,0,0,0,0,0,0,0,0,0,0,0,0,1
F5GZ34,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Q99808,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Q8TET4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
C9JV60,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Q8WV88,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Q8WV83,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Q13098,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Q13099,0,0,0,0,0,0,0,0,0,0,0,1,0,0
E9PPU7,0,0,0,1,0,0,0,0,0,0,0,0,0,0
E9PPU6,0,0,0,1,0,0,0,0,0,0,0,0,0,0
E9PPU5,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Q13093,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Q9BQS8,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Q13094,0,0,0,0,1,0,0,0,0,0,0,0,0,0
K7ESQ3,0,0,0,0,0,0,0,0,0,0,1,0,0,0
K7ESQ1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Q13324,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Q13325,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Q13326,0,0,0,0,0,0,1,0,0,0,0,0,0,0
P54652,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Q13322,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Q13323,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Q8IXW9,0,1,0,0,0,0,0,0,0,0,0,0,0,0
H0Y2P0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
C9J0J6,0,0,0,0,1,0,0,0,0,0,0,0,0,0
C9J0J7,0,0,0,0,0,0,0,0,0,0,0,1,0,0
C9J0J4,0,0,0,0,0,0,1,0,0,0,0,0,0,0
C9J0J0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
P98088,0,1,0,0,0,0,0,0,0,0,0,0,0,0
P98082,1,0,0,0,0,0,0,0,0,0,0,0,0,0
G3XA86,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Q6ZNB5,0,0,0,0,0,0,0,0,1,0,0,0,0,0
B4DT64,0,0,0,1,0,0,0,0,0,0,0,0,0,0
F8WER6,0,0,0,0,0,0,0,0,0,0,1,0,0,0
F8WER7,0,0,0,0,0,0,0,0,0,0,0,0,1,0
V9GYN0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
F8WER2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
O95780,0,0,0,0,0,0,0,0,0,0,0,0,1,0
V9GYN5,0,0,0,1,0,0,0,0,0,0,0,0,0,0
F8WER1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
E9PQY2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
P36873,0,0,0,0,0,0,0,0,0,0,1,0,0,0
I3L2E5,0,0,0,0,0,0,0,0,0,0,1,0,0,0
I3L2E4,0,0,0,0,1,0,0,0,0,0,0,0,0,0
P43003,0,0,0,0,0,0,0,0,0,0,0,0,0,1
P31276,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Q8N5C1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Q9NZ94,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Q504U3,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Q8NC51,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Q8NC56,0,0,0,0,1,0,0,0,0,0,0,0,0,0
B8ZZS2,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Q86WG5,0,0,0,0,0,0,0,0,0,0,0,1,0,0
G3V4J6,0,0,0,0,0,1,0,0,0,0,0,0,0,0
E7EUV6,0,0,0,0,0,0,0,0,0,0,0,0,0,1
H0YDE4,0,1,0,0,0,0,0,0,0,0,0,0,0,0
G3XAL1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
H0YDE3,0,0,0,0,0,0,0,0,1,0,0,0,0,0
H0YDE0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
C9JKT9,0,0,0,1,0,0,0,0,0,0,0,0,0,0
H0YDE9,0,0,0,0,0,0,0,0,0,0,0,0,0,1
A6NKD2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Q16740,0,1,0,0,0,0,0,0,0,0,0,0,0,0
P62258,0,0,0,0,0,0,0,0,0,0,0,0,0,1
K7EKB6,0,0,0,1,0,0,0,0,0,0,0,0,0,0
P62256,0,1,0,0,0,0,0,0,0,0,0,0,0,0
A6NKD9,0,0,0,0,0,0,1,0,0,0,0,0,0,0
P62253,0,1,0,0,0,0,0,0,0,0,0,0,0,0
I3L3Y8,0,0,0,0,0,0,0,0,0,0,0,0,1,0
I3L3Y2,0,0,0,0,0,0,1,0,0,0,0,0,0,0
I3L3Y6,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Q8WWL2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
J9JII2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Q9NPI8,0,0,0,0,0,0,0,0,0,0,1,0,0,0
P55017,0,0,0,0,0,0,0,0,0,0,0,0,0,1
P55011,0,0,0,0,0,0,0,0,0,0,0,0,0,1
P55010,0,1,0,0,0,0,0,0,0,0,0,0,0,0
F8VUA5,0,0,0,0,0,0,0,0,0,0,0,1,0,0
H0YBW8,0,0,1,0,0,0,0,0,0,0,0,0,0,0
F8VUA7,0,0,0,0,0,0,0,0,0,0,0,0,0,1
K7EMT6,0,0,0,0,0,0,0,0,1,0,0,0,0,0
H0YMQ2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
F8VUA2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
H0YKM0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
K7EMT9,0,0,0,0,0,0,0,0,1,0,0,0,0,0
H0YKM5,0,0,0,0,0,0,1,0,0,0,0,0,0,0
H0YN01,0,0,0,0,0,0,0,1,0,0,0,0,0,0
H0YKM7,0,0,0,1,0,0,0,0,0,0,0,0,0,0
H0YMQ8,0,1,0,0,0,0,0,0,0,0,0,0,0,0
E5RFR9,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Q9UP83,0,0,0,0,0,0,0,0,0,0,0,0,0,1
F8WCD7,0,0,0,0,0,0,0,0,0,0,0,1,0,0
E5RFR2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
E5RFR3,0,0,0,0,0,0,0,0,1,0,0,0,0,0
E5RFR1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
P49862,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Q96GV9,0,0,0,0,0,0,0,0,0,0,0,1,0,0
E5RFR5,0,0,0,0,1,0,0,0,0,0,0,0,0,0
B4DF64,0,0,0,0,0,0,0,0,0,0,0,1,0,0
R4GMU8,1,0,0,0,0,0,0,0,0,0,0,0,0,0
E9PLA7,0,0,0,0,0,0,0,0,0,0,0,0,0,1
R4GMU1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
R4GMU6,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Q5T0B9,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Q00587,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Q9Y4Z0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Q9Y4Z2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Q92636,1,0,0,0,0,0,0,0,0,0,0,0,0,0
E5RHY0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
E5RHY2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
E5RHY5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Q7Z3S9,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Q9H668,0,0,0,0,0,0,0,0,1,0,0,0,0,0
P08254,0,0,0,0,0,0,0,0,0,0,1,0,0,0
P08253,0,0,0,0,0,0,0,0,0,0,1,0,0,0
O75828,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Q08209,0,0,0,0,0,0,0,0,0,0,1,0,0,0
A9XU13,0,0,0,0,0,0,0,0,0,0,0,0,1,0
O75821,0,1,0,0,0,0,0,0,0,0,0,0,0,0
O75820,0,0,0,0,0,0,0,0,0,0,0,0,1,0
O75822,0,1,0,0,0,0,0,0,0,0,0,0,0,0
F8VVA7,0,0,0,0,0,0,0,0,0,0,0,0,0,1
F8VVA5,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Q00059,0,0,0,0,0,0,0,0,0,0,0,0,1,0
F5GWM5,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Q00056,0,0,0,0,0,0,1,0,0,0,0,0,0,0
G8JLH9,0,0,0,0,0,0,1,0,0,0,0,0,0,0
F8WBZ3,0,0,0,0,0,1,0,0,0,0,0,0,0,0
G8JLH5,0,0,0,0,0,0,0,0,0,0,0,0,0,1
E5RGP6,0,0,0,0,0,0,0,0,0,0,0,1,0,0
F8WBZ9,0,0,0,0,0,0,1,0,0,0,0,0,0,0
E5RGP2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Q3B7W8,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Q58F21,0,0,0,0,0,0,0,0,0,0,0,0,1,0
H7BXF6,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Q96AD5,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Q6ZN54,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Q6ZN55,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Q96NA8,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Q6ZN57,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Q6ZN50,0,0,0,0,0,0,0,0,0,0,0,0,0,1
F6R6G4,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Q8TF17,0,0,0,0,1,0,0,0,0,0,0,0,0,0
E5RIE0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9UII4,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Q9UII6,0,0,0,0,0,0,0,0,0,0,1,0,0,0
E5RIE4,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Q9UII2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
E5RIE8,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Q96ES6,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Q96Q15,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Q96NA2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
B4DUW4,0,1,0,0,0,0,0,0,0,0,0,0,0,0
B4DUW5,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Q8IW19,0,0,0,1,0,0,0,0,0,0,0,0,0,0
P27169,0,1,0,0,0,0,0,0,0,0,0,0,0,0
P22102,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Q92570,1,0,0,0,0,0,0,0,0,0,0,0,0,0
P22105,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Q2NKJ3,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Q8WV37,0,0,0,0,0,0,0,0,0,0,0,0,1,0
O75795,0,0,0,1,0,0,0,0,0,0,0,0,0,0
O75794,0,0,0,0,0,0,0,0,0,0,1,0,0,0
B7Z3U5,0,0,0,0,0,0,0,0,0,0,0,0,1,0
O75792,0,0,0,0,0,0,0,0,0,0,0,0,1,0
O75791,0,0,0,0,1,0,0,0,0,0,0,0,0,0
F5GZX2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
F5GZX3,0,0,0,0,0,0,0,0,0,0,0,1,0,0
F5GZX4,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Q9UHM6,0,0,0,0,0,0,0,0,0,0,1,0,0,0
O43548,0,1,0,0,0,0,0,0,0,0,0,0,0,0
O43543,0,0,0,0,0,0,0,0,0,0,0,1,0,0
O43542,0,0,0,0,0,0,0,0,0,0,0,1,0,0
O43541,0,1,0,0,0,0,0,0,0,0,0,0,0,0
H3BMW5,0,1,0,0,0,0,0,0,0,0,0,0,0,0
H3BMW2,0,0,0,0,0,0,1,0,0,0,0,0,0,0
A8MRA7,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Q96RQ1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
U3KPS3,0,0,0,0,0,0,0,0,0,0,0,1,0,0
H7C0M1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
U3KPS5,0,0,0,1,0,0,0,0,0,0,0,0,0,0
P19878,0,0,0,0,0,0,0,0,0,0,0,1,0,0
F8VZ57,0,0,0,0,0,0,0,0,0,0,0,0,1,0
B1AHR1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
F8VZ51,0,0,0,0,0,1,0,0,0,0,0,0,0,0
C9JU00,0,0,0,0,0,0,0,0,0,0,0,1,0,0
E9PMV6,0,0,0,0,0,0,0,0,0,0,0,0,0,1
F5H4C2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Q96B01,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Q96B02,0,0,0,0,0,1,0,0,0,0,0,0,0,0
B7Z4U0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
P30459,0,0,0,0,0,1,0,0,0,0,0,0,0,0
P30456,0,0,0,0,0,1,0,0,0,0,0,0,0,0
P30457,0,0,0,0,0,1,0,0,0,0,0,0,0,0
P30455,0,0,0,0,0,1,0,0,0,0,0,0,0,0
P30453,0,0,0,0,0,1,0,0,0,0,0,0,0,0
P30450,0,0,0,0,0,1,0,0,0,0,0,0,0,0
M0QX21,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Q9UBS8,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Q9UBS9,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Q9UBS0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
A8MSM7,0,0,0,0,0,0,0,0,0,0,0,1,0,0
F8VXS0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Q9UBS4,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Q9UBS5,0,0,0,0,0,0,0,0,0,1,0,0,0,0
H7C1Y6,0,0,0,0,0,0,0,0,0,0,0,0,1,0
H7C1Y7,0,0,0,1,0,0,0,0,0,0,0,0,0,0
E9PL09,0,1,0,0,0,0,0,0,0,0,0,0,0,0
E9PL01,0,1,0,0,0,0,0,0,0,0,0,0,0,0
F5H3C1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
F5H3C5,0,0,0,0,0,0,0,0,0,0,1,0,0,0
F5H3C4,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Q9H0M5,0,0,0,0,0,0,0,0,0,0,0,0,1,0
F6SDC8,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Q9H0M0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Q5VWJ9,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Q8IUD6,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Q8IUD2,0,0,0,0,0,0,0,0,0,0,0,0,1,0
B2RTQ9,0,0,0,0,0,0,0,0,1,0,0,0,0,0
F6UVQ4,0,0,0,0,0,0,0,0,0,0,1,0,0,0
P05141,1,0,0,0,0,0,0,0,0,0,0,0,0,0
V9GYU8,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Q96I76,0,0,0,0,0,0,0,0,0,0,1,0,0,0
V9GYU7,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Q9BRT2,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Q9BRT3,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Q9BRT9,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Q5T398,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Q5T399,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Q9NSB4,0,0,0,0,0,0,0,0,0,0,1,0,0,0
J3KSI6,0,0,0,0,0,0,0,1,0,0,0,0,0,0
J3KSI7,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Q9NZR4,0,0,0,0,0,0,1,0,0,0,0,0,0,0
J3KSI8,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Q5T397,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Q9P055,0,1,0,0,0,0,0,0,0,0,0,0,0,0
C9JAD7,0,0,0,0,0,0,0,0,0,0,0,1,0,0
C9JRD8,0,0,0,0,0,0,0,0,0,0,1,0,0,0
C9JRD9,0,0,0,0,0,0,0,0,0,0,1,0,0,0
P15848,0,0,0,0,0,0,0,0,0,0,1,0,0,0
P31415,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Q9HBG7,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Q9HBG6,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Q9HBG4,0,0,0,0,0,0,0,0,0,0,0,1,0,0
B4DDV3,0,1,0,0,0,0,0,0,0,0,0,0,0,0
J3JS69,0,1,0,0,0,0,0,0,0,0,0,0,0,0
H0YDN6,0,0,0,0,1,0,0,0,0,0,0,0,0,0
G3V1Y8,0,0,0,1,0,0,0,0,0,0,0,0,0,0
P04234,0,0,0,0,1,0,0,0,0,0,0,0,0,0
P04233,0,0,0,0,0,0,0,0,0,0,1,0,0,0
H0Y6J8,0,0,0,0,0,0,0,0,0,0,0,0,0,1
H0Y6J0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
A2A2R6,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Q5GAN6,0,0,0,0,0,0,0,0,0,0,1,0,0,0
C9JSB1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
P01344,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Q6ZXV5,0,0,0,0,0,0,1,0,0,0,0,0,0,0
E9PRQ4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
E9PNM9,0,0,0,0,0,0,0,0,0,0,0,1,0,0
M0QXC9,0,0,0,0,0,0,0,0,0,0,0,0,1,0
