ID,sig_0,sig_1,sig_2,sig_3,sig_4,sig_5,sig_6,sig_7,sig_8,sig_9,sig_10,sig_11,sig_12,sig_13,sig_14,sig_15,sig_16,sig_17,sig_18,sig_19,sig_20,sig_21,sig_22,sig_23,sig_24,sig_25,sig_26,sig_27,sig_28,sig_29,sig_30,sig_31,sig_32,sig_33,sig_34,sig_35,sig_36,sig_37,sig_38,sig_39,sig_40,sig_41,sig_42,sig_43,sig_44,sig_45,sig_46,sig_47,sig_48,sig_49,sig_50,sig_51,sig_52,sig_53,sig_54,sig_55,sig_56,sig_57,sig_58,sig_59,sig_60,sig_61,sig_62,sig_63,sig_64,sig_65,sig_66,sig_67,sig_68,sig_69,sig_70,sig_71,sig_72
USA_1962,76.0,50.0,2513.0,337.0,6.0,1741.0,172.0,52313.0,15.0,3.0,1873.0,11987.0,53.0,5049.0,951.0,0.0,254.0,60.0,0.0,18.0,4425.0,35043.0,543.0,786369.0,0.0,322.0,49188.0,0.0,126.0,148.0,968.0,14.0,7899.0,238593.0,0.0,0.0,7.0,51.0,590.0,0.0,443.0,34275.0,143925.0,75.0,1251.0,0.0,8.0,1200.0,2346.0,0.0,7.0,6.0,0.0,394.0,41.0,52262.0,0.0,7187.0,24861.0,12.0,1304.0,4604.0,0.0,21.0,31.0,3.0,1192.0,21220.0,32.0,78.0,47.0,7953.0,1859.0
CAN_1962,24.0,274.0,133.0,143.0,120.0,877.0,4341.0,457.0,24.0,93.0,4075.0,442.0,651.0,671.0,454.0,103.0,827.0,312.0,85.0,1743.0,7027.0,2450.0,54839.0,1051.0,114.0,4091.0,7286.0,15.0,251.0,846.0,200.0,2782.0,65849.0,1067.0,21.0,21.0,29.0,273.0,164.0,109.0,17808.0,20100.0,1517.0,1027.0,6.0,7.0,236.0,1027.0,1249.0,5.0,5.0,20.0,40.0,113.0,4438.0,1742.0,9.0,12675.0,651.0,415.0,2964.0,145.0,1.0,29.0,29.0,212.0,6215.0,1847.0,149.0,4.0,1263.0,1674.0,922.0
JPN_1962,42.0,188.0,634.0,227.0,36.0,2241.0,2156.0,5803.0,23.0,20.0,4579.0,2950.0,421.0,2051.0,676.0,28.0,685.0,103.0,27.0,434.0,16984.0,17372.0,20099.0,36958.0,21.0,2078.0,37530.0,0.0,166.0,531.0,793.0,482.0,58817.0,23956.0,11.0,4.0,4.0,107.0,520.0,28.0,8866.0,48684.0,18706.0,498.0,714.0,0.0,54.0,3624.0,2709.0,3.0,11.0,7.0,15.0,129.0,1808.0,11867.0,0.0,14567.0,5602.0,85.0,4654.0,1326.0,0.0,31.0,23.0,32.0,5795.0,7412.0,153.0,56.0,810.0,3991.0,1342.0
FRA_1962,55.0,122.0,1202.0,283.0,16.0,2376.0,1115.0,16352.0,15.0,15.0,3868.0,5655.0,157.0,3340.0,888.0,0.0,547.0,244.0,0.0,86.0,14796.0,29677.0,8911.0,159315.0,0.0,1345.0,53220.0,4.0,328.0,201.0,1107.0,247.0,41043.0,67161.0,5.0,0.0,9.0,121.0,483.0,0.0,3206.0,53902.0,52580.0,378.0,340.0,3.0,4.0,1814.0,3766.0,3.0,4.0,11.0,10.0,204.0,519.0,26142.0,3.0,15197.0,12409.0,49.0,2576.0,1510.0,2.0,9.0,43.0,20.0,3477.0,12971.0,35.0,53.0,125.0,6750.0,1824.0
DEU_1962,64.0,67.0,1684.0,332.0,2.0,1535.0,300.0,28054.0,17.0,3.0,2540.0,7589.0,56.0,5068.0,953.0,0.0,56.0,140.0,0.0,18.0,3268.0,26631.0,1241.0,336571.0,0.0,888.0,31113.0,0.0,93.0,62.0,1193.0,17.0,14837.0,114609.0,0.0,0.0,0.0,48.0,715.0,0.0,695.0,48686.0,81443.0,84.0,849.0,0.0,1.0,737.0,3681.0,2.0,11.0,2.0,0.0,196.0,24.0,54349.0,0.0,10813.0,13424.0,4.0,1628.0,3200.0,0.0,12.0,42.0,3.0,890.0,20757.0,44.0,63.0,39.0,8246.0,1865.0
NLD_1962,32.0,212.0,289.0,207.0,65.0,1043.0,2890.0,1636.0,10.0,35.0,4733.0,1150.0,388.0,1462.0,712.0,45.0,646.0,285.0,41.0,1012.0,6632.0,5207.0,31327.0,6336.0,35.0,3531.0,12834.0,11.0,167.0,902.0,447.0,885.0,68041.0,5217.0,17.0,7.0,13.0,42.0,166.0,36.0,10375.0,37423.0,5573.0,671.0,30.0,4.0,79.0,621.0,2458.0,0.0,4.0,6.0,46.0,56.0,2250.0,6093.0,4.0,18020.0,1892.0,151.0,3060.0,449.0,1.0,0.0,27.0,44.0,6321.0,5076.0,39.0,34.0,520.0,3680.0,1580.0
GBR_1962,68.0,60.0,1942.0,336.0,0.0,1368.0,378.0,34602.0,0.0,0.0,2562.0,9815.0,45.0,4736.0,963.0,0.0,0.0,18.0,0.0,0.0,6817.0,18531.0,2009.0,441362.0,0.0,485.0,47581.0,0.0,0.0,0.0,465.0,0.0,17665.0,166805.0,0.0,0.0,0.0,0.0,0.0,0.0,702.0,47014.0,104262.0,0.0,1960.0,0.0,0.0,606.0,2689.0,0.0,0.0,0.0,0.0,0.0,71.0,45810.0,0.0,10518.0,19365.0,0.0,814.0,5088.0,0.0,0.0,0.0,0.0,1472.0,19730.0,0.0,124.0,26.0,8008.0,1871.0
ITA_1962,45.0,138.0,713.0,277.0,16.0,1369.0,1317.0,7187.0,15.0,15.0,4325.0,2972.0,174.0,3154.0,877.0,0.0,390.0,248.0,0.0,89.0,6179.0,13583.0,10856.0,50871.0,0.0,2440.0,21119.0,4.0,192.0,198.0,1032.0,261.0,46644.0,26851.0,5.0,0.0,9.0,128.0,340.0,0.0,3883.0,57579.0,20786.0,364.0,411.0,3.0,4.0,598.0,3869.0,3.0,4.0,11.0,10.0,197.0,554.0,23882.0,3.0,17739.0,4430.0,49.0,2576.0,1319.0,2.0,9.0,43.0,20.0,3746.0,11978.0,35.0,53.0,161.0,6615.0,1799.0
BEL_1962,27.0,233.0,161.0,190.0,61.0,583.0,3500.0,622.0,5.0,43.0,4629.0,546.0,418.0,1067.0,690.0,53.0,410.0,246.0,43.0,928.0,2814.0,2285.0,42101.0,1550.0,39.0,4669.0,4697.0,12.0,101.0,752.0,359.0,1254.0,70378.0,1735.0,7.0,14.0,8.0,40.0,46.0,52.0,12350.0,27480.0,1924.0,739.0,34.0,5.0,57.0,184.0,2162.0,0.0,0.0,2.0,54.0,28.0,2709.0,3334.0,7.0,19326.0,601.0,170.0,1940.0,326.0,0.0,1.0,21.0,53.0,6622.0,3195.0,28.0,30.0,549.0,3260.0,1561.0
VEN_1962,15.0,332.0,29.0,76.0,171.0,464.0,6416.0,26.0,23.0,201.0,2466.0,89.0,836.0,121.0,219.0,198.0,326.0,39.0,177.0,3302.0,6053.0,357.0,94672.0,11.0,365.0,3893.0,2099.0,28.0,262.0,558.0,6.0,6342.0,42167.0,48.0,0.0,54.0,67.0,274.0,46.0,462.0,25566.0,3743.0,96.0,636.0,0.0,37.0,319.0,662.0,518.0,10.0,6.0,33.0,18.0,15.0,7872.0,76.0,63.0,6483.0,160.0,669.0,1258.0,14.0,16.0,19.0,8.0,591.0,3850.0,272.0,174.0,0.0,1577.0,278.0,410.0
CHE_1962,18.0,303.0,33.0,120.0,122.0,237.0,5439.0,40.0,12.0,66.0,3458.0,69.0,716.0,270.0,437.0,104.0,223.0,150.0,100.0,2392.0,1305.0,299.0,77336.0,25.0,71.0,4817.0,791.0,26.0,38.0,829.0,45.0,2526.0,57157.0,52.0,9.0,30.0,15.0,148.0,27.0,96.0,22225.0,7075.0,110.0,588.0,1.0,7.0,280.0,83.0,856.0,4.0,3.0,2.0,47.0,22.0,5810.0,286.0,13.0,13100.0,44.0,318.0,1215.0,44.0,0.0,9.0,27.0,88.0,6020.0,487.0,89.0,4.0,1317.0,1002.0,1005.0
MEX_1962,8.0,328.0,0.0,28.0,218.0,0.0,7542.0,0.0,0.0,519.0,984.0,0.0,656.0,0.0,56.0,176.0,0.0,0.0,489.0,4618.0,0.0,0.0,122537.0,0.0,1325.0,3383.0,0.0,22.0,0.0,142.0,0.0,16973.0,14729.0,0.0,0.0,75.0,0.0,0.0,0.0,2691.0,21115.0,0.0,0.0,193.0,0.0,144.0,233.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,8475.0,0.0,504.0,1695.0,0.0,872.0,0.0,0.0,0.0,0.0,0.0,1284.0,1257.0,0.0,0.0,0.0,893.0,0.0,70.0
DZA_1962,4.0,224.0,0.0,6.0,203.0,0.0,5714.0,0.0,0.0,707.0,174.0,0.0,249.0,0.0,4.0,30.0,0.0,0.0,1089.0,5092.0,0.0,0.0,96377.0,0.0,4929.0,858.0,0.0,28.0,0.0,10.0,0.0,20277.0,1815.0,0.0,0.0,46.0,0.0,0.0,0.0,7358.0,6935.0,0.0,0.0,8.0,0.0,149.0,182.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,4196.0,0.0,1333.0,102.0,0.0,219.0,0.0,0.0,0.0,0.0,0.0,947.0,72.0,0.0,0.0,0.0,142.0,0.0,1.0
SWE_1962,22.0,276.0,81.0,150.0,85.0,584.0,4682.0,181.0,22.0,44.0,3982.0,272.0,593.0,533.0,554.0,41.0,364.0,292.0,47.0,1565.0,5400.0,1118.0,63124.0,262.0,24.0,4379.0,4229.0,12.0,87.0,741.0,225.0,1545.0,65355.0,354.0,5.0,12.0,36.0,284.0,116.0,39.0,18205.0,13099.0,739.0,511.0,11.0,5.0,146.0,507.0,1666.0,4.0,7.0,14.0,40.0,105.0,4535.0,944.0,7.0,16332.0,449.0,212.0,1748.0,160.0,0.0,27.0,36.0,50.0,6479.0,1271.0,108.0,10.0,961.0,1827.0,1288.0
AUS_1962,14.0,348.0,21.0,70.0,128.0,454.0,6759.0,11.0,29.0,176.0,2238.0,73.0,887.0,73.0,207.0,144.0,207.0,619.0,90.0,2509.0,5887.0,236.0,102119.0,1.0,255.0,4528.0,1696.0,8.0,215.0,357.0,113.0,5706.0,36283.0,35.0,6.0,25.0,29.0,799.0,26.0,357.0,27586.0,2078.0,17.0,419.0,0.0,11.0,204.0,666.0,461.0,21.0,4.0,41.0,23.0,107.0,8635.0,30.0,28.0,6051.0,154.0,535.0,1102.0,14.0,7.0,37.0,22.0,532.0,3594.0,209.0,107.0,0.0,1677.0,125.0,416.0
AUT_1962,10.0,327.0,4.0,41.0,309.0,77.0,6927.0,0.0,5.0,422.0,1372.0,6.0,742.0,20.0,94.0,202.0,173.0,262.0,1448.0,5006.0,388.0,0.0,110294.0,0.0,2329.0,2747.0,62.0,70.0,98.0,264.0,24.0,12176.0,23132.0,0.0,17.0,74.0,9.0,73.0,0.0,2442.0,22608.0,669.0,0.0,360.0,0.0,113.0,629.0,56.0,43.0,3.0,0.0,15.0,16.0,9.0,8068.0,0.0,220.0,2793.0,4.0,987.0,342.0,0.0,0.0,3.0,4.0,1169.0,1794.0,30.0,21.0,0.0,1233.0,40.0,136.0
BRA_1962,18.0,304.0,30.0,123.0,85.0,221.0,5430.0,29.0,8.0,55.0,3519.0,63.0,706.0,267.0,457.0,109.0,141.0,180.0,50.0,1889.0,1006.0,258.0,77502.0,12.0,53.0,5482.0,593.0,9.0,34.0,673.0,93.0,2020.0,57525.0,37.0,7.0,30.0,3.0,93.0,15.0,87.0,22230.0,6686.0,86.0,538.0,10.0,5.0,147.0,57.0,967.0,2.0,0.0,2.0,46.0,20.0,5726.0,227.0,7.0,13895.0,23.0,223.0,1110.0,53.0,0.0,5.0,21.0,69.0,6205.0,484.0,62.0,16.0,1265.0,1050.0,1062.0
IRL_1962,3.0,199.0,0.0,3.0,95.0,0.0,5858.0,0.0,0.0,680.0,82.0,0.0,158.0,0.0,1.0,6.0,0.0,0.0,248.0,3485.0,0.0,0.0,108509.0,0.0,2549.0,531.0,0.0,4.0,0.0,2.0,0.0,24397.0,602.0,0.0,0.0,28.0,0.0,0.0,0.0,7501.0,4206.0,0.0,0.0,2.0,0.0,43.0,45.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3454.0,0.0,1459.0,24.0,0.0,94.0,0.0,0.0,0.0,0.0,0.0,632.0,17.0,0.0,0.0,0.0,47.0,0.0,0.0
NZL_1962,8.0,337.0,0.0,28.0,189.0,0.0,7702.0,0.0,0.0,485.0,943.0,0.0,708.0,0.0,56.0,139.0,0.0,0.0,321.0,4735.0,0.0,0.0,124730.0,0.0,1138.0,3524.0,0.0,20.0,0.0,118.0,0.0,16097.0,12958.0,0.0,0.0,78.0,0.0,0.0,0.0,2307.0,22612.0,0.0,0.0,172.0,0.0,88.0,232.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,9172.0,0.0,420.0,1647.0,0.0,705.0,0.0,0.0,0.0,0.0,0.0,1259.0,1182.0,0.0,0.0,0.0,1022.0,0.0,70.0
DNK_1962,16.0,320.0,29.0,91.0,187.0,435.0,6087.0,27.0,17.0,178.0,2785.0,90.0,773.0,145.0,298.0,137.0,370.0,176.0,317.0,2779.0,6046.0,304.0,89498.0,14.0,344.0,4168.0,2323.0,10.0,206.0,648.0,37.0,5724.0,47450.0,38.0,10.0,43.0,74.0,274.0,32.0,444.0,23527.0,3731.0,114.0,689.0,0.0,12.0,347.0,566.0,778.0,0.0,3.0,48.0,47.0,49.0,7004.0,105.0,10.0,8972.0,183.0,783.0,1062.0,3.0,2.0,29.0,11.0,470.0,4675.0,311.0,79.0,0.0,1444.0,414.0,638.0
ZAF_1962,10.0,355.0,0.0,45.0,161.0,0.0,7538.0,0.0,0.0,296.0,1459.0,0.0,868.0,0.0,120.0,156.0,0.0,0.0,110.0,4127.0,0.0,0.0,118928.0,0.0,384.0,4589.0,0.0,19.0,0.0,251.0,0.0,10089.0,20741.0,0.0,0.0,84.0,0.0,0.0,0.0,809.0,27737.0,0.0,0.0,252.0,0.0,25.0,248.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,9682.0,0.0,93.0,3545.0,0.0,640.0,0.0,0.0,0.0,0.0,0.0,886.0,2291.0,0.0,0.0,0.0,1551.0,0.0,210.0
ANT_1962,5.0,222.0,0.0,10.0,381.0,0.0,5677.0,0.0,0.0,688.0,402.0,0.0,243.0,0.0,10.0,232.0,0.0,0.0,3508.0,4133.0,0.0,0.0,101676.0,0.0,4403.0,702.0,0.0,149.0,0.0,67.0,0.0,20841.0,8099.0,0.0,0.0,57.0,0.0,0.0,0.0,6620.0,7525.0,0.0,0.0,151.0,0.0,474.0,278.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,3542.0,0.0,1327.0,315.0,0.0,879.0,0.0,0.0,0.0,0.0,0.0,861.0,288.0,0.0,0.0,0.0,147.0,0.0,5.0
PHL_1962,5.0,257.0,0.0,10.0,233.0,0.0,6461.0,0.0,0.0,705.0,344.0,0.0,342.0,0.0,10.0,81.0,0.0,0.0,1304.0,4953.0,0.0,0.0,111355.0,0.0,4211.0,1357.0,0.0,17.0,0.0,28.0,0.0,21303.0,4592.0,0.0,0.0,59.0,0.0,0.0,0.0,6232.0,10822.0,0.0,0.0,44.0,0.0,186.0,182.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,5215.0,0.0,1180.0,273.0,0.0,534.0,0.0,0.0,0.0,0.0,0.0,1121.0,243.0,0.0,0.0,0.0,261.0,0.0,5.0
IRN_1962,8.0,337.0,0.0,28.0,189.0,0.0,7702.0,0.0,0.0,485.0,943.0,0.0,708.0,0.0,56.0,139.0,0.0,0.0,321.0,4735.0,0.0,0.0,124730.0,0.0,1138.0,3524.0,0.0,20.0,0.0,118.0,0.0,16097.0,12958.0,0.0,0.0,78.0,0.0,0.0,0.0,2307.0,22612.0,0.0,0.0,172.0,0.0,88.0,232.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,9172.0,0.0,420.0,1647.0,0.0,705.0,0.0,0.0,0.0,0.0,0.0,1259.0,1182.0,0.0,0.0,0.0,1022.0,0.0,70.0
COL_1962,5.0,239.0,0.0,10.0,301.0,0.0,5960.0,0.0,0.0,711.0,362.0,0.0,297.0,0.0,10.0,139.0,0.0,0.0,2105.0,4539.0,0.0,0.0,105126.0,0.0,5011.0,835.0,0.0,58.0,0.0,54.0,0.0,20180.0,5976.0,0.0,0.0,54.0,0.0,0.0,0.0,6714.0,9372.0,0.0,0.0,76.0,0.0,268.0,237.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,4246.0,0.0,1249.0,282.0,0.0,664.0,0.0,0.0,0.0,0.0,0.0,1052.0,261.0,0.0,0.0,0.0,210.0,0.0,5.0
KWT_1962,8.0,335.0,4.0,24.0,143.0,160.0,7814.0,0.0,14.0,532.0,829.0,6.0,664.0,12.0,38.0,163.0,54.0,201.0,142.0,3951.0,2895.0,0.0,126227.0,0.0,846.0,3335.0,148.0,21.0,250.0,95.0,4.0,18237.0,11659.0,0.0,3.0,45.0,16.0,532.0,0.0,2617.0,20852.0,258.0,0.0,246.0,0.0,56.0,140.0,157.0,129.0,16.0,0.0,52.0,10.0,10.0,9364.0,0.0,541.0,1063.0,4.0,462.0,351.0,0.0,3.0,16.0,3.0,1354.0,844.0,18.0,39.0,0.0,846.0,12.0,36.0
ARG_1962,14.0,329.0,14.0,77.0,194.0,139.0,6396.0,8.0,6.0,208.0,2492.0,25.0,817.0,94.0,237.0,180.0,222.0,24.0,310.0,3692.0,908.0,61.0,95358.0,2.0,482.0,4367.0,341.0,17.0,88.0,566.0,2.0,6729.0,42049.0,6.0,0.0,73.0,19.0,37.0,12.0,583.0,24906.0,2996.0,22.0,696.0,0.0,7.0,418.0,117.0,198.0,4.0,0.0,11.0,27.0,0.0,7620.0,46.0,13.0,7223.0,19.0,795.0,745.0,2.0,2.0,3.0,6.0,555.0,4085.0,158.0,48.0,0.0,1586.0,277.0,469.0
NOR_1962,12.0,326.0,4.0,62.0,350.0,35.0,6512.0,0.0,13.0,280.0,1939.0,4.0,793.0,32.0,184.0,177.0,39.0,66.0,2228.0,4704.0,86.0,0.0,101696.0,0.0,1877.0,3396.0,28.0,103.0,0.0,443.0,9.0,8163.0,32399.0,0.0,0.0,68.0,115.0,85.0,0.0,1462.0,24188.0,890.0,0.0,336.0,0.0,90.0,943.0,7.0,97.0,6.0,0.0,26.0,24.0,5.0,7431.0,0.0,81.0,5553.0,1.0,1178.0,188.0,2.0,10.0,10.0,7.0,760.0,3086.0,29.0,98.0,0.0,1481.0,113.0,350.0
ESP_1962,14.0,308.0,16.0,75.0,446.0,106.0,5920.0,11.0,29.0,287.0,2366.0,26.0,737.0,107.0,220.0,186.0,185.0,35.0,2949.0,4671.0,357.0,66.0,89273.0,3.0,1851.0,2892.0,244.0,132.0,38.0,574.0,10.0,8241.0,42379.0,11.0,1.0,49.0,452.0,113.0,16.0,1358.0,21375.0,3417.0,23.0,572.0,0.0,100.0,1229.0,61.0,164.0,6.0,14.0,79.0,32.0,5.0,6362.0,64.0,84.0,6725.0,14.0,1532.0,553.0,7.0,13.0,40.0,2.0,742.0,3569.0,162.0,203.0,0.0,1405.0,312.0,405.0
FIN_1962,10.0,323.0,0.0,45.0,349.0,0.0,6888.0,0.0,0.0,402.0,1433.0,0.0,737.0,0.0,120.0,208.0,0.0,0.0,1867.0,5295.0,0.0,0.0,110111.0,0.0,2239.0,2648.0,0.0,91.0,0.0,315.0,0.0,12124.0,24004.0,0.0,0.0,80.0,0.0,0.0,0.0,2257.0,22222.0,0.0,0.0,300.0,0.0,113.0,803.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,7883.0,0.0,179.0,3658.0,0.0,1176.0,0.0,0.0,0.0,0.0,0.0,1071.0,2074.0,0.0,0.0,0.0,1274.0,0.0,210.0
SUN_1962,16.0,337.0,45.0,75.0,138.0,849.0,6384.0,51.0,25.0,217.0,2476.0,173.0,840.0,131.0,205.0,133.0,521.0,720.0,203.0,2168.0,11471.0,811.0,93812.0,26.0,448.0,4435.0,4221.0,13.0,559.0,335.0,293.0,6254.0,42389.0,148.0,19.0,27.0,17.0,635.0,50.0,737.0,25461.0,4197.0,191.0,644.0,33.0,19.0,213.0,1496.0,569.0,19.0,0.0,27.0,24.0,134.0,7883.0,72.0,43.0,6066.0,333.0,641.0,1662.0,31.0,0.0,34.0,17.0,692.0,3759.0,378.0,81.0,2.0,1549.0,235.0,371.0
NGA_1962,7.0,333.0,0.0,21.0,145.0,0.0,7952.0,0.0,0.0,546.0,692.0,0.0,653.0,0.0,35.0,77.0,0.0,0.0,135.0,4662.0,0.0,0.0,129802.0,0.0,891.0,3401.0,0.0,11.0,0.0,64.0,0.0,19182.0,8193.0,0.0,0.0,73.0,0.0,0.0,0.0,2688.0,20651.0,0.0,0.0,80.0,0.0,59.0,156.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,9434.0,0.0,549.0,967.0,0.0,472.0,0.0,0.0,0.0,0.0,0.0,1362.0,763.0,0.0,0.0,0.0,834.0,0.0,35.0
CHL_1962,7.0,315.0,0.0,21.0,196.0,0.0,7629.0,0.0,0.0,590.0,758.0,0.0,566.0,0.0,35.0,165.0,0.0,0.0,471.0,4620.0,0.0,0.0,125327.0,0.0,1232.0,2924.0,0.0,49.0,0.0,105.0,0.0,20550.0,11363.0,0.0,0.0,71.0,0.0,0.0,0.0,3357.0,17847.0,0.0,0.0,215.0,0.0,146.0,168.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,8282.0,0.0,722.0,1033.0,0.0,715.0,0.0,0.0,0.0,0.0,0.0,1305.0,862.0,0.0,0.0,0.0,656.0,0.0,35.0
PER_1962,8.0,314.0,0.0,28.0,263.0,0.0,7127.0,0.0,0.0,565.0,998.0,0.0,600.0,0.0,56.0,200.0,0.0,0.0,1167.0,4581.0,0.0,0.0,116523.0,0.0,2259.0,3001.0,0.0,63.0,0.0,180.0,0.0,16288.0,15740.0,0.0,0.0,75.0,0.0,0.0,0.0,3904.0,19817.0,0.0,0.0,264.0,0.0,133.0,316.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,7166.0,0.0,553.0,1785.0,0.0,1013.0,0.0,0.0,0.0,0.0,0.0,1339.0,1209.0,0.0,0.0,0.0,797.0,0.0,70.0
MAR_1962,4.0,247.0,0.0,6.0,104.0,0.0,6899.0,0.0,0.0,718.0,195.0,0.0,273.0,0.0,4.0,18.0,0.0,0.0,162.0,4014.0,0.0,0.0,122619.0,0.0,1852.0,1448.0,0.0,11.0,0.0,6.0,0.0,25551.0,1803.0,0.0,0.0,37.0,0.0,0.0,0.0,6863.0,8464.0,0.0,0.0,10.0,0.0,44.0,58.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5215.0,0.0,1316.0,108.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,982.0,87.0,0.0,0.0,0.0,153.0,0.0,1.0
PAK_1962,4.0,234.0,0.0,6.0,167.0,0.0,6341.0,0.0,0.0,704.0,198.0,0.0,252.0,0.0,4.0,34.0,0.0,0.0,772.0,4552.0,0.0,0.0,112197.0,0.0,3315.0,1078.0,0.0,9.0,0.0,10.0,0.0,23656.0,2234.0,0.0,0.0,51.0,0.0,0.0,0.0,6769.0,7667.0,0.0,0.0,17.0,0.0,165.0,88.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4561.0,0.0,1338.0,99.0,0.0,311.0,0.0,0.0,0.0,0.0,0.0,892.0,99.0,0.0,0.0,0.0,135.0,0.0,1.0
TUR_1962,5.0,283.0,0.0,10.0,135.0,0.0,7469.0,0.0,0.0,685.0,302.0,0.0,415.0,0.0,10.0,30.0,0.0,0.0,271.0,4766.0,0.0,0.0,128028.0,0.0,1911.0,1739.0,0.0,18.0,0.0,10.0,0.0,24596.0,3011.0,0.0,0.0,46.0,0.0,0.0,0.0,5187.0,12147.0,0.0,0.0,18.0,0.0,56.0,134.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,7359.0,0.0,1044.0,270.0,0.0,246.0,0.0,0.0,0.0,0.0,0.0,1238.0,183.0,0.0,0.0,0.0,354.0,0.0,5.0
EGY_1962,5.0,240.0,0.0,10.0,207.0,0.0,6254.0,0.0,0.0,696.0,386.0,0.0,287.0,0.0,10.0,281.0,0.0,0.0,1404.0,4181.0,0.0,0.0,109031.0,0.0,3408.0,1013.0,0.0,146.0,0.0,81.0,0.0,22314.0,6906.0,0.0,0.0,44.0,0.0,0.0,0.0,6647.0,8280.0,0.0,0.0,477.0,0.0,70.0,164.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,4915.0,0.0,1298.0,258.0,0.0,393.0,0.0,0.0,0.0,0.0,0.0,957.0,321.0,0.0,0.0,0.0,180.0,0.0,5.0
IDN_1962,9.0,241.0,9.0,27.0,497.0,205.0,5520.0,2.0,13.0,638.0,1085.0,11.0,306.0,35.0,36.0,588.0,575.0,262.0,5476.0,3600.0,3728.0,18.0,91405.0,0.0,3642.0,1448.0,355.0,572.0,343.0,658.0,33.0,18254.0,22990.0,1.0,24.0,35.0,214.0,309.0,5.0,5563.0,9331.0,962.0,4.0,1522.0,0.0,448.0,392.0,24.0,430.0,4.0,0.0,177.0,28.0,17.0,3897.0,6.0,1236.0,1276.0,3.0,1250.0,473.0,9.0,6.0,8.0,14.0,900.0,908.0,29.0,39.0,4.0,217.0,48.0,22.0
SGP_1962,9.0,195.0,13.0,23.0,964.0,146.0,4021.0,11.0,39.0,619.0,936.0,10.0,200.0,38.0,25.0,485.0,940.0,116.0,14587.0,3768.0,1972.0,79.0,66709.0,5.0,5585.0,801.0,257.0,1084.0,191.0,619.0,24.0,14677.0,20662.0,3.0,16.0,29.0,1142.0,251.0,33.0,5667.0,6321.0,1376.0,12.0,1200.0,0.0,1172.0,832.0,16.0,169.0,8.0,23.0,308.0,8.0,24.0,1473.0,28.0,1337.0,1004.0,0.0,1849.0,268.0,2.0,48.0,18.0,7.0,654.0,530.0,26.0,104.0,0.0,120.0,38.0,12.0
SEN_1962,2.0,127.0,0.0,1.0,129.0,0.0,3545.0,0.0,0.0,534.0,43.0,0.0,42.0,0.0,0.0,20.0,0.0,0.0,739.0,3288.0,0.0,0.0,64572.0,0.0,3933.0,349.0,0.0,15.0,0.0,2.0,0.0,15337.0,548.0,0.0,0.0,24.0,0.0,0.0,0.0,6952.0,1725.0,0.0,0.0,3.0,0.0,129.0,20.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,636.0,0.0,1389.0,0.0,0.0,81.0,0.0,0.0,0.0,0.0,0.0,225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IRQ_1962,8.0,329.0,1.0,27.0,203.0,28.0,7595.0,0.0,7.0,527.0,935.0,0.0,663.0,6.0,50.0,189.0,12.0,0.0,408.0,4607.0,358.0,0.0,123080.0,0.0,1309.0,3025.0,0.0,32.0,20.0,134.0,0.0,17330.0,14126.0,0.0,0.0,64.0,19.0,167.0,0.0,2697.0,20948.0,143.0,0.0,222.0,0.0,91.0,234.0,0.0,65.0,8.0,0.0,29.0,11.0,0.0,8775.0,0.0,483.0,1475.0,0.0,718.0,103.0,0.0,13.0,0.0,1.0,1337.0,1102.0,0.0,41.0,0.0,897.0,15.0,55.0
KOR_1962,2.0,114.0,0.0,1.0,196.0,0.0,2991.0,0.0,0.0,490.0,42.0,0.0,36.0,0.0,0.0,39.0,0.0,0.0,1624.0,3479.0,0.0,0.0,54421.0,0.0,4959.0,152.0,0.0,18.0,0.0,3.0,0.0,13015.0,704.0,0.0,0.0,38.0,0.0,0.0,0.0,5999.0,1385.0,0.0,0.0,5.0,0.0,347.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,451.0,0.0,1269.0,0.0,0.0,127.0,0.0,0.0,0.0,0.0,0.0,179.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
