"","x"
"1",0.277917235737594
"2",0.147002910498568
"3",0.130954816572809
"4",0.118435857542706
"5",0.105555454551125
"6",0.0953840769058755
"7",0.0901096376315554
"8",0.0556458216027103
"9",0.0314111649575372
"10",0.0240863598173141
"11",0.0100419312658175
"12",1.17959361364341e-12
"13",1.04708723308737e-14
