"","sig_1","sig_2","sig_3","sig_4","sig_5","sig_6","sig_7","sig_8","sig_9","sig_10","sig_11","sig_12","sig_13","sig_14","sig_15","sig_16","sig_17","sig_19","sig_21","sig_22","sig_23","sig_26","sig_28"
"YAL046C",-0.077487116811625,-0.0836971512415727,-0.0488475345451098,-0.0441098656023053,-0.0515985448487259,-0.0635804741058568,-0.0505533493057678,-0.0543976928169828,-0.0333647856308425,-0.036822895571817,-0.0371795952033655,-0.0433257923059893,-0.0376588493288529,-0.0391846431736965,-0.032607737144308,-0.034906339432646,-0.0535760501004064,-0.0309327702996613,-0.0230510222778787,-0.0399467843931227,-0.0369793189417146,-0.0399467843931227,-0.0461388525812263
"YAL049C",-0.077487116811625,-0.0836971512415727,-0.0488475345451098,-0.0441098656023053,-0.0515985448487259,-0.0635804741058568,-0.0505533493057678,-0.0543976928169828,-0.0333647856308425,-0.036822895571817,-0.0371795952033655,-0.0433257923059893,-0.0376588493288529,-0.0391846431736965,-0.032607737144308,-0.034906339432646,-0.0535760501004064,-0.0309327702996613,-0.0230510222778787,-0.0399467843931227,-0.0369793189417146,-0.0399467843931227,-0.0461388525812263
"YAL054C",-0.077487116811625,-0.0836971512415727,-0.0488475345451098,-0.0441098656023053,-0.0515985448487259,-0.0635804741058568,-0.0505533493057678,-0.0543976928169828,-0.0333647856308425,-0.036822895571817,-0.0371795952033655,-0.0433257923059893,-0.0376588493288529,-0.0391846431736965,-0.032607737144308,-0.034906339432646,-0.0535760501004064,-0.0309327702996613,-0.0230510222778787,-0.0399467843931227,-0.0369793189417146,-0.0399467843931227,-0.0461388525812263
"YAL055W",-0.077487116811625,-0.0836971512415727,-0.0488475345451098,-0.0441098656023053,-0.0515985448487259,-0.0635804741058568,-0.0505533493057678,-0.0543976928169828,-0.0333647856308425,-0.036822895571817,-0.0371795952033655,-0.0433257923059893,-0.0376588493288529,-0.0391846431736965,-0.032607737144308,-0.034906339432646,-0.0535760501004064,-0.0309327702996613,-0.0230510222778787,-0.0399467843931227,-0.0369793189417146,-0.0399467843931227,-0.0461388525812263
"YAL060W",-0.077487116811625,-0.0836971512415727,-0.0488475345451098,-0.0441098656023053,-0.0515985448487259,-0.0635804741058568,-0.0505533493057678,-0.0543976928169828,-0.0333647856308425,-0.036822895571817,-0.0371795952033655,-0.0433257923059893,-0.0376588493288529,-0.0391846431736965,-0.032607737144308,-0.034906339432646,-0.0535760501004064,-0.0309327702996613,-0.0230510222778787,-0.0399467843931227,-0.0369793189417146,-0.0399467843931227,-0.0461388525812263
"YAL062W",-0.077487116811625,-0.0836971512415727,-0.0488475345451098,-0.0441098656023053,-0.0515985448487259,-0.0635804741058568,-0.0505533493057678,-0.0543976928169828,-0.0333647856308425,-0.036822895571817,-0.0371795952033655,-0.0433257923059893,-0.0376588493288529,-0.0391846431736965,-0.032607737144308,-0.034906339432646,-0.0535760501004064,-0.0309327702996613,-0.0230510222778787,-0.0399467843931227,-0.0369793189417146,-0.0399467843931227,-0.0461388525812263
"YAR003W",-0.077487116811625,-0.0836971512415727,-0.0488475345451098,-0.0441098656023053,-0.0515985448487259,-0.0635804741058568,-0.0505533493057678,-0.0543976928169828,-0.0333647856308425,-0.036822895571817,-0.0371795952033655,-0.0433257923059893,-0.0376588493288529,-0.0391846431736965,-0.032607737144308,-0.034906339432646,-0.0535760501004064,-0.0309327702996613,-0.0230510222778787,-0.0399467843931227,-0.0369793189417146,-0.0399467843931227,-0.0461388525812263
"YAR007C",-0.077487116811625,-0.0836971512415727,-0.0488475345451098,-0.0441098656023053,-0.0515985448487259,-0.0635804741058568,-0.0505533493057678,-0.0543976928169828,-0.0333647856308425,-0.036822895571817,-0.0371795952033655,-0.0433257923059893,-0.0376588493288529,-0.0391846431736965,-0.032607737144308,-0.034906339432646,-0.0535760501004064,-0.0309327702996613,-0.0230510222778787,-0.0399467843931227,-0.0369793189417146,-0.0399467843931227,-0.0461388525812263
"YAR014C",-0.077487116811625,-0.0836971512415727,-0.0488475345451098,-0.0441098656023053,-0.0515985448487259,-0.0635804741058568,-0.0505533493057678,-0.0543976928169828,-0.0333647856308425,-0.036822895571817,-0.0371795952033655,-0.0433257923059893,-0.0376588493288529,-0.0391846431736965,-0.032607737144308,-0.034906339432646,-0.0535760501004064,-0.0309327702996613,-0.0230510222778787,-0.0399467843931227,-0.0369793189417146,-0.0399467843931227,-0.0461388525812263
"YAR027W",0.839687435637924,-0.0836971512415727,-0.0488475345451098,-0.0441098656023053,19.3700937362117,-0.0635804741058568,-0.0505533493057678,-0.0543976928169828,-0.0333647856308425,-0.036822895571817,-0.0371795952033655,-0.0433257923059893,-0.0376588493288529,-0.0391846431736965,-0.032607737144308,-0.034906339432646,-0.0535760501004064,-0.0309327702996613,-0.0230510222778787,-0.0399467843931227,-0.0369793189417146,-0.0399467843931227,-0.0461388525812263
"YAR028W",-0.077487116811625,-0.0836971512415727,-0.0488475345451098,-0.0441098656023053,-0.0515985448487259,-0.0635804741058568,-0.0505533493057678,-0.0543976928169828,-0.0333647856308425,-0.036822895571817,-0.0371795952033655,-0.0433257923059893,-0.0376588493288529,-0.0391846431736965,-0.032607737144308,-0.034906339432646,-0.0535760501004064,-0.0309327702996613,-0.0230510222778787,-0.0399467843931227,-0.0369793189417146,-0.0399467843931227,-0.0461388525812263
"YAR031W",-0.077487116811625,-0.0836971512415727,-0.0488475345451098,-0.0441098656023053,-0.0515985448487259,-0.0635804741058568,-0.0505533493057678,-0.0543976928169828,-0.0333647856308425,-0.036822895571817,-0.0371795952033655,-0.0433257923059893,-0.0376588493288529,-0.0391846431736965,-0.032607737144308,-0.034906339432646,-0.0535760501004064,-0.0309327702996613,-0.0230510222778787,-0.0399467843931227,-0.0369793189417146,-0.0399467843931227,-0.0461388525812263
"YAR033W",-0.077487116811625,-0.0836971512415727,-0.0488475345451098,-0.0441098656023053,-0.0515985448487259,-0.0635804741058568,-0.0505533493057678,-0.0543976928169828,-0.0333647856308425,-0.036822895571817,-0.0371795952033655,-0.0433257923059893,-0.0376588493288529,-0.0391846431736965,-0.032607737144308,-0.034906339432646,-0.0535760501004064,-0.0309327702996613,-0.0230510222778787,-0.0399467843931227,-0.0369793189417146,-0.0399467843931227,-0.0461388525812263
"YAR035W",-0.077487116811625,-0.0836971512415727,-0.0488475345451098,-0.0441098656023053,-0.0515985448487259,-0.0635804741058568,-0.0505533493057678,-0.0543976928169828,-0.0333647856308425,-0.036822895571817,-0.0371795952033655,-0.0433257923059893,-0.0376588493288529,-0.0391846431736965,-0.032607737144308,-0.034906339432646,-0.0535760501004064,-0.0309327702996613,-0.0230510222778787,-0.0399467843931227,-0.0369793189417146,-0.0399467843931227,-0.0461388525812263
"YAR066W",-0.077487116811625,-0.0836971512415727,-0.0488475345451098,-0.0441098656023053,-0.0515985448487259,-0.0635804741058568,-0.0505533493057678,-0.0543976928169828,-0.0333647856308425,-0.036822895571817,-0.0371795952033655,-0.0433257923059893,-0.0376588493288529,-0.0391846431736965,-0.032607737144308,-0.034906339432646,-0.0535760501004064,-0.0309327702996613,-0.0230510222778787,-0.0399467843931227,-0.0369793189417146,-0.0399467843931227,-0.0461388525812263
"YBL006C",-0.077487116811625,-0.0836971512415727,-0.0488475345451098,-0.0441098656023053,-0.0515985448487259,-0.0635804741058568,-0.0505533493057678,-0.0543976928169828,-0.0333647856308425,-0.036822895571817,-0.0371795952033655,-0.0433257923059893,-0.0376588493288529,-0.0391846431736965,-0.032607737144308,-0.034906339432646,-0.0535760501004064,-0.0309327702996613,-0.0230510222778787,-0.0399467843931227,-0.0369793189417146,-0.0399467843931227,-0.0461388525812263
"YBL007C",-0.077487116811625,-0.0836971512415727,-0.0488475345451098,-0.0441098656023053,-0.0515985448487259,-0.0635804741058568,-0.0505533493057678,-0.0543976928169828,-0.0333647856308425,-0.036822895571817,-0.0371795952033655,-0.0433257923059893,-0.0376588493288529,-0.0391846431736965,-0.032607737144308,-0.034906339432646,-0.0535760501004064,-0.0309327702996613,-0.0230510222778787,-0.0399467843931227,-0.0369793189417146,-0.0399467843931227,-0.0461388525812263
"YBL010C",-0.077487116811625,-0.0836971512415727,-0.0488475345451098,-0.0441098656023053,-0.0515985448487259,-0.0635804741058568,-0.0505533493057678,-0.0543976928169828,-0.0333647856308425,-0.036822895571817,-0.0371795952033655,-0.0433257923059893,-0.0376588493288529,-0.0391846431736965,-0.032607737144308,-0.034906339432646,-0.0535760501004064,-0.0309327702996613,-0.0230510222778787,-0.0399467843931227,-0.0369793189417146,-0.0399467843931227,-0.0461388525812263
"YBL014C",-0.077487116811625,-0.0836971512415727,-0.0488475345451098,-0.0441098656023053,-0.0515985448487259,-0.0635804741058568,-0.0505533493057678,-0.0543976928169828,-0.0333647856308425,-0.036822895571817,-0.0371795952033655,-0.0433257923059893,-0.0376588493288529,-0.0391846431736965,-0.032607737144308,-0.034906339432646,-0.0535760501004064,-0.0309327702996613,-0.0230510222778787,-0.0399467843931227,-0.0369793189417146,-0.0399467843931227,-0.0461388525812263
"YBL016W",-0.077487116811625,-0.0836971512415727,-0.0488475345451098,-0.0441098656023053,-0.0515985448487259,-0.0635804741058568,-0.0505533493057678,-0.0543976928169828,-0.0333647856308425,-0.036822895571817,-0.0371795952033655,-0.0433257923059893,-0.0376588493288529,-0.0391846431736965,-0.032607737144308,-0.034906339432646,-0.0535760501004064,-0.0309327702996613,-0.0230510222778787,-0.0399467843931227,-0.0369793189417146,-0.0399467843931227,-0.0461388525812263
"YBL020W",-0.077487116811625,-0.0836971512415727,-0.0488475345451098,-0.0441098656023053,-0.0515985448487259,-0.0635804741058568,-0.0505533493057678,-0.0543976928169828,-0.0333647856308425,-0.036822895571817,-0.0371795952033655,-0.0433257923059893,-0.0376588493288529,-0.0391846431736965,-0.032607737144308,-0.034906339432646,-0.0535760501004064,-0.0309327702996613,-0.0230510222778787,-0.0399467843931227,-0.0369793189417146,-0.0399467843931227,-0.0461388525812263
"YBL021C",-0.077487116811625,-0.0836971512415727,-0.0488475345451098,-0.0441098656023053,-0.0515985448487259,-0.0635804741058568,-0.0505533493057678,-0.0543976928169828,-0.0333647856308425,-0.036822895571817,-0.0371795952033655,-0.0433257923059893,-0.0376588493288529,-0.0391846431736965,-0.032607737144308,-0.034906339432646,-0.0535760501004064,-0.0309327702996613,-0.0230510222778787,-0.0399467843931227,-0.0369793189417146,-0.0399467843931227,-0.0461388525812263
"YBL023C",-0.077487116811625,-0.0836971512415727,-0.0488475345451098,-0.0441098656023053,-0.0515985448487259,-0.0635804741058568,-0.0505533493057678,-0.0543976928169828,-0.0333647856308425,-0.036822895571817,-0.0371795952033655,-0.0433257923059893,-0.0376588493288529,-0.0391846431736965,-0.032607737144308,-0.034906339432646,-0.0535760501004064,-0.0309327702996613,-0.0230510222778787,-0.0399467843931227,-0.0369793189417146,-0.0399467843931227,-0.0461388525812263
"YBL025W",-0.077487116811625,-0.0836971512415727,-0.0488475345451098,-0.0441098656023053,-0.0515985448487259,-0.0635804741058568,-0.0505533493057678,-0.0543976928169828,-0.0333647856308425,-0.036822895571817,-0.0371795952033655,-0.0433257923059893,-0.0376588493288529,-0.0391846431736965,-0.032607737144308,-0.034906339432646,-0.0535760501004064,-0.0309327702996613,-0.0230510222778787,-0.0399467843931227,-0.0369793189417146,-0.0399467843931227,-0.0461388525812263
"YBL026W",-0.077487116811625,-0.0836971512415727,-0.0488475345451098,-0.0441098656023053,-0.0515985448487259,-0.0635804741058568,-0.0505533493057678,-0.0543976928169828,-0.0333647856308425,-0.036822895571817,-0.0371795952033655,-0.0433257923059893,-0.0376588493288529,-0.0391846431736965,-0.032607737144308,-0.034906339432646,-0.0535760501004064,-0.0309327702996613,-0.0230510222778787,-0.0399467843931227,-0.0369793189417146,-0.0399467843931227,-0.0461388525812263
"YBL033C",-0.077487116811625,-0.0836971512415727,-0.0488475345451098,-0.0441098656023053,-0.0515985448487259,-0.0635804741058568,-0.0505533493057678,-0.0543976928169828,-0.0333647856308425,-0.036822895571817,-0.0371795952033655,-0.0433257923059893,-0.0376588493288529,-0.0391846431736965,-0.032607737144308,-0.034906339432646,-0.0535760501004064,-0.0309327702996613,-0.0230510222778787,-0.0399467843931227,-0.0369793189417146,-0.0399467843931227,-0.0461388525812263
"YBL035C",-0.077487116811625,-0.0836971512415727,-0.0488475345451098,-0.0441098656023053,-0.0515985448487259,-0.0635804741058568,-0.0505533493057678,-0.0543976928169828,-0.0333647856308425,-0.036822895571817,-0.0371795952033655,-0.0433257923059893,-0.0376588493288529,-0.0391846431736965,-0.032607737144308,-0.034906339432646,-0.0535760501004064,-0.0309327702996613,-0.0230510222778787,-0.0399467843931227,-0.0369793189417146,-0.0399467843931227,-0.0461388525812263
"YBL037W",-0.077487116811625,-0.0836971512415727,-0.0488475345451098,-0.0441098656023053,-0.0515985448487259,-0.0635804741058568,-0.0505533493057678,-0.0543976928169828,-0.0333647856308425,-0.036822895571817,-0.0371795952033655,-0.0433257923059893,-0.0376588493288529,-0.0391846431736965,-0.032607737144308,-0.034906339432646,-0.0535760501004064,-0.0309327702996613,-0.0230510222778787,-0.0399467843931227,-0.0369793189417146,-0.0399467843931227,-0.0461388525812263
"YBL039C",-0.077487116811625,-0.0836971512415727,-0.0488475345451098,-0.0441098656023053,-0.0515985448487259,-0.0635804741058568,-0.0505533493057678,-0.0543976928169828,-0.0333647856308425,-0.036822895571817,-0.0371795952033655,-0.0433257923059893,-0.0376588493288529,-0.0391846431736965,-0.032607737144308,-0.034906339432646,-0.0535760501004064,-0.0309327702996613,-0.0230510222778787,-0.0399467843931227,-0.0369793189417146,-0.0399467843931227,-0.0461388525812263
"YBL042C",-0.077487116811625,-0.0836971512415727,-0.0488475345451098,-0.0441098656023053,-0.0515985448487259,-0.0635804741058568,-0.0505533493057678,-0.0543976928169828,-0.0333647856308425,-0.036822895571817,-0.0371795952033655,-0.0433257923059893,-0.0376588493288529,-0.0391846431736965,-0.032607737144308,-0.034906339432646,-0.0535760501004064,-0.0309327702996613,-0.0230510222778787,-0.0399467843931227,-0.0369793189417146,-0.0399467843931227,-0.0461388525812263
"YBL043W",-0.077487116811625,-0.0836971512415727,-0.0488475345451098,-0.0441098656023053,-0.0515985448487259,-0.0635804741058568,-0.0505533493057678,-0.0543976928169828,-0.0333647856308425,-0.036822895571817,-0.0371795952033655,-0.0433257923059893,-0.0376588493288529,-0.0391846431736965,-0.032607737144308,-0.034906339432646,-0.0535760501004064,-0.0309327702996613,-0.0230510222778787,-0.0399467843931227,-0.0369793189417146,-0.0399467843931227,-0.0461388525812263
"YBL045C",-0.077487116811625,-0.0836971512415727,-0.0488475345451098,-0.0441098656023053,-0.0515985448487259,-0.0635804741058568,-0.0505533493057678,-0.0543976928169828,-0.0333647856308425,-0.036822895571817,-0.0371795952033655,-0.0433257923059893,-0.0376588493288529,-0.0391846431736965,-0.032607737144308,-0.034906339432646,-0.0535760501004064,-0.0309327702996613,-0.0230510222778787,-0.0399467843931227,-0.0369793189417146,-0.0399467843931227,-0.0461388525812263
"YBL046W",-0.077487116811625,-0.0836971512415727,-0.0488475345451098,-0.0441098656023053,-0.0515985448487259,-0.0635804741058568,-0.0505533493057678,-0.0543976928169828,-0.0333647856308425,-0.036822895571817,-0.0371795952033655,-0.0433257923059893,-0.0376588493288529,-0.0391846431736965,-0.032607737144308,-0.034906339432646,-0.0535760501004064,-0.0309327702996613,-0.0230510222778787,-0.0399467843931227,-0.0369793189417146,-0.0399467843931227,-0.0461388525812263
"YBL047C",-0.077487116811625,-0.0836971512415727,-0.0488475345451098,-0.0441098656023053,-0.0515985448487259,-0.0635804741058568,-0.0505533493057678,-0.0543976928169828,-0.0333647856308425,-0.036822895571817,-0.0371795952033655,-0.0433257923059893,-0.0376588493288529,-0.0391846431736965,-0.032607737144308,-0.034906339432646,-0.0535760501004064,-0.0309327702996613,-0.0230510222778787,-0.0399467843931227,-0.0369793189417146,-0.0399467843931227,-0.0461388525812263
"YBL051C",-0.077487116811625,-0.0836971512415727,-0.0488475345451098,-0.0441098656023053,-0.0515985448487259,-0.0635804741058568,-0.0505533493057678,-0.0543976928169828,-0.0333647856308425,-0.036822895571817,-0.0371795952033655,-0.0433257923059893,-0.0376588493288529,-0.0391846431736965,-0.032607737144308,-0.034906339432646,-0.0535760501004064,-0.0309327702996613,-0.0230510222778787,-0.0399467843931227,-0.0369793189417146,-0.0399467843931227,-0.0461388525812263
"YBL056W",-0.077487116811625,-0.0836971512415727,-0.0488475345451098,-0.0441098656023053,-0.0515985448487259,-0.0635804741058568,-0.0505533493057678,-0.0543976928169828,-0.0333647856308425,-0.036822895571817,-0.0371795952033655,-0.0433257923059893,-0.0376588493288529,-0.0391846431736965,-0.032607737144308,-0.034906339432646,-0.0535760501004064,-0.0309327702996613,-0.0230510222778787,-0.0399467843931227,-0.0369793189417146,-0.0399467843931227,-0.0461388525812263
"YBL057C",-0.077487116811625,-0.0836971512415727,-0.0488475345451098,-0.0441098656023053,-0.0515985448487259,-0.0635804741058568,-0.0505533493057678,-0.0543976928169828,-0.0333647856308425,-0.036822895571817,-0.0371795952033655,-0.0433257923059893,-0.0376588493288529,-0.0391846431736965,-0.032607737144308,-0.034906339432646,-0.0535760501004064,-0.0309327702996613,-0.0230510222778787,-0.0399467843931227,-0.0369793189417146,-0.0399467843931227,-0.0461388525812263
"YBL058W",-0.077487116811625,-0.0836971512415727,-0.0488475345451098,-0.0441098656023053,-0.0515985448487259,-0.0635804741058568,-0.0505533493057678,-0.0543976928169828,-0.0333647856308425,-0.036822895571817,-0.0371795952033655,-0.0433257923059893,-0.0376588493288529,-0.0391846431736965,-0.032607737144308,-0.034906339432646,-0.0535760501004064,-0.0309327702996613,-0.0230510222778787,-0.0399467843931227,-0.0369793189417146,-0.0399467843931227,-0.0461388525812263
"YBL060W",-0.077487116811625,-0.0836971512415727,-0.0488475345451098,-0.0441098656023053,-0.0515985448487259,-0.0635804741058568,-0.0505533493057678,-0.0543976928169828,-0.0333647856308425,-0.036822895571817,-0.0371795952033655,-0.0433257923059893,-0.0376588493288529,-0.0391846431736965,-0.032607737144308,-0.034906339432646,-0.0535760501004064,-0.0309327702996613,-0.0230510222778787,-0.0399467843931227,-0.0369793189417146,-0.0399467843931227,-0.0461388525812263
"YBL068W",-0.077487116811625,-0.0836971512415727,-0.0488475345451098,-0.0441098656023053,-0.0515985448487259,-0.0635804741058568,-0.0505533493057678,-0.0543976928169828,-0.0333647856308425,-0.036822895571817,-0.0371795952033655,-0.0433257923059893,-0.0376588493288529,-0.0391846431736965,-0.032607737144308,-0.034906339432646,-0.0535760501004064,-0.0309327702996613,-0.0230510222778787,-0.0399467843931227,-0.0369793189417146,-0.0399467843931227,-0.0461388525812263
"YBL069W",-0.077487116811625,-0.0836971512415727,-0.0488475345451098,-0.0441098656023053,-0.0515985448487259,-0.0635804741058568,-0.0505533493057678,-0.0543976928169828,-0.0333647856308425,-0.036822895571817,-0.0371795952033655,-0.0433257923059893,-0.0376588493288529,-0.0391846431736965,-0.032607737144308,-0.034906339432646,-0.0535760501004064,-0.0309327702996613,-0.0230510222778787,-0.0399467843931227,-0.0369793189417146,-0.0399467843931227,-0.0461388525812263
"YBL078C",-0.077487116811625,-0.0836971512415727,-0.0488475345451098,-0.0441098656023053,-0.0515985448487259,-0.0635804741058568,-0.0505533493057678,-0.0543976928169828,-0.0333647856308425,-0.036822895571817,-0.0371795952033655,-0.0433257923059893,-0.0376588493288529,-0.0391846431736965,-0.032607737144308,-0.034906339432646,-0.0535760501004064,-0.0309327702996613,-0.0230510222778787,-0.0399467843931227,-0.0369793189417146,-0.0399467843931227,-0.0461388525812263
"YBL081W",-0.077487116811625,-0.0836971512415727,-0.0488475345451098,-0.0441098656023053,-0.0515985448487259,-0.0635804741058568,-0.0505533493057678,-0.0543976928169828,-0.0333647856308425,-0.036822895571817,-0.0371795952033655,-0.0433257923059893,-0.0376588493288529,-0.0391846431736965,-0.032607737144308,-0.034906339432646,-0.0535760501004064,-0.0309327702996613,-0.0230510222778787,-0.0399467843931227,-0.0369793189417146,-0.0399467843931227,-0.0461388525812263
"YBL091C",-0.077487116811625,-0.0836971512415727,-0.0488475345451098,-0.0441098656023053,-0.0515985448487259,-0.0635804741058568,-0.0505533493057678,-0.0543976928169828,-0.0333647856308425,-0.036822895571817,-0.0371795952033655,-0.0433257923059893,-0.0376588493288529,-0.0391846431736965,-0.032607737144308,-0.034906339432646,-0.0535760501004064,-0.0309327702996613,-0.0230510222778787,-0.0399467843931227,-0.0369793189417146,-0.0399467843931227,-0.0461388525812263
"YBL093C",-0.077487116811625,-0.0836971512415727,-0.0488475345451098,-0.0441098656023053,-0.0515985448487259,-0.0635804741058568,-0.0505533493057678,-0.0543976928169828,-0.0333647856308425,-0.036822895571817,-0.0371795952033655,-0.0433257923059893,-0.0376588493288529,-0.0391846431736965,-0.032607737144308,-0.034906339432646,-0.0535760501004064,-0.0309327702996613,-0.0230510222778787,-0.0399467843931227,-0.0369793189417146,-0.0399467843931227,-0.0461388525812263
"YBL101C",-0.077487116811625,-0.0836971512415727,-0.0488475345451098,-0.0441098656023053,-0.0515985448487259,-0.0635804741058568,-0.0505533493057678,-0.0543976928169828,-0.0333647856308425,-0.036822895571817,-0.0371795952033655,-0.0433257923059893,-0.0376588493288529,-0.0391846431736965,-0.032607737144308,-0.034906339432646,-0.0535760501004064,-0.0309327702996613,-0.0230510222778787,-0.0399467843931227,-0.0369793189417146,-0.0399467843931227,-0.0461388525812263
"YBL105C",-0.077487116811625,-0.0836971512415727,-0.0488475345451098,-0.0441098656023053,-0.0515985448487259,-0.0635804741058568,-0.0505533493057678,-0.0543976928169828,-0.0333647856308425,-0.036822895571817,-0.0371795952033655,-0.0433257923059893,-0.0376588493288529,-0.0391846431736965,-0.032607737144308,-0.034906339432646,-0.0535760501004064,-0.0309327702996613,-0.0230510222778787,-0.0399467843931227,-0.0369793189417146,-0.0399467843931227,-0.0461388525812263
"YBR006W",-0.077487116811625,-0.0836971512415727,-0.0488475345451098,-0.0441098656023053,-0.0515985448487259,-0.0635804741058568,-0.0505533493057678,-0.0543976928169828,-0.0333647856308425,-0.036822895571817,-0.0371795952033655,-0.0433257923059893,-0.0376588493288529,-0.0391846431736965,-0.032607737144308,-0.034906339432646,-0.0535760501004064,-0.0309327702996613,-0.0230510222778787,-0.0399467843931227,-0.0369793189417146,-0.0399467843931227,-0.0461388525812263
