"","V1","V2","V3","V4","V5","V6"
"EC1",0.0696788834304859,-0.150110402379345,0.14798674612445,-0.0357834123042138,0.0206509633078134,1.50011970321105e-14
"EC2",0.171708109161859,0.0840870054460518,-0.129167669757889,-0.0621297599968018,0.0131629334325713,-8.06654574524825e-15
"EC3",-0.27053044706415,-0.0296422590865714,-0.044638135638919,-0.0370737482703934,-0.00278206287847548,1.0113269702751e-15
"EC4",0.00594566284508161,-0.0489635888531696,-0.0387675324530347,0.163956014454083,0.0372689092742398,-4.18384902973408e-15
"EC5",0.0216770292275045,-0.0117775300074698,0.00754685374674603,0.0350209246803272,-0.143949707611172,-2.41510384054285e-15
"EC6",-0.0358804644276128,0.199839239663541,0.113672923704459,0.0318551339427519,0.0090223823219128,-4.62929367336497e-15
