"","X.D.","X.E.","X.O.","X.B.","X.C.","X.M.","X.A.","X.T.","X.U.","X.R.","X.F.","X.G.","X.P."
"Q0085",-0.32311698974934,6.31599839276849,-0.277910541214735,-0.264365162545231,-0.241788354446023,-0.30991415508877,-0.151042902261932,-0.30055675399879,-0.70579233106928,-0.163456199044649,-0.291000353154144,-0.14351454821712,-0.200829142937301
"YAL005C",-0.32311698974934,-0.158243968446269,-0.277910541214735,-0.264365162545231,-0.241788354446023,-0.30991415508877,-0.151042902261932,-0.30055675399879,-0.70579233106928,-0.163456199044649,3.43459600491455,-0.14351454821712,-0.200829142937301
"YAL016W",-0.32311698974934,-0.158243968446269,-0.277910541214735,-0.264365162545231,4.13365090581758,-0.30991415508877,-0.151042902261932,-0.30055675399879,-0.70579233106928,-0.163456199044649,-0.291000353154144,-0.14351454821712,-0.200829142937301
"YAL021C",-0.32311698974934,-0.158243968446269,-0.277910541214735,3.78063675542326,-0.241788354446023,-0.30991415508877,-0.151042902261932,-0.30055675399879,-0.70579233106928,-0.163456199044649,-0.291000353154144,-0.14351454821712,-0.200829142937301
"YAL024C",3.09320983445435,-0.158243968446269,-0.277910541214735,-0.264365162545231,-0.241788354446023,-0.30991415508877,-0.151042902261932,-0.30055675399879,-0.70579233106928,-0.163456199044649,-0.291000353154144,-0.14351454821712,-0.200829142937301
"YAL027W",-0.32311698974934,-0.158243968446269,-0.277910541214735,-0.264365162545231,-0.241788354446023,-0.30991415508877,-0.151042902261932,-0.30055675399879,1.41609451728916,-0.163456199044649,-0.291000353154144,-0.14351454821712,-0.200829142937301
"YAL028W",-0.32311698974934,-0.158243968446269,-0.277910541214735,-0.264365162545231,-0.241788354446023,-0.30991415508877,-0.151042902261932,-0.30055675399879,1.41609451728916,-0.163456199044649,-0.291000353154144,-0.14351454821712,-0.200829142937301
"YAL032C",-0.32311698974934,-0.158243968446269,-0.277910541214735,-0.264365162545231,-0.241788354446023,-0.30991415508877,-0.151042902261932,3.32539075257636,-0.70579233106928,-0.163456199044649,-0.291000353154144,-0.14351454821712,-0.200829142937301
"YAL036C",-0.32311698974934,-0.158243968446269,-0.277910541214735,-0.264365162545231,-0.241788354446023,-0.30991415508877,-0.151042902261932,-0.30055675399879,1.41609451728916,-0.163456199044649,-0.291000353154144,-0.14351454821712,-0.200829142937301
"YAL040C",3.09320983445435,-0.158243968446269,-0.277910541214735,-0.264365162545231,-0.241788354446023,-0.30991415508877,-0.151042902261932,-0.30055675399879,-0.70579233106928,-0.163456199044649,-0.291000353154144,-0.14351454821712,-0.200829142937301
"YAL041W",3.09320983445435,-0.158243968446269,-0.277910541214735,-0.264365162545231,-0.241788354446023,-0.30991415508877,-0.151042902261932,-0.30055675399879,-0.70579233106928,-0.163456199044649,-0.291000353154144,-0.14351454821712,-0.200829142937301
"YAL046C",-0.32311698974934,-0.158243968446269,-0.277910541214735,-0.264365162545231,-0.241788354446023,-0.30991415508877,-0.151042902261932,-0.30055675399879,1.41609451728916,-0.163456199044649,-0.291000353154144,-0.14351454821712,-0.200829142937301
"YAL049C",-0.32311698974934,-0.158243968446269,-0.277910541214735,-0.264365162545231,-0.241788354446023,-0.30991415508877,-0.151042902261932,-0.30055675399879,1.41609451728916,-0.163456199044649,-0.291000353154144,-0.14351454821712,-0.200829142937301
"YAL054C",-0.32311698974934,6.31599839276849,-0.277910541214735,-0.264365162545231,-0.241788354446023,-0.30991415508877,-0.151042902261932,-0.30055675399879,-0.70579233106928,-0.163456199044649,-0.291000353154144,-0.14351454821712,-0.200829142937301
"YAL055W",-0.32311698974934,-0.158243968446269,3.59636826297883,-0.264365162545231,-0.241788354446023,-0.30991415508877,-0.151042902261932,-0.30055675399879,-0.70579233106928,-0.163456199044649,-0.291000353154144,-0.14351454821712,-0.200829142937301
