"","x"
"1",0.272208822638449
"2",0.157441481793529
"3",0.135880964347205
"4",0.125785904106266
"5",0.113265985009475
"6",0.0953476873769637
"7",0.0758321721398517
"8",0.0564270656388875
"9",0.0531258542122951
"10",0.0384590707787327
"11",0.0341578650437776
"12",1.18336836230006e-12
"13",2.86777967640922e-15
